tissue,lineage,gene1,gene2,rho,p_value,sig,n,q_global,q_stratified
Blood,NK,HLA-DRB1,LAYN,0.386,0.092475,†,20,0.30357778964456594,0.3126908898305085
Blood,NK,HLA-DRB1,LDHA,0.451,0.045883,*,20,0.19763639304932737,0.20744835127478753
Blood,NK,HLA-DRB1,LGALS9,0.068,0.776821,NS,20,0.900906020585572,0.8964615444685466
Blood,NK,HLA-DRB1,LILRB1,0.29,0.2145,NS,20,0.48246803652968034,0.4842178217821782
Blood,NK,HLA-DRB1,MEFV,-0.086,0.719371,NS,20,0.8715290585230497,0.865849257918552
Blood,NK,HLA-DRB1,MT-CYB,0.111,0.640455,NS,20,0.8296997446923233,0.8256592730210016
Blood,NK,HLA-DRB1,MT-ND1,-0.069,0.771985,NS,20,0.8979051819337651,0.8934648730964467
Blood,NK,HLA-DRB1,MT-ND2,-0.006,0.979921,NS,20,0.9922655666772086,0.9936174815756036
Blood,NK,HLA-DRB1,MTOR,-0.042,0.860095,NS,20,0.9418733993615688,0.9395698973305956
Blood,NK,HLA-DRB1,MX1,0.341,0.140765,NS,20,0.3833486293408929,0.39139536585365853
Blood,NK,HLA-DRB1,PRDM1,-0.06,0.801113,NS,20,0.9124548596366648,0.9087251940298507
Blood,NK,HLA-DRB1,PYCARD,0.371,0.106871,NS,20,0.32854837269963194,0.33909764612326043
Blood,NK,HLA-DRB1,RB1,0.042,0.860095,NS,20,0.9418733993615688,0.9395698973305956
Blood,NK,HLA-DRB1,RORC,-0.435,0.055519,†,20,0.22297851107859532,0.23692065240641713
Blood,NK,HLA-DRB1,RPTOR,0.195,0.408819,NS,20,0.6727798141805105,0.6775442616822429
Blood,NK,HLA-DRB1,SDHB,0.38,0.097968,†,20,0.3136249371771372,0.3243919668049792
Blood,NK,HLA-DRB1,SIGLEC10,-0.378,0.100003,NS,20,0.31733690667327386,0.3277305708418891
Blood,NK,HLA-DRB1,SOCS1,0.195,0.408819,NS,20,0.6727798141805105,0.6775442616822429
Blood,NK,HLA-DRB1,SOCS3,0.253,0.281801,NS,20,0.5574216444604614,0.558106188118812
Blood,NK,HLA-DRB1,STAT1,0.552,0.011642,*,20,0.08376571610486891,0.09834321649484536
Blood,NK,HLA-DRB1,STAT2,0.177,0.454203,NS,20,0.705840806644572,0.7020607783155857
Blood,NK,HLA-DRB1,TAP1,0.69,0.000756,**,20,0.01412793385214008,0.018424411764705884
Blood,NK,HLA-DRB1,TET2,-0.047,0.84527,NS,20,0.9349117375784444,0.9355415533980582
Blood,NK,HLA-DRB1,TFAM,0.158,0.506147,NS,20,0.7404871540159877,0.7377265863013699
Blood,NK,HLA-DRB1,TGFB1,0.356,0.122986,NS,20,0.3548639300090117,0.3634919555555556
Blood,NK,HLA-DRB1,TGFBR1,0.026,0.914804,NS,20,0.9656739185669542,0.9609096
Blood,NK,HLA-DRB1,TGFBR2,0.09,0.705213,NS,20,0.864075957841699,0.8618070045941807
Blood,NK,HLA-DRB1,TIGIT,0.531,0.016035,*,20,0.10200171522960026,0.11476170403587443
Blood,NK,HLA-DRB1,TOX,0.185,0.434986,NS,20,0.6929117782752903,0.6903191809145129
Blood,NK,HLA-DRB1,TOX2,0.313,0.179191,NS,20,0.43923031281070746,0.44108620030816637
Blood,NK,HLA-DRB1,TYROBP,-0.036,0.879931,NS,20,0.949522801831152,0.9463408867924529
Blood,NK,IL1B,IL1RN,0.448,0.047775,*,20,0.2028747844827586,0.2147856338028169
Blood,NK,IL1B,IL2RA,0.056,0.815155,NS,20,0.9192437023048501,0.9168840169014084
Blood,NK,IL1B,IRF3,0.187,0.429226,NS,20,0.6892803382094792,0.6877958795180723
Blood,NK,IL1B,IRF7,-0.113,0.634984,NS,20,0.8272533313440933,0.8218004307692307
Blood,NK,IL1B,ISG15,0.0,1.0,NS,20,1.0,1.0
Blood,NK,IL1B,JAK1,-0.042,0.861383,NS,20,0.9428319241112124,0.9403332886456909
Blood,NK,IL1B,JCHAIN,0.097,0.684427,NS,20,0.8531947049818371,0.8520635663026521
Blood,NK,IL1B,LAYN,-0.476,0.033957,*,20,0.16557053984771575,0.18065124000000002
Blood,NK,IL1B,LDHA,-0.669,0.00125,**,20,0.019698349427168575,0.023526917647058825
Blood,NK,IL1B,LGALS9,0.619,0.003599,**,20,0.03888660798650169,0.04747110743801653
Blood,NK,IL1B,LILRB1,-0.218,0.3562,NS,20,0.6275299829498578,0.6249076615384616
Blood,NK,IL1B,MEFV,0.233,0.32329,NS,20,0.5973705311358831,0.5985440782508631
Blood,NK,IL1B,MT-CYB,-0.402,0.07866,†,20,0.27620860171815026,0.28835975398633257
Blood,NK,IL1B,MT-ND1,-0.077,0.747145,NS,20,0.8868336481309854,0.8868507191679048
Blood,NK,IL1B,MT-ND2,-0.197,0.406303,NS,20,0.6709749274602492,0.6775442616822429
Blood,NK,IL1B,MTOR,0.386,0.093115,†,20,0.3048453076005453,0.3141893023255814
Blood,NK,IL1B,MX1,0.139,0.558784,NS,20,0.7760558338992848,0.7681475142118863
Blood,NK,IL1B,PRDM1,0.087,0.714896,NS,20,0.8693050453164557,0.865849257918552
Blood,NK,IL1B,PYCARD,0.028,0.90735,NS,20,0.9627963235017951,0.9609096
Blood,NK,IL1B,RB1,0.327,0.159046,NS,20,0.41018025318834744,0.41729021207177813
Blood,NK,IL1B,RORC,0.217,0.358301,NS,20,0.6298216223808216,0.62771503402854
Blood,NK,IL1B,RPTOR,-0.115,0.62941,NS,20,0.82292999986389,0.8166978536585366
Blood,NK,IL1B,SDHB,-0.252,0.283522,NS,20,0.5589267462288353,0.5593338838071694
Blood,NK,IL1B,SIGLEC10,0.226,0.338442,NS,20,0.6125455630702662,0.6086253543307087
Blood,NK,IL1B,SOCS1,0.059,0.803785,NS,20,0.9134287864537118,0.9111085653409091
Blood,NK,IL1B,SOCS3,0.054,0.821619,NS,20,0.9222391241016652,0.9195679691444599
Blood,NK,IL1B,STAT1,0.357,0.122428,NS,20,0.35479926203047213,0.3634919555555556
Blood,NK,IL1B,STAT2,0.298,0.202612,NS,20,0.46740538316522573,0.47069687336244537
Blood,NK,IL1B,TAP1,0.125,0.599102,NS,20,0.8033464539372823,0.8000986666666666
Blood,NK,IL1B,TET2,0.323,0.165385,NS,20,0.41954459725340026,0.42300394230769234
Blood,NK,IL1B,TFAM,0.14,0.556139,NS,20,0.7760558338992848,0.7656589862068967
Blood,NK,IL1B,TGFB1,-0.164,0.489422,NS,20,0.7308251096528695,0.7328302492970946
Blood,NK,IL1B,TGFBR1,0.281,0.230308,NS,20,0.5026067236169488,0.5021469508196722
Blood,NK,IL1B,TGFBR2,0.274,0.241712,NS,20,0.5145184744598338,0.5136075973509934
Blood,NK,IL1B,TIGIT,-0.191,0.419976,NS,20,0.6813747940207753,0.6804890314720813
Blood,NK,IL1B,TOX,0.073,0.758976,NS,20,0.8921125756240823,0.8900262277736958
Blood,NK,IL1B,TOX2,-0.31,0.183876,NS,20,0.44461193656387665,0.4433022598187311
Blood,NK,IL1B,TYROBP,0.067,0.779804,NS,20,0.9031115652278756,0.8966622363112392
Blood,NK,IL1RN,IL2RA,0.385,0.094013,†,20,0.30621969192946763,0.31455922012578613
Blood,NK,IL1RN,IRF3,0.281,0.229787,NS,20,0.5016976993976588,0.5016963775649794
Blood,NK,IL1RN,IRF7,-0.463,0.039929,*,20,0.18194402727703984,0.19369812765957445
Blood,NK,IL1RN,ISG15,-0.215,0.361972,NS,20,0.6330603291829501,0.6324241573770492
Blood,NK,IL1RN,JAK1,0.489,0.028575,*,20,0.147727213401507,0.16058345070422536
Blood,NK,IL1RN,JCHAIN,0.218,0.356307,NS,20,0.6275299829498578,0.6249076615384616
Blood,NK,IL1RN,LAYN,-0.464,0.039094,*,20,0.17954278504896107,0.19317035294117646
Blood,NK,IL1RN,LDHA,-0.254,0.280132,NS,20,0.5548057579381444,0.5567754321295143
Blood,NK,IL1RN,LGALS9,0.324,0.163774,NS,20,0.4174976531316348,0.4224902415458937
Blood,NK,IL1RN,LILRB1,-0.309,0.184523,NS,20,0.44585660042761915,0.4441911131221719
Blood,NK,IL1RN,MEFV,0.758,0.000108,**,20,0.0038069504587155962,0.0052232727272727274
Blood,NK,IL1RN,MT-CYB,0.043,0.858539,NS,20,0.9417262035514447,0.9395698973305956
Blood,NK,IL1RN,MT-ND1,0.226,0.338574,NS,20,0.6125455630702662,0.6086253543307087
Blood,NK,IL1RN,MT-ND2,-0.026,0.914327,NS,20,0.9656739185669542,0.9609096
Blood,NK,IL1RN,MTOR,0.599,0.005305,**,20,0.05021357931034483,0.060848895104895113
Blood,NK,IL1RN,MX1,0.039,0.871773,NS,20,0.9470888323156942,0.9463408867924529
Blood,NK,IL1RN,PRDM1,-0.071,0.764521,NS,20,0.89517967519961,0.8917583160961399
Blood,NK,IL1RN,PYCARD,-0.004,0.986591,NS,20,0.9954516649684874,0.9965817949367088
Blood,NK,IL1RN,RB1,0.42,0.065117,†,20,0.24664090832018926,0.262192
Blood,NK,IL1RN,RORC,0.019,0.935696,NS,20,0.9736059891145411,0.9690920285528877
Blood,NK,IL1RN,RPTOR,0.292,0.21089,NS,20,0.47787305850436423,0.48067257954545456
Blood,NK,IL1RN,SDHB,0.031,0.895675,NS,20,0.956305920357917,0.9567887088607595
Blood,NK,IL1RN,SIGLEC10,0.373,0.10538,NS,20,0.32563216663985844,0.33637296
Blood,NK,IL1RN,SOCS1,-0.55,0.011933,*,20,0.08509460393466964,0.09834321649484536
Blood,NK,IL1RN,SOCS3,0.188,0.42667,NS,20,0.6869659123439201,0.6858331842900303
Blood,NK,IL1RN,STAT1,0.364,0.114711,NS,20,0.3418068775193799,0.3561843501945525
Blood,NK,IL1RN,STAT2,0.499,0.025144,*,20,0.1363639398814564,0.150864
Blood,NK,IL1RN,TAP1,0.018,0.941045,NS,20,0.9759982451546726,0.9727382253886011
Blood,NK,IL1RN,TET2,0.701,0.000582,**,20,0.0119198315565032,0.016296
Blood,NK,IL1RN,TFAM,0.341,0.140671,NS,20,0.3833486293408929,0.39139536585365853
Blood,NK,IL1RN,TGFB1,-0.161,0.498597,NS,20,0.7356229910913141,0.7354536155268022
Blood,NK,IL1RN,TGFBR1,0.307,0.188146,NS,20,0.44987231447401144,0.4501964257871065
Blood,NK,IL1RN,TGFBR2,0.677,0.001038,**,20,0.017400539267015708,0.021514909090909095
Blood,NK,IL1RN,TIGIT,-0.118,0.619987,NS,20,0.8177888496705107,0.8121969615699101
Blood,NK,IL1RN,TOX,0.214,0.363809,NS,20,0.6344529964600163,0.6338855502183406
Blood,NK,IL1RN,TOX2,-0.393,0.08616,†,20,0.2924933309772044,0.30024314410480346
Blood,NK,IL1RN,TYROBP,-0.256,0.275435,NS,20,0.5506693500884587,0.5522540954773869
Blood,NK,IL2RA,IRF3,0.205,0.385259,NS,20,0.6520890439647576,0.6569159871794873
Blood,NK,IL2RA,IRF7,-0.047,0.844692,NS,20,0.9347567979262673,0.9355415533980582
Blood,NK,IL2RA,ISG15,0.403,0.078082,†,20,0.2749211330401319,0.2878439445727482
Blood,NK,IL2RA,JAK1,0.586,0.006576,**,20,0.05745827512505684,0.06950527152317881
Blood,NK,IL2RA,JCHAIN,0.6,0.005141,**,20,0.0493710268790443,0.06014706569343066
Blood,NK,IL2RA,LAYN,-0.077,0.746156,NS,20,0.8865909769915883,0.8867200119136263
Blood,NK,IL2RA,LDHA,0.189,0.425644,NS,20,0.6857513452410902,0.6854972996972756
Blood,NK,IL2RA,LGALS9,-0.002,0.994961,NS,20,0.998433176903792,0.9981069013199246
Blood,NK,IL2RA,LILRB1,-0.16,0.500416,NS,20,0.736609591295686,0.7360957935483871
Blood,NK,IL2RA,MEFV,0.703,0.000549,**,20,0.011472366992399565,0.016226
Blood,NK,IL2RA,MT-CYB,0.405,0.076869,†,20,0.2724623729939125,0.2853648
Blood,NK,IL2RA,MT-ND1,0.262,0.26468,NS,20,0.5402309253288079,0.5404060076628353
Blood,NK,IL2RA,MT-ND2,0.169,0.476142,NS,20,0.7225247995260663,0.7256090237868696
Blood,NK,IL2RA,MTOR,0.414,0.06932,†,20,0.2561799036908881,0.27154688235294117
Blood,NK,IL2RA,MX1,0.402,0.07931,†,20,0.27719826941968345,0.28835975398633257
Blood,NK,IL2RA,PRDM1,-0.435,0.055435,†,20,0.22297851107859532,0.23692065240641713
Blood,NK,IL2RA,PYCARD,0.265,0.25901,NS,20,0.5340324575744589,0.5357212470892626
Blood,NK,IL2RA,RB1,0.551,0.011814,*,20,0.08468610223880596,0.09834321649484536
Blood,NK,IL2RA,RORC,0.076,0.749414,NS,20,0.8881002007279009,0.8879471002227172
Blood,NK,IL2RA,RPTOR,0.388,0.091011,†,20,0.30113887719600413,0.31037084615384614
Blood,NK,IL2RA,SDHB,0.374,0.104689,NS,20,0.3252386965150048,0.33637296
Blood,NK,IL2RA,SIGLEC10,0.264,0.260942,NS,20,0.5358405128780592,0.5380591928020565
Blood,NK,IL2RA,SOCS1,-0.28,0.231822,NS,20,0.5037722493497682,0.5038415869565218
Blood,NK,IL2RA,SOCS3,0.414,0.069418,†,20,0.25631158908322116,0.27154688235294117
Blood,NK,IL2RA,STAT1,0.3,0.198163,NS,20,0.4634513455452775,0.4651002176470589
Blood,NK,IL2RA,STAT2,0.454,0.04417,*,20,0.19346782261741907,0.20424648554913297
Blood,NK,IL2RA,TAP1,0.506,0.022697,*,20,0.12764404771662763,0.14374766666666666
Blood,NK,IL2RA,TET2,0.463,0.039608,*,20,0.18114335983859484,0.19329603658536587
Blood,NK,IL2RA,TFAM,0.55,0.011954,*,20,0.08511797405485544,0.09834321649484536
Blood,NK,IL2RA,TGFB1,0.22,0.350482,NS,20,0.625114632067589,0.6208316004439511
Blood,NK,IL2RA,TGFBR1,0.255,0.277721,NS,20,0.5527660724202237,0.5547468285356696
Blood,NK,IL2RA,TGFBR2,0.686,0.000839,**,20,0.015090534818941502,0.019017126760563382
Blood,NK,IL2RA,TIGIT,0.267,0.254809,NS,20,0.5286894587968464,0.529524953125
Blood,NK,IL2RA,TOX,0.608,0.004429,**,20,0.044500794456066944,0.05355063636363636
Blood,NK,IL2RA,TOX2,0.18,0.448413,NS,20,0.7023212838934891,0.699576879765396
Blood,NK,IL2RA,TYROBP,-0.341,0.141036,NS,20,0.3838824873901955,0.39146688
Blood,NK,IRF3,IRF7,0.432,0.057425,†,20,0.22788508056186738,0.24310424403183023
Blood,NK,IRF3,ISG15,0.507,0.022588,*,20,0.12714270963961324,0.14362728286852589
Blood,NK,IRF3,JAK1,0.186,0.431195,NS,20,0.6906322481666667,0.6888760960960961
Blood,NK,IRF3,JCHAIN,-0.142,0.549929,NS,20,0.7720559240099372,0.7618808020833334
Blood,NK,IRF3,LAYN,-0.193,0.415472,NS,20,0.678466989053882,0.6778212
Blood,NK,IRF3,LDHA,-0.113,0.635917,NS,20,0.8275708905974799,0.8218004307692307
Blood,NK,IRF3,LGALS9,0.368,0.109964,NS,20,0.3334677827940016,0.34615886390532546
Blood,NK,IRF3,LILRB1,0.408,0.074508,†,20,0.26699742361499723,0.2804593584905661
Blood,NK,IRF3,MEFV,0.216,0.359459,NS,20,0.6301849652308815,0.62905325
Blood,NK,IRF3,MT-CYB,0.164,0.489867,NS,20,0.7308251096528695,0.7328302492970946
Blood,NK,IRF3,MT-ND1,0.114,0.631392,NS,20,0.8239146659421274,0.8179396363636363
Blood,NK,IRF3,MT-ND2,0.102,0.667935,NS,20,0.8461390890207714,0.8393891811023622
Blood,NK,IRF3,MTOR,0.415,0.068808,†,20,0.2550888629872636,0.2704866206896551
Blood,NK,IRF3,MX1,-0.012,0.959853,NS,20,0.9831379816058861,0.9820034538461538
Blood,NK,IRF3,PRDM1,-0.462,0.040458,*,20,0.18296578107344633,0.19449086746987954
Blood,NK,IRF3,PYCARD,0.647,0.002064,**,20,0.02719581893004115,0.03167446153846154
Blood,NK,IRF3,RB1,0.18,0.446465,NS,20,0.7005487904279648,0.6972193150684931
Blood,NK,IRF3,RORC,-0.071,0.767158,NS,20,0.8961575956968334,0.8917583160961399
Blood,NK,IRF3,RPTOR,0.555,0.011104,*,20,0.08107903610794374,0.09631513043478261
Blood,NK,IRF3,SDHB,0.244,0.300668,NS,20,0.57669058985623,0.5767621730769231
Blood,NK,IRF3,SIGLEC10,0.311,0.181403,NS,20,0.4422792615696716,0.4417611219512195
Blood,NK,IRF3,SOCS1,-0.349,0.131663,NS,20,0.3690367512401518,0.37930351624548736
Blood,NK,IRF3,SOCS3,-0.065,0.7862,NS,20,0.9059140035373823,0.9017422914572865
Blood,NK,IRF3,STAT1,0.359,0.119633,NS,20,0.3497594830315021,0.3623041138519924
Blood,NK,IRF3,STAT2,0.777,5.5e-05,**,20,0.002434573732718894,0.0032511111111111113
Blood,NK,IRF3,TAP1,0.668,0.001297,**,20,0.020061728663446056,0.023793241379310347
Blood,NK,IRF3,TET2,0.538,0.014335,*,20,0.09479851462994837,0.10791820754716983
Blood,NK,IRF3,TFAM,0.68,0.000978,**,20,0.01662686548672566,0.0210672
Blood,NK,IRF3,TGFB1,0.256,0.276664,NS,20,0.5512333648620619,0.553328
Blood,NK,IRF3,TGFBR1,0.696,0.00065,**,20,0.012846862139917694,0.01729
Blood,NK,IRF3,TGFBR2,0.392,0.086956,†,20,0.29434310602324765,0.3016995130434783
Blood,NK,IRF3,TIGIT,0.62,0.003576,**,20,0.03874705922165821,0.04747110743801653
Blood,NK,IRF3,TOX,0.353,0.126407,NS,20,0.3605270035618878,0.36949738461538456
Blood,NK,IRF3,TOX2,-0.193,0.414174,NS,20,0.6770271543435717,0.6778212
Blood,NK,IRF3,TYROBP,0.168,0.477829,NS,20,0.7230287428323882,0.7256090237868696
Blood,NK,IRF7,ISG15,0.659,0.001589,**,20,0.023090982602118,0.0270144
Blood,NK,IRF7,JAK1,-0.227,0.335674,NS,20,0.610030575536846,0.6086253543307087
Blood,NK,IRF7,JCHAIN,-0.202,0.394079,NS,20,0.6607474545058013,0.6665683855932203
Blood,NK,IRF7,LAYN,0.495,0.026655,*,20,0.1410093747246696,0.15469592727272727
Blood,NK,IRF7,LDHA,0.319,0.170698,NS,20,0.4271563472710694,0.43174961648177496
Blood,NK,IRF7,LGALS9,0.059,0.805993,NS,20,0.9139915898116995,0.9116689071580438
Blood,NK,IRF7,LILRB1,0.332,0.152259,NS,20,0.40035566425153796,0.41163989297658865
Blood,NK,IRF7,MEFV,-0.499,0.025105,*,20,0.13631773742227246,0.150864
Blood,NK,IRF7,MT-CYB,0.036,0.879931,NS,20,0.949522801831152,0.9463408867924529
Blood,NK,IRF7,MT-ND1,-0.18,0.446465,NS,20,0.7005487904279648,0.6972193150684931
Blood,NK,IRF7,MT-ND2,0.168,0.477829,NS,20,0.7230287428323882,0.7256090237868696
Blood,NK,IRF7,MTOR,-0.014,0.95484,NS,20,0.9808796984118496,0.980015845659164
Blood,NK,IRF7,MX1,0.344,0.137073,NS,20,0.3771568895731882,0.385155823943662
Blood,NK,IRF7,PRDM1,-0.311,0.181576,NS,20,0.4422792615696716,0.4417611219512195
Blood,NK,IRF7,PYCARD,0.31,0.183806,NS,20,0.44461193656387665,0.4433022598187311
Blood,NK,IRF7,RB1,-0.226,0.338971,NS,20,0.6125455630702662,0.6086253543307087
Blood,NK,IRF7,RORC,-0.185,0.434986,NS,20,0.6929117782752903,0.6903191809145129
Blood,NK,IRF7,RPTOR,0.057,0.81088,NS,20,0.9170433672808619,0.913957966101695
Blood,NK,IRF7,SDHB,0.051,0.830495,NS,20,0.9265717779778151,0.9256075558659218
Blood,NK,IRF7,SIGLEC10,-0.041,0.864997,NS,20,0.9441210042608795,0.9417564884038199
Blood,NK,IRF7,SOCS1,0.314,0.17717,NS,20,0.43563456674772816,0.43785494117647056
Blood,NK,IRF7,SOCS3,0.093,0.695391,NS,20,0.8605363022402472,0.8603442139534883
Blood,NK,IRF7,STAT1,0.355,0.124688,NS,20,0.3580004734718278,0.3658125882352941
Blood,NK,IRF7,STAT2,0.135,0.569419,NS,20,0.7824267512338173,0.7774103712574851
Blood,NK,IRF7,TAP1,0.683,0.00091,**,20,0.015835153985507246,0.020171666666666668
Blood,NK,IRF7,TET2,0.026,0.914804,NS,20,0.9656739185669542,0.9609096
Blood,NK,IRF7,TFAM,0.191,0.419927,NS,20,0.6813528375844595,0.6804890314720813
Blood,NK,IRF7,TGFB1,0.678,0.001014,**,20,0.017072702892199823,0.021294
Blood,NK,IRF7,TGFBR1,0.223,0.345621,NS,20,0.6197820434052087,0.6135829988876529
Blood,NK,IRF7,TGFBR2,-0.185,0.434986,NS,20,0.6929117782752903,0.6903191809145129
Blood,NK,IRF7,TIGIT,0.689,0.000785,**,20,0.014445052681992337,0.018424411764705884
Blood,NK,IRF7,TOX,0.338,0.144526,NS,20,0.3888649194518249,0.396329030927835
Blood,NK,IRF7,TOX2,0.437,0.054021,†,20,0.21982576382122432,0.23672843478260872
Blood,NK,IRF7,TYROBP,0.208,0.379993,NS,20,0.6476537348296664,0.6507176266094421
Blood,NK,ISG15,JAK1,0.195,0.408819,NS,20,0.6727798141805105,0.6775442616822429
Blood,NK,ISG15,JCHAIN,-0.013,0.95733,NS,20,0.9819149295248265,0.9819400257069408
Blood,NK,ISG15,LAYN,0.149,0.531846,NS,20,0.7592505171235421,0.7488097037037037
Blood,NK,ISG15,LDHA,0.28,0.232348,NS,20,0.5040240998193315,0.5038415869565218
Blood,NK,ISG15,LGALS9,0.274,0.242966,NS,20,0.5152785065680539,0.5136075973509934
Blood,NK,ISG15,LILRB1,0.171,0.469886,NS,20,0.7170062131681361,0.7190201879194631
Blood,NK,ISG15,MEFV,-0.045,0.850649,NS,20,0.9376616577754833,0.9382417442985488
Blood,NK,ISG15,MT-CYB,0.275,0.240283,NS,20,0.5124006176633751,0.5120048971962616
Blood,NK,ISG15,MT-ND1,0.074,0.757529,NS,20,0.8911751144519289,0.8889825617647059
Blood,NK,ISG15,MT-ND2,0.173,0.46594,NS,20,0.7136940872199633,0.7150386923076923
Blood,NK,ISG15,MTOR,0.262,0.265124,NS,20,0.5402309253288079,0.5404060076628353
Blood,NK,ISG15,MX1,0.338,0.144526,NS,20,0.3888649194518249,0.396329030927835
Blood,NK,ISG15,PRDM1,-0.639,0.002417,**,20,0.030034273609314356,0.03605170093457944
Blood,NK,ISG15,PYCARD,0.71,0.000456,**,20,0.010034611683848798,0.01485257142857143
Blood,NK,ISG15,RB1,0.099,0.677189,NS,20,0.8488501813258515,0.8470169623824452
Blood,NK,ISG15,RORC,-0.026,0.914804,NS,20,0.9656739185669542,0.9609096
Blood,NK,ISG15,RPTOR,0.296,0.204718,NS,20,0.46936836114094765,0.4735216347826087
Blood,NK,ISG15,SDHB,0.519,0.019088,*,20,0.11437915408608859,0.13018994871794873
Blood,NK,ISG15,SIGLEC10,-0.006,0.979913,NS,20,0.9922655666772086,0.9936174815756036
Blood,NK,ISG15,SOCS1,-0.027,0.909812,NS,20,0.9637405344067049,0.9609096
Blood,NK,ISG15,SOCS3,0.235,0.318726,NS,20,0.5935480189500145,0.594983957992999
Blood,NK,ISG15,STAT1,0.379,0.099413,†,20,0.31630061990725405,0.32714051134020616
Blood,NK,ISG15,STAT2,0.427,0.060376,†,20,0.23536593668831168,0.25093775
Blood,NK,ISG15,TAP1,0.805,1.9e-05,**,20,0.0011587587301587303,0.0017733333333333336
Blood,NK,ISG15,TET2,0.152,0.522682,NS,20,0.752132001945962,0.7430069278717719
Blood,NK,ISG15,TFAM,0.496,0.026051,*,20,0.13909554224569207,0.15285807352941178
Blood,NK,ISG15,TGFB1,0.427,0.060376,†,20,0.23536593668831168,0.25093775
Blood,NK,ISG15,TGFBR1,0.367,0.111535,NS,20,0.33589886894497567,0.34903894117647055
Blood,NK,ISG15,TGFBR2,0.2,0.397873,NS,20,0.6640203460168533,0.66983682278481
Blood,NK,ISG15,TIGIT,0.574,0.008073,**,20,0.06619308706786171,0.07761751807228916
Blood,NK,ISG15,TOX,0.513,0.02078,*,20,0.12104444511825349,0.13648098765432098
Blood,NK,ISG15,TOX2,0.199,0.399505,NS,20,0.665044170782428,0.6711684
Blood,NK,ISG15,TYROBP,-0.083,0.728851,NS,20,0.8767662217282405,0.873307954954955
Blood,NK,JAK1,JCHAIN,0.253,0.280884,NS,20,0.5559512182155367,0.5575757014925373
Blood,NK,JAK1,LAYN,-0.088,0.713355,NS,20,0.8691192838300571,0.865849257918552
Blood,NK,JAK1,LDHA,0.053,0.825581,NS,20,0.9240946565868438,0.9214176755244755
Blood,NK,JAK1,LGALS9,0.23,0.329138,NS,20,0.6028818035084375,0.6010346086956521
Blood,NK,JAK1,LILRB1,-0.194,0.412504,NS,20,0.6761039453971504,0.6778212
Blood,NK,JAK1,MEFV,0.732,0.000247,**,20,0.006673863572433192,0.009614926829268292
Blood,NK,JAK1,MT-CYB,0.538,0.014335,*,20,0.09479851462994837,0.10791820754716983
Blood,NK,JAK1,MT-ND1,0.63,0.002905,**,20,0.03386405036407767,0.04139625
Blood,NK,JAK1,MT-ND2,0.538,0.014335,*,20,0.09479851462994837,0.10791820754716983
Blood,NK,JAK1,MTOR,0.576,0.007871,**,20,0.06484124399656946,0.07613403636363636
Blood,NK,JAK1,MX1,0.245,0.297601,NS,20,0.5733265955675894,0.574330345828295
Blood,NK,JAK1,PRDM1,-0.286,0.222035,NS,20,0.49198551153402537,0.49492717877094977
Blood,NK,JAK1,PYCARD,0.408,0.074508,†,20,0.26699742361499723,0.2804593584905661
Blood,NK,JAK1,RB1,0.735,0.000221,**,20,0.006216150805270865,0.0088179
Blood,NK,JAK1,RORC,-0.331,0.154236,NS,20,0.403187888964485,0.41163989297658865
Blood,NK,JAK1,RPTOR,0.468,0.037589,*,20,0.17484800944309928,0.1892493501577287
Blood,NK,JAK1,SDHB,0.614,0.004014,**,20,0.04168091626148028,0.05044365354330709
Blood,NK,JAK1,SIGLEC10,0.038,0.872436,NS,20,0.9472692860856787,0.9463408867924529
Blood,NK,JAK1,SOCS1,-0.55,0.01192,*,20,0.08503346453769031,0.09834321649484536
Blood,NK,JAK1,SOCS3,-0.09,0.704788,NS,20,0.864075957841699,0.8618070045941807
Blood,NK,JAK1,STAT1,0.074,0.757529,NS,20,0.8911751144519289,0.8889825617647059
Blood,NK,JAK1,STAT2,0.528,0.016759,*,20,0.1047850068115472,0.117313
Blood,NK,JAK1,TAP1,0.155,0.514383,NS,20,0.7460721199426329,0.7416036747967479
Blood,NK,JAK1,TET2,0.701,0.000579,**,20,0.011883727564102563,0.016296
Blood,NK,JAK1,TFAM,0.687,0.000815,**,20,0.014770721698113207,0.018851304347826087
Blood,NK,JAK1,TGFB1,0.171,0.469886,NS,20,0.7170062131681361,0.7190201879194631
Blood,NK,JAK1,TGFBR1,0.49,0.028211,*,20,0.1462389425256341,0.1590980777385159
Blood,NK,JAK1,TGFBR2,0.841,3e-06,**,20,0.00032197206703910616,0.000684
Blood,NK,JAK1,TIGIT,0.02,0.934803,NS,20,0.9731387426311227,0.9687958363636364
Blood,NK,JAK1,TOX,0.411,0.072187,†,20,0.2624994240015143,0.2776155469879518
Blood,NK,JAK1,TOX2,0.124,0.602152,NS,20,0.8048651672808176,0.8013258837209302
Blood,NK,JAK1,TYROBP,-0.132,0.578107,NS,20,0.7883314577654742,0.7832417419354839
Blood,NK,JCHAIN,LAYN,0.09,0.704894,NS,20,0.864075957841699,0.8618070045941807
Blood,NK,JCHAIN,LDHA,0.218,0.355551,NS,20,0.6271491507754429,0.6249076615384616
Blood,NK,JCHAIN,LGALS9,-0.345,0.136003,NS,20,0.3760799332181923,0.3848595531914894
Blood,NK,JCHAIN,LILRB1,-0.029,0.904787,NS,20,0.961529784378803,0.9595321674418604
