tissue,lineage,gene1,gene2,rho,p_value,sig,n,q_global,q_stratified
Blood,NK,JCHAIN,MEFV,0.514,0.020537,*,20,0.1202121593540524,0.1360043651452282
Blood,NK,JCHAIN,MT-CYB,0.146,0.539312,NS,20,0.7644524102677583,0.7539297162872154
Blood,NK,JCHAIN,MT-ND1,0.065,0.784009,NS,20,0.9052542056686482,0.9002002618705036
Blood,NK,JCHAIN,MT-ND2,-0.096,0.688707,NS,20,0.8558606751406946,0.8559265042668736
Blood,NK,JCHAIN,MTOR,-0.057,0.81081,NS,20,0.9170433672808619,0.913957966101695
Blood,NK,JCHAIN,MX1,0.1,0.674755,NS,20,0.8488501813258515,0.8470169623824452
Blood,NK,JCHAIN,PRDM1,0.082,0.731131,NS,20,0.8780023778986187,0.8753826526631657
Blood,NK,JCHAIN,PYCARD,-0.135,0.57144,NS,20,0.7836903083952026,0.7795027692307691
Blood,NK,JCHAIN,RB1,0.318,0.171595,NS,20,0.4286751033810143,0.4323634043887147
Blood,NK,JCHAIN,RORC,0.005,0.982424,NS,20,0.9938048267073877,0.9955229866666667
Blood,NK,JCHAIN,RPTOR,0.229,0.330578,NS,20,0.6044863847325338,0.602974272
Blood,NK,JCHAIN,SDHB,0.117,0.622247,NS,20,0.8189399293835616,0.8121969615699101
Blood,NK,JCHAIN,SIGLEC10,-0.104,0.663087,NS,20,0.8435588112633181,0.8393891811023622
Blood,NK,JCHAIN,SOCS1,0.056,0.815706,NS,20,0.9192437023048501,0.9168840169014084
Blood,NK,JCHAIN,SOCS3,0.092,0.699977,NS,20,0.8627227947945382,0.8618070045941807
Blood,NK,JCHAIN,STAT1,0.11,0.64488,NS,20,0.8329092595953486,0.828180193081255
Blood,NK,JCHAIN,STAT2,0.026,0.912275,NS,20,0.9649661394670189,0.9609096
Blood,NK,JCHAIN,TAP1,0.143,0.547798,NS,20,0.7704884797277517,0.7602483547826088
Blood,NK,JCHAIN,TET2,-0.026,0.912275,NS,20,0.9649661394670189,0.9609096
Blood,NK,JCHAIN,TFAM,0.15,0.526698,NS,20,0.7551038052074007,0.7461052173913043
Blood,NK,JCHAIN,TGFB1,0.13,0.584519,NS,20,0.7931902598714418,0.7892490050761422
Blood,NK,JCHAIN,TGFBR1,-0.208,0.37981,NS,20,0.6476537348296664,0.6507176266094421
Blood,NK,JCHAIN,TGFBR2,0.346,0.135096,NS,20,0.37466851795241535,0.3834141953818828
Blood,NK,JCHAIN,TIGIT,0.067,0.77916,NS,20,0.9026922421903268,0.8966622363112392
Blood,NK,JCHAIN,TOX,0.209,0.376289,NS,20,0.6449441405386124,0.6474669310344827
Blood,NK,JCHAIN,TOX2,0.118,0.620992,NS,20,0.8187411510534623,0.8121969615699101
Blood,NK,JCHAIN,TYROBP,-0.402,0.07858,†,20,0.27597813162705664,0.28835975398633257
Blood,NK,LAYN,LDHA,0.462,0.040408,*,20,0.18296578107344633,0.19449086746987954
Blood,NK,LAYN,LGALS9,-0.395,0.084373,†,20,0.28832210328888885,0.2959545230769231
Blood,NK,LAYN,LILRB1,0.115,0.629073,NS,20,0.8227887665441177,0.8166978536585366
Blood,NK,LAYN,MEFV,-0.28,0.232676,NS,20,0.5043938880613856,0.5038682442333785
Blood,NK,LAYN,MT-CYB,-0.117,0.622228,NS,20,0.8189399293835616,0.8121969615699101
Blood,NK,LAYN,MT-ND1,-0.312,0.179911,NS,20,0.4401770531074885,0.4414643870967742
Blood,NK,LAYN,MT-ND2,-0.084,0.725345,NS,20,0.8746298515566157,0.870414
Blood,NK,LAYN,MTOR,-0.329,0.156433,NS,20,0.4064113010810811,0.4140415721393035
Blood,NK,LAYN,MX1,0.282,0.228488,NS,20,0.5009681543026706,0.5016963775649794
Blood,NK,LAYN,PRDM1,0.074,0.756803,NS,20,0.8911751144519289,0.8889825617647059
Blood,NK,LAYN,PYCARD,-0.173,0.465847,NS,20,0.7136940872199633,0.7150386923076923
Blood,NK,LAYN,RB1,-0.299,0.200816,NS,20,0.4654551517814155,0.46788662189781016
Blood,NK,LAYN,RORC,-0.385,0.093879,†,20,0.3058350803798542,0.31455922012578613
Blood,NK,LAYN,RPTOR,-0.261,0.267135,NS,20,0.5431698438489132,0.5413874430379747
Blood,NK,LAYN,SDHB,0.024,0.921259,NS,20,0.9686125659809607,0.9634318590078329
Blood,NK,LAYN,SIGLEC10,-0.302,0.195268,NS,20,0.459773691383748,0.46101734911242603
Blood,NK,LAYN,SOCS1,0.325,0.161571,NS,20,0.4141348206804536,0.419511843902439
Blood,NK,LAYN,SOCS3,-0.159,0.501798,NS,20,0.7378305517135864,0.7364659852941178
Blood,NK,LAYN,STAT1,0.205,0.386002,NS,20,0.6530014461077844,0.6574804610458912
Blood,NK,LAYN,STAT2,-0.261,0.265688,NS,20,0.5408286255959318,0.5408648571428571
Blood,NK,LAYN,TAP1,0.201,0.395083,NS,20,0.6618322665445985,0.667251288888889
Blood,NK,LAYN,TET2,-0.264,0.261377,NS,20,0.536235961875267,0.5380591928020565
Blood,NK,LAYN,TFAM,-0.173,0.465847,NS,20,0.7136940872199633,0.7150386923076923
Blood,NK,LAYN,TGFB1,0.504,0.023325,*,20,0.13010934233449478,0.1459870588235294
Blood,NK,LAYN,TGFBR1,-0.29,0.214358,NS,20,0.48246803652968034,0.4842178217821782
Blood,NK,LAYN,TGFBR2,-0.318,0.172196,NS,20,0.4295991211023418,0.4323634043887147
Blood,NK,LAYN,TIGIT,0.408,0.073809,†,20,0.2658314021372329,0.2804593584905661
Blood,NK,LAYN,TOX,0.193,0.415472,NS,20,0.678466989053882,0.6778212
Blood,NK,LAYN,TOX2,0.624,0.003309,**,20,0.03695883662790697,0.045527275862068964
Blood,NK,LAYN,TYROBP,0.067,0.778802,NS,20,0.9024824668556608,0.8966622363112392
Blood,NK,LDHA,LGALS9,-0.543,0.013387,*,20,0.09113311729270021,0.1052495172413793
Blood,NK,LDHA,LILRB1,0.117,0.622379,NS,20,0.8189399293835616,0.8121969615699101
Blood,NK,LDHA,MEFV,-0.11,0.643343,NS,20,0.8320494394102599,0.828180193081255
Blood,NK,LDHA,MT-CYB,0.429,0.05938,†,20,0.2326635080562921,0.24809026178010474
Blood,NK,LDHA,MT-ND1,0.065,0.786515,NS,20,0.9059140035373823,0.9017422914572865
Blood,NK,LDHA,MT-ND2,0.107,0.654142,NS,20,0.8380049321152306,0.8325443636363636
Blood,NK,LDHA,MTOR,-0.25,0.288513,NS,20,0.5641921053542346,0.5654716122699387
Blood,NK,LDHA,MX1,0.281,0.229741,NS,20,0.5016542794953398,0.5016963775649794
Blood,NK,LDHA,PRDM1,-0.011,0.964869,NS,20,0.985281367086589,0.983981421086262
Blood,NK,LDHA,PYCARD,-0.045,0.850206,NS,20,0.9375642882727742,0.9382417442985488
Blood,NK,LDHA,RB1,-0.132,0.578107,NS,20,0.7883314577654742,0.7832417419354839
Blood,NK,LDHA,RORC,-0.359,0.119633,NS,20,0.3497594830315021,0.3623041138519924
Blood,NK,LDHA,RPTOR,0.182,0.442621,NS,20,0.6984472658726899,0.6959833655172414
Blood,NK,LDHA,SDHB,0.334,0.150299,NS,20,0.3975484082335123,0.40864941056218057
Blood,NK,LDHA,SIGLEC10,-0.373,0.105206,NS,20,0.32559492615830116,0.33637296
Blood,NK,LDHA,SOCS1,0.182,0.442621,NS,20,0.6984472658726899,0.6959833655172414
Blood,NK,LDHA,SOCS3,0.398,0.082566,†,20,0.2846583121750045,0.2938193628318584
Blood,NK,LDHA,STAT1,0.141,0.552214,NS,20,0.7733330772707392,0.7623992595155709
Blood,NK,LDHA,STAT2,-0.232,0.325899,NS,20,0.5992960360869148,0.5985440782508631
Blood,NK,LDHA,TAP1,0.311,0.181576,NS,20,0.4422792615696716,0.4417611219512195
Blood,NK,LDHA,TET2,-0.245,0.297601,NS,20,0.5733265955675894,0.574330345828295
Blood,NK,LDHA,TFAM,-0.032,0.894854,NS,20,0.9557272263049642,0.9565887367716008
Blood,NK,LDHA,TGFB1,0.241,0.306861,NS,20,0.5822327576296297,0.5809610391459075
Blood,NK,LDHA,TGFBR1,-0.435,0.055519,†,20,0.22297851107859532,0.23692065240641713
Blood,NK,LDHA,TGFBR2,-0.06,0.801113,NS,20,0.9124548596366648,0.9087251940298507
Blood,NK,LDHA,TIGIT,0.4,0.080554,†,20,0.2800439547593196,0.29021260496613993
Blood,NK,LDHA,TOX,0.152,0.522682,NS,20,0.752132001945962,0.7430069278717719
Blood,NK,LDHA,TOX2,0.332,0.153081,NS,20,0.4017933409836066,0.41163989297658865
Blood,NK,LDHA,TYROBP,-0.314,0.17717,NS,20,0.43563456674772816,0.43785494117647056
Blood,NK,LGALS9,LILRB1,-0.331,0.154236,NS,20,0.403187888964485,0.41163989297658865
Blood,NK,LGALS9,MEFV,0.144,0.54396,NS,20,0.7674524329881766,0.7568963905841325
Blood,NK,LGALS9,MT-CYB,-0.084,0.724104,NS,20,0.8737915793969848,0.8695786185101579
Blood,NK,LGALS9,MT-ND1,0.186,0.431195,NS,20,0.6906322481666667,0.6888760960960961
Blood,NK,LGALS9,MT-ND2,0.09,0.705213,NS,20,0.864075957841699,0.8618070045941807
Blood,NK,LGALS9,MTOR,0.541,0.013697,*,20,0.0926524883802817,0.10663615609756098
Blood,NK,LGALS9,MX1,0.074,0.757529,NS,20,0.8911751144519289,0.8889825617647059
Blood,NK,LGALS9,PRDM1,-0.299,0.19994,NS,20,0.46500805713593996,0.4665266666666667
Blood,NK,LGALS9,PYCARD,0.281,0.229741,NS,20,0.5016542794953398,0.5016963775649794
Blood,NK,LGALS9,RB1,0.361,0.11798,NS,20,0.34751821220484513,0.3614128214971209
Blood,NK,LGALS9,RORC,0.119,0.617892,NS,20,0.8158658368131868,0.8116507259259259
Blood,NK,LGALS9,RPTOR,-0.003,0.98996,NS,20,0.996182576082971,0.9981069013199246
Blood,NK,LGALS9,SDHB,0.068,0.776821,NS,20,0.900906020585572,0.8964615444685466
Blood,NK,LGALS9,SIGLEC10,0.075,0.752636,NS,20,0.8892834633171391,0.8889825617647059
Blood,NK,LGALS9,SOCS1,-0.331,0.154236,NS,20,0.403187888964485,0.41163989297658865
Blood,NK,LGALS9,SOCS3,-0.036,0.879751,NS,20,0.949522801831152,0.9463408867924529
Blood,NK,LGALS9,STAT1,0.28,0.232348,NS,20,0.5040240998193315,0.5038415869565218
Blood,NK,LGALS9,STAT2,0.418,0.066622,†,20,0.24949209610136455,0.2644992835820895
Blood,NK,LGALS9,TAP1,0.185,0.434986,NS,20,0.6929117782752903,0.6903191809145129
Blood,NK,LGALS9,TET2,0.523,0.017893,*,20,0.10908994700095208,0.12360056896551726
Blood,NK,LGALS9,TFAM,0.365,0.113122,NS,20,0.3387664445830086,0.3519351111111111
Blood,NK,LGALS9,TGFB1,0.032,0.894854,NS,20,0.9557272263049642,0.9565887367716008
Blood,NK,LGALS9,TGFBR1,0.642,0.00227,**,20,0.02891841511936339,0.034504
Blood,NK,LGALS9,TGFBR2,0.317,0.172837,NS,20,0.4295991211023418,0.4323634043887147
Blood,NK,LGALS9,TIGIT,-0.021,0.929799,NS,20,0.9725780566808233,0.9661192734375001
Blood,NK,LGALS9,TOX,0.146,0.539466,NS,20,0.7644524102677583,0.7539297162872154
Blood,NK,LGALS9,TOX2,-0.24,0.308234,NS,20,0.5834802146514376,0.5828690331753554
Blood,NK,LGALS9,TYROBP,0.241,0.306861,NS,20,0.5822327576296297,0.5809610391459075
Blood,NK,LILRB1,MEFV,-0.177,0.454404,NS,20,0.705840806644572,0.7020607783155857
Blood,NK,LILRB1,MT-CYB,0.123,0.604509,NS,20,0.8062498194251597,0.8013258837209302
Blood,NK,LILRB1,MT-ND1,0.071,0.767158,NS,20,0.8961575956968334,0.8917583160961399
Blood,NK,LILRB1,MT-ND2,0.137,0.565096,NS,20,0.779079238699957,0.7741572669527897
Blood,NK,LILRB1,MTOR,-0.132,0.578107,NS,20,0.7883314577654742,0.7832417419354839
Blood,NK,LILRB1,MX1,-0.071,0.767158,NS,20,0.8961575956968334,0.8917583160961399
Blood,NK,LILRB1,PRDM1,0.117,0.622379,NS,20,0.8189399293835616,0.8121969615699101
Blood,NK,LILRB1,PYCARD,0.42,0.065548,†,20,0.2474001031029065,0.262192
Blood,NK,LILRB1,RB1,-0.036,0.879931,NS,20,0.949522801831152,0.9463408867924529
Blood,NK,LILRB1,RORC,-0.389,0.089619,†,20,0.2988492638430828,0.30825845689655174
Blood,NK,LILRB1,RPTOR,0.55,0.01192,*,20,0.08503346453769031,0.09834321649484536
Blood,NK,LILRB1,SDHB,0.31,0.183806,NS,20,0.44461193656387665,0.4433022598187311
Blood,NK,LILRB1,SIGLEC10,-0.279,0.233475,NS,20,0.5051000253378378,0.5042301759133965
Blood,NK,LILRB1,SOCS1,-0.047,0.84527,NS,20,0.9349117375784444,0.9355415533980582
Blood,NK,LILRB1,SOCS3,-0.36,0.119035,NS,20,0.3493402665750076,0.3623041138519924
Blood,NK,LILRB1,STAT1,-0.06,0.801113,NS,20,0.9124548596366648,0.9087251940298507
Blood,NK,LILRB1,STAT2,0.286,0.222035,NS,20,0.49198551153402537,0.49492717877094977
Blood,NK,LILRB1,TAP1,0.25,0.288513,NS,20,0.5641921053542346,0.5654716122699387
Blood,NK,LILRB1,TET2,-0.153,0.518524,NS,20,0.7490874239735298,0.7430069278717719
Blood,NK,LILRB1,TFAM,0.179,0.450325,NS,20,0.7023212838934891,0.6998234664070107
Blood,NK,LILRB1,TGFB1,0.119,0.617892,NS,20,0.8158658368131868,0.8116507259259259
Blood,NK,LILRB1,TGFBR1,0.209,0.376472,NS,20,0.6449441405386124,0.6474669310344827
Blood,NK,LILRB1,TGFBR2,-0.027,0.909812,NS,20,0.9637405344067049,0.9609096
Blood,NK,LILRB1,TIGIT,0.144,0.543701,NS,20,0.7674524329881766,0.7568963905841325
Blood,NK,LILRB1,TOX,-0.072,0.762339,NS,20,0.8938232852609094,0.8906976896046852
Blood,NK,LILRB1,TOX2,-0.038,0.874919,NS,20,0.9478953928168697,0.9463408867924529
Blood,NK,LILRB1,TYROBP,-0.038,0.874965,NS,20,0.9478953928168697,0.9463408867924529
Blood,NK,MEFV,MT-CYB,0.149,0.532049,NS,20,0.7592626161788739,0.7488097037037037
Blood,NK,MEFV,MT-ND1,0.25,0.288759,NS,20,0.5646156894656489,0.5654716122699387
Blood,NK,MEFV,MT-ND2,0.001,0.997167,NS,20,0.999299699374022,0.9987405545796737
Blood,NK,MEFV,MTOR,0.461,0.040872,*,20,0.18414446341463414,0.19530452694610778
Blood,NK,MEFV,MX1,0.093,0.698107,NS,20,0.8621431617505301,0.8618070045941807
Blood,NK,MEFV,PRDM1,-0.064,0.787047,NS,20,0.9060554136197714,0.9017422914572865
Blood,NK,MEFV,PYCARD,0.2,0.397201,NS,20,0.6640203460168533,0.6694116114044351
Blood,NK,MEFV,RB1,0.659,0.001593,**,20,0.02313161224489796,0.0270144
Blood,NK,MEFV,RORC,-0.099,0.677057,NS,20,0.8488501813258515,0.8470169623824452
Blood,NK,MEFV,RPTOR,0.369,0.1092,NS,20,0.3326820072934834,0.3444332015810277
Blood,NK,MEFV,SDHB,0.293,0.210307,NS,20,0.4768332086628113,0.4801859399141631
Blood,NK,MEFV,SIGLEC10,0.178,0.45204,NS,20,0.7043098491484185,0.7011992653061224
Blood,NK,MEFV,SOCS1,-0.464,0.03922,*,20,0.1799081709646609,0.19319481481481482
Blood,NK,MEFV,SOCS3,0.054,0.819828,NS,20,0.9212871749547129,0.919156
Blood,NK,MEFV,STAT1,0.261,0.267252,NS,20,0.5431698438489132,0.5413874430379747
Blood,NK,MEFV,STAT2,0.579,0.007502,**,20,0.06279778736383441,0.07436765217391304
Blood,NK,MEFV,TAP1,0.151,0.52496,NS,20,0.7543575854588974,0.7454058362989323
Blood,NK,MEFV,TET2,0.585,0.006774,**,20,0.058593117514633045,0.0711210980392157
Blood,NK,MEFV,TFAM,0.505,0.023161,*,20,0.1294411609997094,0.14553132283464568
Blood,NK,MEFV,TGFB1,-0.07,0.767926,NS,20,0.8964347320896883,0.8920013799126638
Blood,NK,MEFV,TGFBR1,0.328,0.158572,NS,20,0.4091775274680994,0.41693725205930804
Blood,NK,MEFV,TGFBR2,0.81,1.5e-05,**,20,0.0010040592334494773,0.0015960000000000002
Blood,NK,MEFV,TIGIT,-0.027,0.909517,NS,20,0.9637405344067049,0.9609096
Blood,NK,MEFV,TOX,0.435,0.055041,†,20,0.22246847275405007,0.23692065240641713
Blood,NK,MEFV,TOX2,-0.19,0.421939,NS,20,0.6834055020225855,0.6829763123732251
Blood,NK,MEFV,TYROBP,-0.233,0.323865,NS,20,0.597729898645403,0.5985440782508631
Blood,NK,MT-CYB,MT-ND1,0.857,1e-06,**,20,0.00013434265734265733,0.000399
Blood,NK,MT-CYB,MT-ND2,0.783,4.4e-05,**,20,0.002097478908188586,0.002700923076923077
Blood,NK,MT-CYB,MTOR,0.26,0.26798,NS,20,0.5431698438489132,0.5413874430379747
Blood,NK,MT-CYB,MX1,0.18,0.446465,NS,20,0.7005487904279648,0.6972193150684931
Blood,NK,MT-CYB,PRDM1,-0.373,0.105348,NS,20,0.32559492615830116,0.33637296
Blood,NK,MT-CYB,PYCARD,0.253,0.28255,NS,20,0.5575254776088743,0.558106188118812
Blood,NK,MT-CYB,RB1,0.493,0.027114,*,20,0.14282617329311764,0.15678965217391305
Blood,NK,MT-CYB,RORC,-0.242,0.303755,NS,20,0.5789698685385455,0.5785119093078759
Blood,NK,MT-CYB,RPTOR,0.669,0.001253,**,20,0.019698349427168575,0.023526917647058825
Blood,NK,MT-CYB,SDHB,0.674,0.001128,**,20,0.018317842772612006,0.022623300000000002
Blood,NK,MT-CYB,SIGLEC10,-0.16,0.499848,NS,20,0.7361119147566118,0.7360957935483871
Blood,NK,MT-CYB,SOCS1,-0.433,0.056466,†,20,0.22524259260797344,0.23968014893617023
Blood,NK,MT-CYB,SOCS3,0.074,0.757174,NS,20,0.8911751144519289,0.8889825617647059
Blood,NK,MT-CYB,STAT1,-0.283,0.227153,NS,20,0.4987241466285714,0.5011550220994475
Blood,NK,MT-CYB,STAT2,0.122,0.608957,NS,20,0.8091167248772392,0.8045491490066226
Blood,NK,MT-CYB,TAP1,0.153,0.518524,NS,20,0.7490874239735298,0.7430069278717719
Blood,NK,MT-CYB,TET2,0.305,0.190609,NS,20,0.4530235678584684,0.4540477074626866
Blood,NK,MT-CYB,TFAM,0.478,0.03295,*,20,0.16197606192425792,0.17588026755852842
Blood,NK,MT-CYB,TGFB1,0.002,0.99498,NS,20,0.998433176903792,0.9981069013199246
Blood,NK,MT-CYB,TGFBR1,0.197,0.405152,NS,20,0.6701258551997246,0.6763834644351464
Blood,NK,MT-CYB,TGFBR2,0.456,0.043493,*,20,0.1909378480347349,0.20237559183673468
Blood,NK,MT-CYB,TIGIT,0.054,0.820675,NS,20,0.9212871749547129,0.919156
Blood,NK,MT-CYB,TOX,0.032,0.894854,NS,20,0.9557272263049642,0.9565887367716008
Blood,NK,MT-CYB,TOX2,0.219,0.353853,NS,20,0.6254936914091244,0.6240324729281768
Blood,NK,MT-CYB,TYROBP,-0.251,0.285522,NS,20,0.5607404561439377,0.5625840888888888
Blood,NK,MT-ND1,MT-ND2,0.827,7e-06,**,20,0.00060034375,0.0010156363636363637
Blood,NK,MT-ND1,MTOR,0.505,0.023059,*,20,0.12903770725313138,0.14546309881422925
Blood,NK,MT-ND1,MX1,0.23,0.329138,NS,20,0.6028818035084375,0.6010346086956521
Blood,NK,MT-ND1,PRDM1,-0.242,0.303755,NS,20,0.5789698685385455,0.5785119093078759
Blood,NK,MT-ND1,PYCARD,0.274,0.242966,NS,20,0.5152785065680539,0.5136075973509934
Blood,NK,MT-ND1,RB1,0.695,0.000675,**,20,0.013178277439024392,0.017375806451612904
Blood,NK,MT-ND1,RORC,-0.296,0.204718,NS,20,0.46936836114094765,0.4735216347826087
Blood,NK,MT-ND1,RPTOR,0.689,0.000785,**,20,0.014445052681992337,0.018424411764705884
Blood,NK,MT-ND1,SDHB,0.672,0.001168,**,20,0.018808422464375526,0.022733268292682927
Blood,NK,MT-ND1,SIGLEC10,-0.154,0.516292,NS,20,0.7479440171932734,0.7430069278717719
Blood,NK,MT-ND1,SOCS1,-0.58,0.00729,**,20,0.06150557312252964,0.07317509433962265
Blood,NK,MT-ND1,SOCS3,-0.086,0.71896,NS,20,0.8715290585230497,0.865849257918552
Blood,NK,MT-ND1,STAT1,-0.253,0.28255,NS,20,0.5575254776088743,0.558106188118812
Blood,NK,MT-ND1,STAT2,0.242,0.303755,NS,20,0.5789698685385455,0.5785119093078759
Blood,NK,MT-ND1,TAP1,-0.024,0.9198,NS,20,0.9675981710656006,0.9634318590078329
Blood,NK,MT-ND1,TET2,0.474,0.03488,*,20,0.16766968601451088,0.18372435643564355
Blood,NK,MT-ND1,TFAM,0.564,0.009607,**,20,0.07376501878497202,0.08662583050847457
Blood,NK,MT-ND1,TGFB1,-0.152,0.522682,NS,20,0.752132001945962,0.7430069278717719
Blood,NK,MT-ND1,TGFBR1,0.353,0.126407,NS,20,0.3605270035618878,0.36949738461538456
Blood,NK,MT-ND1,TGFBR2,0.615,0.0039,**,20,0.04103116100766703,0.050196774193548385
Blood,NK,MT-ND1,TIGIT,-0.235,0.319476,NS,20,0.5935480189500145,0.594983957992999
Blood,NK,MT-ND1,TOX,-0.087,0.714638,NS,20,0.8693035280187424,0.865849257918552
Blood,NK,MT-ND1,TOX2,0.077,0.745447,NS,20,0.8859677256248453,0.886537564828614
Blood,NK,MT-ND1,TYROBP,-0.194,0.412504,NS,20,0.6761039453971504,0.6778212
Blood,NK,MT-ND2,MTOR,0.361,0.11798,NS,20,0.34751821220484513,0.3614128214971209
Blood,NK,MT-ND2,MX1,0.313,0.179364,NS,20,0.43923031281070746,0.44108620030816637
Blood,NK,MT-ND2,PRDM1,-0.287,0.219504,NS,20,0.488405298123697,0.4913441570827489
Blood,NK,MT-ND2,PYCARD,0.28,0.232348,NS,20,0.5040240998193315,0.5038415869565218
Blood,NK,MT-ND2,RB1,0.517,0.019501,*,20,0.11587785312306742,0.13132318987341773
Blood,NK,MT-ND2,RORC,-0.304,0.192914,NS,20,0.45594405940228755,0.45613443555555555
Blood,NK,MT-ND2,RPTOR,0.525,0.017509,*,20,0.10774035842408712,0.12202779039301309
Blood,NK,MT-ND2,SDHB,0.469,0.036897,*,20,0.17284278639356254,0.1869448
Blood,NK,MT-ND2,SIGLEC10,-0.11,0.64488,NS,20,0.8329092595953486,0.828180193081255
Blood,NK,MT-ND2,SOCS1,-0.284,0.224585,NS,20,0.4948154357798165,0.49645105263157896
Blood,NK,MT-ND2,SOCS3,-0.161,0.497318,NS,20,0.7350425289281598,0.7349254888888889
Blood,NK,MT-ND2,STAT1,-0.356,0.122986,NS,20,0.3548639300090117,0.3634919555555556
Blood,NK,MT-ND2,STAT2,0.125,0.600074,NS,20,0.8033464539372823,0.8000986666666666
Blood,NK,MT-ND2,TAP1,0.003,0.98996,NS,20,0.996182576082971,0.9981069013199246
Blood,NK,MT-ND2,TET2,0.459,0.041954,*,20,0.1869151887755102,0.19869016023738872
Blood,NK,MT-ND2,TFAM,0.441,0.051852,†,20,0.214590429125377,0.22797738842975207
Blood,NK,MT-ND2,TGFB1,0.147,0.535247,NS,20,0.761168859056925,0.7513229656992085
Blood,NK,MT-ND2,TGFBR1,0.409,0.073341,†,20,0.2646419892937641,0.27936094510739856
Blood,NK,MT-ND2,TGFBR2,0.415,0.068808,†,20,0.2550888629872636,0.2704866206896551
Blood,NK,MT-ND2,TIGIT,-0.108,0.649567,NS,20,0.83571066414412,0.8313624153969528
Blood,NK,MT-ND2,TOX,0.038,0.874965,NS,20,0.9478953928168697,0.9463408867924529
Blood,NK,MT-ND2,TOX2,0.302,0.19623,NS,20,0.46152241226138035,0.46260425406203837
Blood,NK,MT-ND2,TYROBP,0.074,0.757529,NS,20,0.8911751144519289,0.8889825617647059
Blood,NK,MTOR,MX1,0.495,0.026579,*,20,0.14085770179310345,0.15469592727272727
Blood,NK,MTOR,PRDM1,-0.496,0.026051,*,20,0.13909554224569207,0.15285807352941178
Blood,NK,MTOR,PYCARD,0.471,0.036215,*,20,0.17136666026587888,0.1869448
Blood,NK,MTOR,RB1,0.553,0.01137,*,20,0.08237213709981167,0.0980892972972973
Blood,NK,MTOR,RORC,0.023,0.924798,NS,20,0.9699080760750928,0.9634318590078329
Blood,NK,MTOR,RPTOR,0.507,0.022588,*,20,0.12714270963961324,0.14362728286852589
Blood,NK,MTOR,SDHB,0.418,0.066622,†,20,0.24949209610136455,0.2644992835820895
Blood,NK,MTOR,SIGLEC10,0.42,0.065436,†,20,0.2474001031029065,0.262192
Blood,NK,MTOR,SOCS1,-0.66,0.001537,**,20,0.02255714820473644,0.026663608695652173
Blood,NK,MTOR,SOCS3,0.22,0.351602,NS,20,0.6254936914091244,0.6220621858407079
Blood,NK,MTOR,STAT1,0.426,0.061385,†,20,0.23789938168246927,0.2531536434108527
Blood,NK,MTOR,STAT2,0.725,0.0003,**,20,0.007533725490196078,0.010881818181818182
Blood,NK,MTOR,TAP1,0.349,0.131663,NS,20,0.3690367512401518,0.37930351624548736
Blood,NK,MTOR,TET2,0.818,1.1e-05,**,20,0.0008190736434108527,0.0013504615384615384
Blood,NK,MTOR,TFAM,0.725,0.0003,**,20,0.007533725490196078,0.010881818181818182
Blood,NK,MTOR,TGFB1,0.09,0.705213,NS,20,0.864075957841699,0.8618070045941807
Blood,NK,MTOR,TGFBR1,0.617,0.00379,**,20,0.040270846238938056,0.04917756097560976
Blood,NK,MTOR,TGFBR2,0.758,0.000108,**,20,0.0038069504587155962,0.0052232727272727274
Blood,NK,MTOR,TIGIT,0.017,0.944817,NS,20,0.9771145234173128,0.9728567303225807
Blood,NK,MTOR,TOX,0.433,0.056466,†,20,0.22524259260797344,0.23968014893617023
Blood,NK,MTOR,TOX2,-0.167,0.481658,NS,20,0.7262152891103091,0.7282127840909092
Blood,NK,MTOR,TYROBP,-0.227,0.335674,NS,20,0.610030575536846,0.6086253543307087
Blood,NK,MX1,PRDM1,-0.223,0.345621,NS,20,0.6197820434052087,0.6135829988876529
Blood,NK,MX1,PYCARD,0.102,0.667935,NS,20,0.8461390890207714,0.8393891811023622
Blood,NK,MX1,RB1,0.358,0.121301,NS,20,0.3525436476550681,0.36322025515947465
Blood,NK,MX1,RORC,-0.198,0.401504,NS,20,0.6666798145203111,0.6731096470588236
Blood,NK,MX1,RPTOR,0.162,0.493913,NS,20,0.7325272644742937,0.7332885097674419
Blood,NK,MX1,SDHB,0.23,0.329138,NS,20,0.6028818035084375,0.6010346086956521
Blood,NK,MX1,SIGLEC10,0.002,0.992467,NS,20,0.9977721289951352,0.9981069013199246
Blood,NK,MX1,SOCS1,0.074,0.757529,NS,20,0.8911751144519289,0.8889825617647059
Blood,NK,MX1,SOCS3,0.422,0.064045,†,20,0.24416917940067476,0.25943101522842643
Blood,NK,MX1,STAT1,0.463,0.039725,*,20,0.18114335983859484,0.19329603658536587
Blood,NK,MX1,STAT2,0.152,0.522682,NS,20,0.752132001945962,0.7430069278717719
Blood,NK,MX1,TAP1,0.462,0.040458,*,20,0.18296578107344633,0.19449086746987954
Blood,NK,MX1,TET2,0.356,0.122986,NS,20,0.3548639300090117,0.3634919555555556
Blood,NK,MX1,TFAM,0.352,0.128142,NS,20,0.3635790274700931,0.37320188321167885
Blood,NK,MX1,TGFB1,0.26,0.26798,NS,20,0.5431698438489132,0.5413874430379747
Blood,NK,MX1,TGFBR1,0.06,0.801113,NS,20,0.9124548596366648,0.9087251940298507
Blood,NK,MX1,TGFBR2,0.346,0.135252,NS,20,0.37466851795241535,0.3834141953818828
