tissue,gene,lineage,comparison,stage1,stage2,mean_s1,mean_s2,pct_change,direction,p_value,sig,consistency,n_s1,n_s2,q_value
Blood,PKM,B,IA→AR,IA,AR,0.9131736159324646,1.047871708869934,14.800000190734863,↑,0.114286,NS,11/12,4,3,1.0
Blood,PKM,B,CR→AR,CR,AR,0.6590796113014221,1.047871708869934,59.0,↑,0.1,NS,9/9,3,3,0.5057692307692309
Blood,PKM,PlasmaB,NL→IT,NL,IT,0.7045836448669434,0.8828336596488953,25.299999237060547,↑,0.055556,†,22/25,5,5,0.26901725862068965
Blood,PKM,PlasmaB,NL→IA,NL,IA,0.7045836448669434,0.7413228750228882,5.199999809265137,↑,1.0,NS,10/20,5,4,1.0
Blood,PKM,PlasmaB,NL→AR,NL,AR,0.7045836448669434,0.854857861995697,21.299999237060547,↑,0.142857,NS,13/15,5,3,0.62618985
Blood,PKM,PlasmaB,NL→CR,NL,CR,0.7045836448669434,0.6493607759475708,-7.800000190734863,↓,0.571429,NS,10/15,5,3,0.839585625698324
Blood,PKM,PlasmaB,IT→IA,IT,IA,0.8828336596488953,0.7413228750228882,-16.0,↓,0.555556,NS,13/20,5,4,1.0
Blood,PKM,PlasmaB,IA→AR,IA,AR,0.7413228750228882,0.854857861995697,15.300000190734863,↑,0.4,NS,9/12,4,3,1.0
Blood,PKM,PlasmaB,CR→AR,CR,AR,0.6493607759475708,0.854857861995697,31.600000381469727,↑,0.1,NS,9/9,3,3,0.3207317073170732
Blood,SDC1,Myeloid,NL→IT,NL,IT,0.0,0.0,0.0,↑,1.0,NS,0/25,5,5,1.0
Blood,SDC1,Myeloid,NL→IA,NL,IA,0.0,0.0,0.0,↑,1.0,NS,0/20,5,4,1.0
Blood,SDC1,Myeloid,NL→AR,NL,AR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,SDC1,Myeloid,NL→CR,NL,CR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,SDC1,Myeloid,IT→IA,IT,IA,0.0,0.0,0.0,↑,1.0,NS,0/20,5,4,1.0
Blood,SDC1,Myeloid,IA→AR,IA,AR,0.0,0.0,0.0,↑,1.0,NS,0/12,4,3,1.0
Blood,SDC1,Myeloid,CR→AR,CR,AR,0.0,0.0,0.0,↑,1.0,NS,0/9,3,3,1.0
Blood,SDC1,CD4_T,NL→IT,NL,IT,0.0,0.0,0.0,↑,1.0,NS,0/25,5,5,1.0
Blood,SDC1,CD4_T,NL→IA,NL,IA,0.0,0.0,0.0,↑,1.0,NS,0/20,5,4,1.0
Blood,SDC1,CD4_T,NL→AR,NL,AR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,SDC1,CD4_T,NL→CR,NL,CR,0.0,0.0001724300527712,99999.0,↑,0.3017,NS,5/15,5,3,0.6640358760330578
Blood,SDC1,CD4_T,IT→IA,IT,IA,0.0,0.0,0.0,↑,1.0,NS,0/20,5,4,1.0
Blood,SDC1,CD4_T,IA→AR,IA,AR,0.0,0.0,0.0,↑,1.0,NS,0/12,4,3,1.0
Blood,SDC1,CD4_T,CR→AR,CR,AR,0.0001724300527712,0.0,-100.0,↓,0.504985,NS,3/9,3,3,0.8523148148148147
Blood,SDC1,CD8_T,NL→IT,NL,IT,0.0,0.0,0.0,↑,1.0,NS,0/25,5,5,1.0
Blood,SDC1,CD8_T,NL→IA,NL,IA,0.0,0.0002794811443891,99999.0,↑,0.371093,NS,5/20,5,4,0.8546423149606299
Blood,SDC1,CD8_T,NL→AR,NL,AR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,SDC1,CD8_T,NL→CR,NL,CR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,SDC1,CD8_T,IT→IA,IT,IA,0.0,0.0002794811443891,99999.0,↑,0.371093,NS,5/20,5,4,0.960527203539823
Blood,SDC1,CD8_T,IA→AR,IA,AR,0.0002794811443891,0.0,-100.0,↓,0.563703,NS,3/12,4,3,1.0
Blood,SDC1,CD8_T,CR→AR,CR,AR,0.0,0.0,0.0,↑,1.0,NS,0/9,3,3,1.0
Blood,SDC1,NK,NL→IT,NL,IT,0.0,0.0,0.0,↑,1.0,NS,0/25,5,5,1.0
Blood,SDC1,NK,NL→IA,NL,IA,0.0,0.0011462563415989,99999.0,↑,0.13121,NS,10/20,5,4,0.401258488372093
Blood,SDC1,NK,NL→AR,NL,AR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,SDC1,NK,NL→CR,NL,CR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,SDC1,NK,IT→IA,IT,IA,0.0,0.0011462563415989,99999.0,↑,0.13121,NS,10/20,5,4,0.9276886666666667
Blood,SDC1,NK,IA→AR,IA,AR,0.0011462563415989,0.0,-100.0,↓,0.270289,NS,6/12,4,3,0.9924528301886792
Blood,SDC1,NK,CR→AR,CR,AR,0.0,0.0,0.0,↑,1.0,NS,0/9,3,3,1.0
Blood,SDC1,B,NL→IT,NL,IT,0.0,0.0,0.0,↑,1.0,NS,0/25,5,5,1.0
Blood,SDC1,B,NL→IA,NL,IA,0.0,0.0,0.0,↑,1.0,NS,0/20,5,4,1.0
Blood,SDC1,B,NL→AR,NL,AR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,SDC1,B,NL→CR,NL,CR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,SDC1,B,IT→IA,IT,IA,0.0,0.0,0.0,↑,1.0,NS,0/20,5,4,1.0
Blood,SDC1,B,IA→AR,IA,AR,0.0,0.0,0.0,↑,1.0,NS,0/12,4,3,1.0
Blood,SDC1,B,CR→AR,CR,AR,0.0,0.0,0.0,↑,1.0,NS,0/9,3,3,1.0
Blood,SDC1,PlasmaB,NL→IT,NL,IT,0.2137068063020706,0.0509229712188243,-76.19999694824219,↓,0.138792,NS,19/25,5,5,0.40468185714285715
Blood,SDC1,PlasmaB,NL→IA,NL,IA,0.2137068063020706,0.1735672056674957,-18.799999237060547,↓,0.730159,NS,12/20,5,4,0.9188125215311005
Blood,SDC1,PlasmaB,NL→AR,NL,AR,0.2137068063020706,0.0361590012907981,-83.0999984741211,↓,0.25,NS,12/15,5,3,0.6926581120689654
Blood,SDC1,PlasmaB,NL→CR,NL,CR,0.2137068063020706,0.0277939364314079,-87.0,↓,0.12663,NS,12/15,5,3,0.3872522093023255
Blood,SDC1,PlasmaB,IT→IA,IT,IA,0.0509229712188243,0.1735672056674957,240.8000030517578,↑,0.389284,NS,14/20,5,4,1.0
Blood,SDC1,PlasmaB,IA→AR,IA,AR,0.1735672056674957,0.0361590012907981,-79.19999694824219,↓,0.4,NS,9/12,4,3,1.0
Blood,SDC1,PlasmaB,CR→AR,CR,AR,0.0277939364314079,0.0361590012907981,30.100000381469727,↑,0.657905,NS,6/9,3,3,0.9251256281407034
Blood,SIGLEC10,Myeloid,NL→IT,NL,IT,0.1454357206821441,0.3457687199115753,137.6999969482422,↑,0.031746,*,23/25,5,5,0.11927425714285715
Blood,SIGLEC10,Myeloid,NL→IA,NL,IA,0.1454357206821441,0.4325980544090271,197.3999938964844,↑,0.015873,*,20/20,5,4,0.1189677441860465
Blood,SIGLEC10,Myeloid,NL→AR,NL,AR,0.1454357206821441,0.3775514364242553,159.60000610351562,↑,0.392857,NS,11/15,5,3,0.5676999505494505
Blood,SIGLEC10,Myeloid,NL→CR,NL,CR,0.1454357206821441,0.1860303729772567,27.899999618530277,↑,1.0,NS,7/15,5,3,1.0
Blood,SIGLEC10,Myeloid,IT→IA,IT,IA,0.3457687199115753,0.4325980544090271,25.100000381469727,↑,0.412698,NS,14/20,5,4,1.0
Blood,SIGLEC10,Myeloid,IA→AR,IA,AR,0.4325980544090271,0.3775514364242553,-12.699999809265137,↓,0.628571,NS,8/12,4,3,1.0
Blood,SIGLEC10,Myeloid,CR→AR,CR,AR,0.1860303729772567,0.3775514364242553,103.0,↑,0.2,NS,8/9,3,3,0.5977272727272728
Blood,SIGLEC10,CD4_T,NL→IT,NL,IT,0.0309479087591171,0.0021566606592386,-93.0,↓,0.345742,NS,17/25,5,5,0.8844126428571429
Blood,SIGLEC10,CD4_T,NL→IA,NL,IA,0.0309479087591171,0.003207293106243,-89.5999984741211,↓,0.730159,NS,12/20,5,4,0.9506525594059406
Blood,SIGLEC10,CD4_T,NL→AR,NL,AR,0.0309479087591171,0.0020606992766261,-93.3000030517578,↓,0.392857,NS,11/15,5,3,0.8071983671875
Blood,SIGLEC10,CD4_T,NL→CR,NL,CR,0.0309479087591171,0.0041987863369286,-86.4000015258789,↓,0.785714,NS,9/15,5,3,0.9350352126696834
Blood,SIGLEC10,CD4_T,IT→IA,IT,IA,0.0021566606592386,0.003207293106243,48.70000076293945,↑,0.412698,NS,14/20,5,4,1.0
Blood,SIGLEC10,CD4_T,IA→AR,IA,AR,0.003207293106243,0.0020606992766261,-35.70000076293945,↓,0.4,NS,9/12,4,3,1.0
Blood,SIGLEC10,CD4_T,CR→AR,CR,AR,0.0041987863369286,0.0020606992766261,-50.900001525878906,↓,0.4,NS,7/9,3,3,0.7356643356643358
Blood,SIGLEC10,CD8_T,NL→IT,NL,IT,0.0186896193772554,0.002726336941123,-85.4000015258789,↓,0.829357,NS,9/25,5,5,1.0
Blood,SIGLEC10,CD8_T,NL→IA,NL,IA,0.0186896193772554,0.0045459875836968,-75.69999694824219,↓,0.176098,NS,4/20,5,4,0.6679358400000001
Blood,SIGLEC10,CD8_T,NL→AR,NL,AR,0.0186896193772554,0.0011539141414687,-93.8000030517578,↓,0.759982,NS,8/15,5,3,0.9840132476190476
Blood,SIGLEC10,CD8_T,NL→CR,NL,CR,0.0186896193772554,0.0023682333994656,-87.30000305175781,↓,1.0,NS,7/15,5,3,1.0
Blood,SIGLEC10,CD8_T,IT→IA,IT,IA,0.002726336941123,0.0045459875836968,66.69999694824219,↑,0.389284,NS,14/20,5,4,0.960527203539823
Blood,SIGLEC10,CD8_T,IA→AR,IA,AR,0.0045459875836968,0.0011539141414687,-74.5999984741211,↓,0.057143,†,12/12,4,3,1.0
Blood,SIGLEC10,CD8_T,CR→AR,CR,AR,0.0023682333994656,0.0011539141414687,-51.29999923706055,↓,0.4,NS,7/9,3,3,0.7108108108108108
Blood,SIGLEC10,NK,NL→IT,NL,IT,0.0085755167528986,0.003278749063611,-61.79999923706055,↓,1.0,NS,12/25,5,5,1.0
Blood,SIGLEC10,NK,NL→IA,NL,IA,0.0085755167528986,0.0054455567151308,-36.5,↓,0.730159,NS,8/20,5,4,0.8931712418604651
Blood,SIGLEC10,NK,NL→AR,NL,AR,0.0085755167528986,0.0049727074801921,-42.0,↓,0.785714,NS,6/15,5,3,0.9392853727272727
Blood,SIGLEC10,NK,NL→CR,NL,CR,0.0085755167528986,0.00496447365731,-42.09999847412109,↓,0.571429,NS,10/15,5,3,0.8840342764705882
Blood,SIGLEC10,NK,IT→IA,IT,IA,0.003278749063611,0.0054455567151308,66.0999984741211,↑,0.730159,NS,12/20,5,4,1.0
Blood,SIGLEC10,NK,IA→AR,IA,AR,0.0054455567151308,0.0049727074801921,-8.699999809265137,↓,1.0,NS,6/12,4,3,1.0
Blood,SIGLEC10,NK,CR→AR,CR,AR,0.00496447365731,0.0049727074801921,0.2000000029802322,↑,0.7,NS,6/9,3,3,0.9113861386138613
Blood,SIGLEC10,B,NL→IT,NL,IT,0.1636615246534347,0.1971956491470337,20.5,↑,0.222222,NS,19/25,5,5,0.5313126
Blood,SIGLEC10,B,NL→IA,NL,IA,0.1636615246534347,0.2047411501407623,25.100000381469727,↑,0.412698,NS,14/20,5,4,0.7537470416666666
Blood,SIGLEC10,B,NL→AR,NL,AR,0.1636615246534347,0.2703176438808441,65.19999694824219,↑,0.25,NS,12/15,5,3,0.581858407079646
Blood,SIGLEC10,B,NL→CR,NL,CR,0.1636615246534347,0.147284135222435,-10.0,↓,0.785714,NS,9/15,5,3,0.9522708847926268
Blood,SIGLEC10,B,IT→IA,IT,IA,0.1971956491470337,0.2047411501407623,3.799999952316284,↑,0.904762,NS,11/20,5,4,1.0
Blood,SIGLEC10,B,IA→AR,IA,AR,0.2047411501407623,0.2703176438808441,32.0,↑,0.228571,NS,10/12,4,3,1.0
Blood,SIGLEC10,B,CR→AR,CR,AR,0.147284135222435,0.2703176438808441,83.5,↑,0.2,NS,8/9,3,3,0.5977272727272728
Blood,SIGLEC10,PlasmaB,NL→IT,NL,IT,0.0,0.0371159799396991,99999.0,↑,0.02537,*,20/25,5,5,0.2085096875
Blood,SIGLEC10,PlasmaB,NL→IA,NL,IA,0.0,0.0309784188866615,99999.0,↑,0.13121,NS,10/20,5,4,0.44241320512820514
Blood,SIGLEC10,PlasmaB,NL→AR,NL,AR,0.0,0.0453095622360706,99999.0,↑,0.016805,*,15/15,5,3,0.5066470487804878
Blood,SIGLEC10,PlasmaB,NL→CR,NL,CR,0.0,0.0221171528100967,99999.0,↑,0.016805,*,15/15,5,3,0.20015978723404257
Blood,SIGLEC10,PlasmaB,IT→IA,IT,IA,0.0371159799396991,0.0309784188866615,-16.5,↓,0.900865,NS,10/20,5,4,1.0
Blood,SIGLEC10,PlasmaB,IA→AR,IA,AR,0.0309784188866615,0.0453095622360706,46.29999923706055,↑,0.59256,NS,8/12,4,3,1.0
Blood,SIGLEC10,PlasmaB,CR→AR,CR,AR,0.0221171528100967,0.0453095622360706,104.9000015258789,↑,1.0,NS,5/9,3,3,1.0
Blood,SLC2A1,Myeloid,NL→IT,NL,IT,0.003674343926832,0.0065786256454885,79.0,↑,0.450644,NS,15/25,5,5,0.6046906734693877
Blood,SLC2A1,Myeloid,NL→IA,NL,IA,0.003674343926832,0.0104363616555929,184.0,↑,0.383221,NS,14/20,5,4,0.5726541079545455
Blood,SLC2A1,Myeloid,NL→AR,NL,AR,0.003674343926832,0.0099215814843773,170.0,↑,0.2217,NS,12/15,5,3,0.4297385620915033
Blood,SLC2A1,Myeloid,NL→CR,NL,CR,0.003674343926832,0.0158341396600008,330.8999938964844,↑,0.066798,†,14/15,5,3,0.19095515217391304
Blood,SLC2A1,Myeloid,IT→IA,IT,IA,0.0065786256454885,0.0104363616555929,58.59999847412109,↑,0.904762,NS,11/20,5,4,1.0
Blood,SLC2A1,Myeloid,IA→AR,IA,AR,0.0104363616555929,0.0099215814843773,-4.900000095367432,↓,0.4,NS,3/12,4,3,1.0
Blood,SLC2A1,Myeloid,CR→AR,CR,AR,0.0158341396600008,0.0099215814843773,-37.29999923706055,↓,0.1,NS,9/9,3,3,0.5977272727272728
Blood,SLC2A1,CD4_T,NL→IT,NL,IT,0.0451982431113719,0.0435969680547714,-3.5,↓,0.690476,NS,15/25,5,5,0.9923234316939891
Blood,SLC2A1,CD4_T,NL→IA,NL,IA,0.0451982431113719,0.0620483309030532,37.29999923706055,↑,0.412698,NS,14/20,5,4,0.847965421875
Blood,SLC2A1,CD4_T,NL→AR,NL,AR,0.0451982431113719,0.0568709634244442,25.799999237060547,↑,0.785714,NS,9/15,5,3,0.9611292186046512
Blood,SLC2A1,CD4_T,NL→CR,NL,CR,0.0451982431113719,0.064665637910366,43.09999847412109,↑,0.392857,NS,11/15,5,3,0.7076807602739726
Blood,SLC2A1,CD4_T,IT→IA,IT,IA,0.0435969680547714,0.0620483309030532,42.29999923706055,↑,0.285714,NS,15/20,5,4,1.0
Blood,SLC2A1,CD4_T,IA→AR,IA,AR,0.0620483309030532,0.0568709634244442,-8.300000190734863,↓,1.0,NS,6/12,4,3,1.0
Blood,SLC2A1,CD4_T,CR→AR,CR,AR,0.064665637910366,0.0568709634244442,-12.100000381469728,↓,0.2,NS,8/9,3,3,0.6414634146341464
Blood,SLC2A1,CD8_T,NL→IT,NL,IT,0.0732671096920967,0.0803093537688255,9.600000381469728,↑,0.547619,NS,16/25,5,5,0.8890357839506171
Blood,SLC2A1,CD8_T,NL→IA,NL,IA,0.0732671096920967,0.0839323848485946,14.600000381469728,↑,0.555556,NS,13/20,5,4,0.9131951750000001
Blood,SLC2A1,CD8_T,NL→AR,NL,AR,0.0732671096920967,0.0907494500279426,23.899999618530277,↑,0.571429,NS,10/15,5,3,0.93928641875
Blood,SLC2A1,CD8_T,NL→CR,NL,CR,0.0732671096920967,0.0781733691692352,6.699999809265137,↑,0.571429,NS,10/15,5,3,0.93928641875
Blood,SLC2A1,CD8_T,IT→IA,IT,IA,0.0803093537688255,0.0839323848485946,4.5,↑,1.0,NS,10/20,5,4,1.0
Blood,SLC2A1,CD8_T,IA→AR,IA,AR,0.0839323848485946,0.0907494500279426,8.100000381469727,↑,0.628571,NS,8/12,4,3,1.0
Blood,SLC2A1,CD8_T,CR→AR,CR,AR,0.0781733691692352,0.0907494500279426,16.100000381469727,↑,0.4,NS,7/9,3,3,0.7108108108108108
Blood,SLC2A1,NK,NL→IT,NL,IT,0.0761072039604187,0.1207551807165145,58.70000076293945,↑,0.095238,†,21/25,5,5,0.41061629508196723
Blood,SLC2A1,NK,NL→IA,NL,IA,0.0761072039604187,0.1269270777702331,66.80000305175781,↑,0.063492,†,18/20,5,4,0.2981856428571429
Blood,SLC2A1,NK,NL→AR,NL,AR,0.0761072039604187,0.1251560449600219,64.4000015258789,↑,0.142857,NS,13/15,5,3,0.41745990000000005
Blood,SLC2A1,NK,NL→CR,NL,CR,0.0761072039604187,0.0928686782717704,22.0,↑,0.785714,NS,9/15,5,3,0.9392853727272727
Blood,SLC2A1,NK,IT→IA,IT,IA,0.1207551807165145,0.1269270777702331,5.099999904632568,↑,0.904762,NS,11/20,5,4,1.0
Blood,SLC2A1,NK,IA→AR,IA,AR,0.1269270777702331,0.1251560449600219,-1.399999976158142,↓,1.0,NS,6/12,4,3,1.0
Blood,SLC2A1,NK,CR→AR,CR,AR,0.0928686782717704,0.1251560449600219,34.79999923706055,↑,0.2,NS,8/9,3,3,0.6658227848101266
Blood,SLC2A1,B,NL→IT,NL,IT,0.0668469369411468,0.1315384358167648,96.8000030517578,↑,0.093693,†,21/25,5,5,0.35782277142857144
Blood,SLC2A1,B,NL→IA,NL,IA,0.0668469369411468,0.1311120092868805,96.0999984741211,↑,0.109855,NS,17/20,5,4,0.46384433333333336
Blood,SLC2A1,B,NL→AR,NL,AR,0.0668469369411468,0.1414799839258194,111.5999984741211,↑,0.230243,NS,12/15,5,3,0.581858407079646
Blood,SLC2A1,B,NL→CR,NL,CR,0.0668469369411468,0.2107347249984741,215.1999969482422,↑,0.03577,*,15/15,5,3,0.24121820512820516
Blood,SLC2A1,B,IT→IA,IT,IA,0.1315384358167648,0.1311120092868805,-0.3000000119209289,↓,1.0,NS,10/20,5,4,1.0
Blood,SLC2A1,B,IA→AR,IA,AR,0.1311120092868805,0.1414799839258194,7.900000095367432,↑,0.628571,NS,8/12,4,3,1.0
Blood,SLC2A1,B,CR→AR,CR,AR,0.2107347249984741,0.1414799839258194,-32.900001525878906,↓,0.4,NS,7/9,3,3,0.8030534351145039
Blood,SLC2A1,PlasmaB,NL→IT,NL,IT,0.0680158361792564,0.1903527677059173,179.89999389648438,↑,0.090688,†,21/25,5,5,0.33396792000000003
Blood,SLC2A1,PlasmaB,NL→IA,NL,IA,0.0680158361792564,0.131826251745224,93.8000030517578,↑,0.262239,NS,15/20,5,4,0.6059901774193549
Blood,SLC2A1,PlasmaB,NL→AR,NL,AR,0.0680158361792564,0.081152856349945,19.299999237060547,↑,0.359397,NS,11/15,5,3,0.7433193597122303
Blood,SLC2A1,PlasmaB,NL→CR,NL,CR,0.0680158361792564,0.2670071125030517,292.6000061035156,↑,0.12663,NS,13/15,5,3,0.3872522093023255
Blood,SLC2A1,PlasmaB,IT→IA,IT,IA,0.1903527677059173,0.131826251745224,-30.700000762939453,↓,0.285714,NS,15/20,5,4,1.0
Blood,SLC2A1,PlasmaB,IA→AR,IA,AR,0.131826251745224,0.081152856349945,-38.400001525878906,↓,0.628571,NS,8/12,4,3,1.0
Blood,SLC2A1,PlasmaB,CR→AR,CR,AR,0.2670071125030517,0.081152856349945,-69.5999984741211,↓,0.1,NS,9/9,3,3,0.3207317073170732
Blood,SOCS1,Myeloid,NL→IT,NL,IT,0.0641138106584549,0.0069662136957049,-89.0999984741211,↓,0.420635,NS,17/25,5,5,0.5744123350515464
Blood,SOCS1,Myeloid,NL→IA,NL,IA,0.0641138106584549,0.0498331859707832,-22.299999237060547,↓,0.555556,NS,13/20,5,4,0.6892039056603774
Blood,SOCS1,Myeloid,NL→AR,NL,AR,0.0641138106584549,0.007422886788845,-88.4000015258789,↓,0.571429,NS,10/15,5,3,0.7590193282828283
Blood,SOCS1,Myeloid,NL→CR,NL,CR,0.0641138106584549,0.0065036262385547,-89.9000015258789,↓,0.392857,NS,11/15,5,3,0.552520807486631
Blood,SOCS1,Myeloid,IT→IA,IT,IA,0.0069662136957049,0.0498331859707832,615.4000244140625,↑,0.904762,NS,9/20,5,4,1.0
Blood,SOCS1,Myeloid,IA→AR,IA,AR,0.0498331859707832,0.007422886788845,-85.0999984741211,↓,1.0,NS,6/12,4,3,1.0
Blood,SOCS1,Myeloid,CR→AR,CR,AR,0.0065036262385547,0.007422886788845,14.100000381469728,↑,1.0,NS,4/9,3,3,1.0
Blood,SOCS1,CD4_T,NL→IT,NL,IT,0.4028414785861969,0.132900133728981,-67.0,↓,0.007937,**,25/25,5,5,0.260928875
Blood,SOCS1,CD4_T,NL→IA,NL,IA,0.4028414785861969,0.307700365781784,-23.600000381469727,↓,0.285714,NS,15/20,5,4,0.7514278200000001
Blood,SOCS1,CD4_T,NL→AR,NL,AR,0.4028414785861969,0.1396085172891616,-65.30000305175781,↓,0.071429,†,14/15,5,3,0.5466455
Blood,SOCS1,CD4_T,NL→CR,NL,CR,0.4028414785861969,0.1263654977083206,-68.5999984741211,↓,0.071429,†,14/15,5,3,0.35444956603773586
Blood,SOCS1,CD4_T,IT→IA,IT,IA,0.132900133728981,0.307700365781784,131.5,↑,0.904762,NS,9/20,5,4,1.0
Blood,SOCS1,CD4_T,IA→AR,IA,AR,0.307700365781784,0.1396085172891616,-54.59999847412109,↓,1.0,NS,6/12,4,3,1.0
Blood,SOCS1,CD4_T,CR→AR,CR,AR,0.1263654977083206,0.1396085172891616,10.5,↑,1.0,NS,4/9,3,3,1.0
Blood,SOCS1,CD8_T,NL→IT,NL,IT,0.3192551434040069,0.114868976175785,-64.0,↓,0.007937,**,25/25,5,5,0.2981856428571429
Blood,SOCS1,CD8_T,NL→IA,NL,IA,0.3192551434040069,0.2781462371349334,-12.899999618530272,↓,0.285714,NS,15/20,5,4,0.790976652631579
Blood,SOCS1,CD8_T,NL→AR,NL,AR,0.3192551434040069,0.1018113195896148,-68.0999984741211,↓,0.035714,*,15/15,5,3,0.495132105263158
Blood,SOCS1,CD8_T,NL→CR,NL,CR,0.3192551434040069,0.0916614234447479,-71.30000305175781,↓,0.071429,†,14/15,5,3,0.3940835833333333
Blood,SOCS1,CD8_T,IT→IA,IT,IA,0.114868976175785,0.2781462371349334,142.10000610351562,↑,0.730159,NS,8/20,5,4,1.0
Blood,SOCS1,CD8_T,IA→AR,IA,AR,0.2781462371349334,0.1018113195896148,-63.400001525878906,↓,0.857143,NS,7/12,4,3,1.0
Blood,SOCS1,CD8_T,CR→AR,CR,AR,0.0916614234447479,0.1018113195896148,11.100000381469728,↑,1.0,NS,5/9,3,3,1.0
Blood,SOCS1,NK,NL→IT,NL,IT,0.3752360343933105,0.1149699240922927,-69.4000015258789,↓,0.095238,†,21/25,5,5,0.41061629508196723
Blood,SOCS1,NK,NL→IA,NL,IA,0.3752360343933105,0.3286127746105194,-12.399999618530272,↓,0.555556,NS,13/20,5,4,0.7649802513089006
Blood,SOCS1,NK,NL→AR,NL,AR,0.3752360343933105,0.0789273381233215,-79.0,↓,0.142857,NS,13/15,5,3,0.41745990000000005
Blood,SOCS1,NK,NL→CR,NL,CR,0.3752360343933105,0.0867440700531005,-76.9000015258789,↓,0.25,NS,12/15,5,3,0.6032110091743119
Blood,SOCS1,NK,IT→IA,IT,IA,0.1149699240922927,0.3286127746105194,185.8000030517578,↑,1.0,NS,10/20,5,4,1.0
Blood,SOCS1,NK,IA→AR,IA,AR,0.3286127746105194,0.0789273381233215,-76.0,↓,1.0,NS,6/12,4,3,1.0
Blood,SOCS1,NK,CR→AR,CR,AR,0.0867440700531005,0.0789273381233215,-9.0,↓,1.0,NS,5/9,3,3,1.0
Blood,SOCS1,B,NL→IT,NL,IT,0.2676768600940704,0.1680004149675369,-37.20000076293945,↓,0.420635,NS,17/25,5,5,0.7097833949044586
Blood,SOCS1,B,NL→IA,NL,IA,0.2676768600940704,0.2418901920318603,-9.600000381469728,↓,0.555556,NS,13/20,5,4,0.8375787897727274
Blood,SOCS1,B,NL→AR,NL,AR,0.2676768600940704,0.1622203737497329,-39.400001525878906,↓,0.392857,NS,11/15,5,3,0.6665896193548387
Blood,SOCS1,B,NL→CR,NL,CR,0.2676768600940704,0.1043867543339729,-61.0,↓,0.25,NS,12/15,5,3,0.6032110091743119
Blood,SOCS1,B,IT→IA,IT,IA,0.1680004149675369,0.2418901920318603,44.0,↑,0.555556,NS,7/20,5,4,1.0
Blood,SOCS1,B,IA→AR,IA,AR,0.2418901920318603,0.1622203737497329,-32.900001525878906,↓,1.0,NS,6/12,4,3,1.0
Blood,SOCS1,B,CR→AR,CR,AR,0.1043867543339729,0.1622203737497329,55.400001525878906,↑,0.7,NS,6/9,3,3,0.9251256281407034
Blood,SOCS1,PlasmaB,NL→IT,NL,IT,0.1784760951995849,0.1226411238312721,-31.299999237060547,↓,1.0,NS,12/25,5,5,1.0
Blood,SOCS1,PlasmaB,NL→IA,NL,IA,0.1784760951995849,0.0988451540470123,-44.59999847412109,↓,0.900865,NS,10/20,5,4,1.0
Blood,SOCS1,PlasmaB,NL→AR,NL,AR,0.1784760951995849,0.0599545538425445,-66.4000015258789,↓,0.764228,NS,9/15,5,3,1.0
Blood,SOCS1,PlasmaB,NL→CR,NL,CR,0.1784760951995849,0.0691470652818679,-61.29999923706055,↓,0.764228,NS,9/15,5,3,0.9934749134615385
Blood,SOCS1,PlasmaB,IT→IA,IT,IA,0.1226411238312721,0.0988451540470123,-19.399999618530277,↓,0.904762,NS,11/20,5,4,1.0
Blood,SOCS1,PlasmaB,IA→AR,IA,AR,0.0988451540470123,0.0599545538425445,-39.29999923706055,↓,0.857143,NS,5/12,4,3,1.0
Blood,SOCS1,PlasmaB,CR→AR,CR,AR,0.0691470652818679,0.0599545538425445,-13.300000190734863,↓,1.0,NS,4/9,3,3,1.0
Blood,SOCS3,Myeloid,NL→IT,NL,IT,0.5431394577026367,0.0842851623892784,-84.5,↓,0.150794,NS,20/25,5,5,0.29596135820895525
Blood,SOCS3,Myeloid,NL→IA,NL,IA,0.5431394577026367,0.1856137663125991,-65.80000305175781,↓,0.412698,NS,14/20,5,4,0.5804255294117647
Blood,SOCS3,Myeloid,NL→AR,NL,AR,0.5431394577026367,0.107068158686161,-80.30000305175781,↓,0.25,NS,12/15,5,3,0.4297385620915033
Blood,SOCS3,Myeloid,NL→CR,NL,CR,0.5431394577026367,0.0941847488284111,-82.69999694824219,↓,0.25,NS,12/15,5,3,0.39848484848484844
Blood,SOCS3,Myeloid,IT→IA,IT,IA,0.0842851623892784,0.1856137663125991,120.1999969482422,↑,0.904762,NS,9/20,5,4,1.0
Blood,SOCS3,Myeloid,IA→AR,IA,AR,0.1856137663125991,0.107068158686161,-42.29999923706055,↓,0.628571,NS,4/12,4,3,1.0
Blood,SOCS3,Myeloid,CR→AR,CR,AR,0.0941847488284111,0.107068158686161,13.699999809265137,↑,0.7,NS,6/9,3,3,0.8936893203883495
