tissue,gene,lineage,comparison,stage1,stage2,mean_s1,mean_s2,pct_change,direction,p_value,sig,consistency,n_s1,n_s2,q_value
Blood,LGALS9,B,NL→CR,NL,CR,0.27269897,0.3659927,34.20000076293945,↑,0.142857,NS,13/15,5,3,0.49436040789473695
Blood,LGALS9,B,IT→IA,IT,IA,0.34712896,0.3487275,0.5,↑,1.0,NS,10/20,5,4,1.0
Blood,LGALS9,B,IA→AR,IA,AR,0.3487275,0.32376137,-7.199999809265137,↓,0.857143,NS,7/12,4,3,1.0
Blood,LGALS9,B,CR→AR,CR,AR,0.3659927,0.32376137,-11.5,↓,1.0,NS,5/9,3,3,1.0
Blood,LGALS9,PlasmaB,NL→IT,NL,IT,0.057884164,0.24667665,326.20001220703125,↑,0.08467,†,21/25,5,5,0.33396792000000003
Blood,LGALS9,PlasmaB,NL→IA,NL,IA,0.057884164,0.16242531,180.6000061035156,↑,0.15939,NS,16/20,5,4,0.5111753877551021
Blood,LGALS9,PlasmaB,NL→AR,NL,AR,0.057884164,0.052256867,-9.699999809265137,↓,0.203872,NS,3/15,5,3,0.6926581120689654
Blood,LGALS9,PlasmaB,NL→CR,NL,CR,0.057884164,0.26122543,351.29998779296875,↑,0.056664,†,14/15,5,3,0.2663144743589744
Blood,LGALS9,PlasmaB,IT→IA,IT,IA,0.24667665,0.16242531,-34.20000076293945,↓,0.555556,NS,13/20,5,4,1.0
Blood,LGALS9,PlasmaB,IA→AR,IA,AR,0.16242531,0.052256867,-67.80000305175781,↓,0.114286,NS,11/12,4,3,0.9223410000000001
Blood,LGALS9,PlasmaB,CR→AR,CR,AR,0.26122543,0.052256867,-80.0,↓,0.1,NS,9/9,3,3,0.3207317073170732
Blood,MAF,Myeloid,NL→IT,NL,IT,0.0657294,0.036755078,-44.09999847412109,↓,0.834035,NS,14/25,5,5,0.9257489958158995
Blood,MAF,Myeloid,NL→IA,NL,IA,0.0657294,0.051005404,-22.39999961853028,↓,1.0,NS,10/20,5,4,1.0
Blood,MAF,Myeloid,NL→AR,NL,AR,0.0657294,0.029113045,-55.70000076293945,↓,1.0,NS,8/15,5,3,1.0
Blood,MAF,Myeloid,NL→CR,NL,CR,0.0657294,0.017861445,-72.80000305175781,↓,0.764228,NS,9/15,5,3,0.8907016465517241
Blood,MAF,Myeloid,IT→IA,IT,IA,0.036755078,0.051005404,38.79999923706055,↑,0.904762,NS,11/20,5,4,1.0
Blood,MAF,Myeloid,IA→AR,IA,AR,0.051005404,0.029113045,-42.900001525878906,↓,0.628571,NS,8/12,4,3,1.0
Blood,MAF,Myeloid,CR→AR,CR,AR,0.017861445,0.029113045,63.0,↑,0.7,NS,6/9,3,3,0.8936893203883495
Blood,MAF,CD4_T,NL→IT,NL,IT,0.30756193,0.14229558,-53.70000076293945,↓,0.055556,†,22/25,5,5,0.5218295714285714
Blood,MAF,CD4_T,NL→IA,NL,IA,0.30756193,0.14484783,-52.900001525878906,↓,0.063492,†,18/20,5,4,0.5566132
Blood,MAF,CD4_T,NL→AR,NL,AR,0.30756193,0.12001576,-61.0,↓,0.035714,*,15/15,5,3,0.42694463636363644
Blood,MAF,CD4_T,NL→CR,NL,CR,0.30756193,0.09620354,-68.69999694824219,↓,0.035714,*,15/15,5,3,0.21347231818181822
Blood,MAF,CD4_T,IT→IA,IT,IA,0.14229558,0.14484783,1.7999999523162842,↑,0.730159,NS,8/20,5,4,1.0
Blood,MAF,CD4_T,IA→AR,IA,AR,0.14484783,0.12001576,-17.100000381469727,↓,0.857143,NS,7/12,4,3,1.0
Blood,MAF,CD4_T,CR→AR,CR,AR,0.09620354,0.12001576,24.799999237060547,↑,0.4,NS,7/9,3,3,0.7356643356643358
Blood,MAF,CD8_T,NL→IT,NL,IT,0.15144768,0.076373056,-49.59999847412109,↓,0.84127,NS,14/25,5,5,1.0
Blood,MAF,CD8_T,NL→IA,NL,IA,0.15144768,0.10135992,-33.099998474121094,↓,0.730159,NS,12/20,5,4,0.9847785487179487
Blood,MAF,CD8_T,NL→AR,NL,AR,0.15144768,0.08450103,-44.20000076293945,↓,0.785714,NS,9/15,5,3,0.9840132476190476
Blood,MAF,CD8_T,NL→CR,NL,CR,0.15144768,0.06341236,-58.09999847412109,↓,0.392857,NS,11/15,5,3,0.7768525639097744
Blood,MAF,CD8_T,IT→IA,IT,IA,0.076373056,0.10135992,32.70000076293945,↑,1.0,NS,10/20,5,4,1.0
Blood,MAF,CD8_T,IA→AR,IA,AR,0.10135992,0.08450103,-16.600000381469727,↓,1.0,NS,6/12,4,3,1.0
Blood,MAF,CD8_T,CR→AR,CR,AR,0.06341236,0.08450103,33.29999923706055,↑,0.7,NS,6/9,3,3,0.9113861386138613
Blood,MAF,NK,NL→IT,NL,IT,0.2111022,0.18280569,-13.399999618530272,↓,0.547619,NS,16/25,5,5,0.8001322055555555
Blood,MAF,NK,NL→IA,NL,IA,0.2111022,0.10451032,-50.5,↓,0.063492,†,18/20,5,4,0.2981856428571429
Blood,MAF,NK,NL→AR,NL,AR,0.2111022,0.1485519,-29.600000381469727,↓,0.392857,NS,11/15,5,3,0.6934321543624162
Blood,MAF,NK,NL→CR,NL,CR,0.2111022,0.11144421,-47.20000076293945,↓,0.035714,*,15/15,5,3,0.20451108695652176
Blood,MAF,NK,IT→IA,IT,IA,0.18280569,0.10451032,-42.79999923706055,↓,0.111111,NS,17/20,5,4,0.9276886666666667
Blood,MAF,NK,IA→AR,IA,AR,0.10451032,0.1485519,42.09999847412109,↑,0.4,NS,9/12,4,3,0.9924528301886792
Blood,MAF,NK,CR→AR,CR,AR,0.11144421,0.1485519,33.29999923706055,↑,0.7,NS,6/9,3,3,0.9113861386138613
Blood,MAF,B,NL→IT,NL,IT,0.0074634105,0.0051734177,-30.700000762939453,↓,1.0,NS,9/25,5,5,1.0
Blood,MAF,B,NL→IA,NL,IA,0.0074634105,0.0008630558,-88.4000015258789,↓,0.560509,NS,8/20,5,4,0.8375787897727274
Blood,MAF,B,NL→AR,NL,AR,0.0074634105,0.0013294342,-82.19999694824219,↓,0.732678,NS,6/15,5,3,0.9435743470319635
Blood,MAF,B,NL→CR,NL,CR,0.0074634105,0.002258707,-69.69999694824219,↓,0.759982,NS,6/15,5,3,0.9522708847926268
Blood,MAF,B,IT→IA,IT,IA,0.0051734177,0.0008630558,-83.30000305175781,↓,0.227249,NS,12/20,5,4,1.0
Blood,MAF,B,IA→AR,IA,AR,0.0008630558,0.0013294342,54.0,↑,0.825498,NS,4/12,4,3,1.0
Blood,MAF,B,CR→AR,CR,AR,0.002258707,0.0013294342,-41.09999847412109,↓,0.657905,NS,6/9,3,3,0.9251256281407034
Blood,MAF,PlasmaB,NL→IT,NL,IT,0.027302837,0.0,-100.0,↓,0.423711,NS,5/25,5,5,0.6713011626506025
Blood,MAF,PlasmaB,NL→IA,NL,IA,0.027302837,0.0036412973,-86.69999694824219,↓,1.0,NS,4/20,5,4,1.0
Blood,MAF,PlasmaB,NL→AR,NL,AR,0.027302837,0.0061574145,-77.4000015258789,↓,1.0,NS,3/15,5,3,1.0
Blood,MAF,PlasmaB,NL→CR,NL,CR,0.027302837,0.0,-100.0,↓,0.605577,NS,3/15,5,3,0.8703101147540985
Blood,MAF,PlasmaB,IT→IA,IT,IA,0.0,0.0036412973,99999.0,↑,0.371093,NS,5/20,5,4,1.0
Blood,MAF,PlasmaB,IA→AR,IA,AR,0.0036412973,0.0061574145,69.0999984741211,↑,0.825498,NS,4/12,4,3,1.0
Blood,MAF,PlasmaB,CR→AR,CR,AR,0.0,0.0061574145,99999.0,↑,0.504985,NS,3/9,3,3,0.8025540060240964
Blood,MCM2,Myeloid,NL→IT,NL,IT,0.0,0.0018510338,99999.0,↑,0.02537,*,20/25,5,5,0.11309
Blood,MCM2,Myeloid,NL→IA,NL,IA,0.0,0.006778182,99999.0,↑,0.0108,*,20/20,5,4,0.1189677441860465
Blood,MCM2,Myeloid,NL→AR,NL,AR,0.0,0.0039256713,99999.0,↑,0.016805,*,15/15,5,3,0.17421314814814814
Blood,MCM2,Myeloid,NL→CR,NL,CR,0.0,0.001837487,99999.0,↑,0.016805,*,15/15,5,3,0.1093896511627907
Blood,MCM2,Myeloid,IT→IA,IT,IA,0.0018510338,0.006778182,266.20001220703125,↑,0.190476,NS,16/20,5,4,1.0
Blood,MCM2,Myeloid,IA→AR,IA,AR,0.006778182,0.0039256713,-42.09999847412109,↓,0.4,NS,9/12,4,3,1.0
Blood,MCM2,Myeloid,CR→AR,CR,AR,0.001837487,0.0039256713,113.5999984741211,↑,0.1,NS,9/9,3,3,0.5977272727272728
Blood,MCM2,CD4_T,NL→IT,NL,IT,0.033536084,0.020859351,-37.79999923706055,↓,0.420635,NS,17/25,5,5,0.8844126428571429
Blood,MCM2,CD4_T,NL→IA,NL,IA,0.033536084,0.015046068,-55.09999847412109,↓,0.063492,†,18/20,5,4,0.5566132
Blood,MCM2,CD4_T,NL→AR,NL,AR,0.033536084,0.016271213,-51.5,↓,0.142857,NS,13/15,5,3,0.6059901774193549
Blood,MCM2,CD4_T,NL→CR,NL,CR,0.033536084,0.016628338,-50.400001525878906,↓,0.25,NS,12/15,5,3,0.5572033898305084
Blood,MCM2,CD4_T,IT→IA,IT,IA,0.020859351,0.015046068,-27.89999961853028,↓,0.285714,NS,15/20,5,4,1.0
Blood,MCM2,CD4_T,IA→AR,IA,AR,0.015046068,0.016271213,8.100000381469727,↑,0.628571,NS,8/12,4,3,1.0
Blood,MCM2,CD4_T,CR→AR,CR,AR,0.016628338,0.016271213,-2.0999999046325684,↓,1.0,NS,4/9,3,3,1.0
Blood,MCM2,CD8_T,NL→IT,NL,IT,0.020083737,0.01967984,-2.0,↓,0.834035,NS,11/25,5,5,1.0
Blood,MCM2,CD8_T,NL→IA,NL,IA,0.020083737,0.023101084,15.0,↑,0.712155,NS,12/20,5,4,0.9847785487179487
Blood,MCM2,CD8_T,NL→AR,NL,AR,0.020083737,0.02004458,-0.2000000029802322,↓,0.764228,NS,6/15,5,3,0.9840132476190476
Blood,MCM2,CD8_T,NL→CR,NL,CR,0.020083737,0.014409703,-28.299999237060547,↓,1.0,NS,7/15,5,3,1.0
Blood,MCM2,CD8_T,IT→IA,IT,IA,0.01967984,0.023101084,17.399999618530273,↑,0.412698,NS,14/20,5,4,0.960527203539823
Blood,MCM2,CD8_T,IA→AR,IA,AR,0.023101084,0.02004458,-13.199999809265137,↓,0.4,NS,9/12,4,3,1.0
Blood,MCM2,CD8_T,CR→AR,CR,AR,0.014409703,0.02004458,39.09999847412109,↑,0.4,NS,7/9,3,3,0.7108108108108108
Blood,MCM2,NK,NL→IT,NL,IT,0.046693105,0.02150352,-53.900001525878906,↓,0.031746,*,23/25,5,5,0.3339679200000001
Blood,MCM2,NK,NL→IA,NL,IA,0.046693105,0.021252714,-54.5,↓,0.190476,NS,16/20,5,4,0.44332024778761064
Blood,MCM2,NK,NL→AR,NL,AR,0.046693105,0.020267017,-56.59999847412109,↓,0.035714,*,15/15,5,3,0.2613197222222222
Blood,MCM2,NK,NL→CR,NL,CR,0.046693105,0.025075039,-46.29999923706055,↓,0.142857,NS,13/15,5,3,0.4526673614457832
Blood,MCM2,NK,IT→IA,IT,IA,0.02150352,0.021252714,-1.2000000476837158,↓,0.730159,NS,8/20,5,4,1.0
Blood,MCM2,NK,IA→AR,IA,AR,0.021252714,0.020267017,-4.599999904632568,↓,0.628571,NS,8/12,4,3,1.0
Blood,MCM2,NK,CR→AR,CR,AR,0.025075039,0.020267017,-19.200000762939453,↓,0.4,NS,7/9,3,3,0.8092307692307693
Blood,MCM2,B,NL→IT,NL,IT,0.05232466,0.040864944,-21.89999961853028,↓,0.547619,NS,9/25,5,5,0.7913395439560439
Blood,MCM2,B,NL→IA,NL,IA,0.05232466,0.03271185,-37.5,↓,0.904762,NS,11/20,5,4,1.0
Blood,MCM2,B,NL→AR,NL,AR,0.05232466,0.0376913,-28.0,↓,1.0,NS,7/15,5,3,1.0
Blood,MCM2,B,NL→CR,NL,CR,0.05232466,0.03007564,-42.5,↓,0.785714,NS,9/15,5,3,0.9522708847926268
Blood,MCM2,B,IT→IA,IT,IA,0.040864944,0.03271185,-20.0,↓,0.285714,NS,15/20,5,4,1.0
Blood,MCM2,B,IA→AR,IA,AR,0.03271185,0.0376913,15.199999809265137,↑,0.857143,NS,7/12,4,3,1.0
Blood,MCM2,B,CR→AR,CR,AR,0.03007564,0.0376913,25.299999237060547,↑,1.0,NS,5/9,3,3,1.0
Blood,MCM2,PlasmaB,NL→IT,NL,IT,0.018856483,0.045387454,140.6999969482422,↑,0.131379,NS,20/25,5,5,0.40468185714285715
Blood,MCM2,PlasmaB,NL→IA,NL,IA,0.018856483,0.04417296,134.3000030517578,↑,0.466854,NS,9/20,5,4,0.7308488214285714
Blood,MCM2,PlasmaB,NL→AR,NL,AR,0.018856483,0.049461097,162.3000030517578,↑,0.203872,NS,12/15,5,3,0.6926581120689654
Blood,MCM2,PlasmaB,NL→CR,NL,CR,0.018856483,0.055378977,193.6999969482422,↑,0.112231,NS,13/15,5,3,0.36895941250000003
Blood,MCM2,PlasmaB,IT→IA,IT,IA,0.045387454,0.04417296,-2.700000047683716,↓,0.712155,NS,12/20,5,4,1.0
Blood,MCM2,PlasmaB,IA→AR,IA,AR,0.04417296,0.049461097,12.0,↑,0.59256,NS,8/12,4,3,1.0
Blood,MCM2,PlasmaB,CR→AR,CR,AR,0.055378977,0.049461097,-10.699999809265137,↓,1.0,NS,5/9,3,3,1.0
Blood,MEFV,Myeloid,NL→IT,NL,IT,0.13955507,0.42026076,201.1000061035156,↑,0.007937,**,25/25,5,5,0.06523221875
Blood,MEFV,Myeloid,NL→IA,NL,IA,0.13955507,0.34363434,146.1999969482422,↑,0.190476,NS,16/20,5,4,0.3603970359712231
Blood,MEFV,Myeloid,NL→AR,NL,AR,0.13955507,0.35841832,156.8000030517578,↑,0.035714,*,15/15,5,3,0.17421314814814814
Blood,MEFV,Myeloid,NL→CR,NL,CR,0.13955507,0.37028837,165.3000030517578,↑,0.035714,*,15/15,5,3,0.1093896511627907
Blood,MEFV,Myeloid,IT→IA,IT,IA,0.42026076,0.34363434,-18.200000762939453,↓,0.904762,NS,11/20,5,4,1.0
Blood,MEFV,Myeloid,IA→AR,IA,AR,0.34363434,0.35841832,4.300000190734863,↑,0.857143,NS,5/12,4,3,1.0
Blood,MEFV,Myeloid,CR→AR,CR,AR,0.37028837,0.35841832,-3.200000047683716,↓,0.7,NS,6/9,3,3,0.8936893203883495
Blood,MEFV,CD4_T,NL→IT,NL,IT,0.0033406753,0.0018703459,-44.0,↓,0.480177,NS,5/25,5,5,0.9601586466666666
Blood,MEFV,CD4_T,NL→IA,NL,IA,0.0033406753,0.0014833019,-55.59999847412109,↓,0.347654,NS,4/20,5,4,0.847965421875
Blood,MEFV,CD4_T,NL→AR,NL,AR,0.0033406753,0.0028407313,-15.0,↓,0.494525,NS,3/15,5,3,0.9611292186046512
Blood,MEFV,CD4_T,NL→CR,NL,CR,0.0033406753,0.005137514,53.79999923706055,↑,0.203872,NS,12/15,5,3,0.5572033898305084
Blood,MEFV,CD4_T,IT→IA,IT,IA,0.0018703459,0.0014833019,-20.700000762939453,↓,0.708624,NS,7/20,5,4,1.0
Blood,MEFV,CD4_T,IA→AR,IA,AR,0.0014833019,0.0028407313,91.5,↑,0.475533,NS,8/12,4,3,1.0
Blood,MEFV,CD4_T,CR→AR,CR,AR,0.005137514,0.0028407313,-44.70000076293945,↓,0.7,NS,6/9,3,3,0.8523148148148147
Blood,MEFV,CD8_T,NL→IT,NL,IT,0.005315724,0.0031354898,-41.0,↓,1.0,NS,8/25,5,5,1.0
Blood,MEFV,CD8_T,NL→IA,NL,IA,0.005315724,0.0021244395,-60.0,↓,0.442771,NS,5/20,5,4,0.9097560390625
Blood,MEFV,CD8_T,NL→AR,NL,AR,0.005315724,0.0004414034,-91.6999969482422,↓,0.873807,NS,5/15,5,3,1.0
Blood,MEFV,CD8_T,NL→CR,NL,CR,0.005315724,0.007794274,46.59999847412109,↑,0.2217,NS,12/15,5,3,0.5923423423423423
Blood,MEFV,CD8_T,IT→IA,IT,IA,0.0031354898,0.0021244395,-32.20000076293945,↓,0.608874,NS,6/20,5,4,1.0
Blood,MEFV,CD8_T,IA→AR,IA,AR,0.0021244395,0.0004414034,-79.19999694824219,↓,0.284503,NS,9/12,4,3,1.0
Blood,MEFV,CD8_T,CR→AR,CR,AR,0.007794274,0.0004414034,-94.3000030517578,↓,0.1,NS,9/9,3,3,0.3925373134328358
Blood,MEFV,NK,NL→IT,NL,IT,0.0,0.0026898582,99999.0,↑,0.423711,NS,5/25,5,5,0.7379867086092715
Blood,MEFV,NK,NL→IA,NL,IA,0.0,0.00071026874,99999.0,↑,0.13121,NS,10/20,5,4,0.401258488372093
Blood,MEFV,NK,NL→AR,NL,AR,0.0,0.00053660775,99999.0,↑,0.078983,†,10/15,5,3,0.3994717115384615
Blood,MEFV,NK,NL→CR,NL,CR,0.0,0.011073039,99999.0,↑,0.016805,*,15/15,5,3,0.20451108695652176
Blood,MEFV,NK,IT→IA,IT,IA,0.0026898582,0.00071026874,-73.5999984741211,↓,0.662427,NS,4/20,5,4,1.0
Blood,MEFV,NK,IA→AR,IA,AR,0.00071026874,0.00053660775,-24.5,↓,1.0,NS,5/12,4,3,1.0
Blood,MEFV,NK,CR→AR,CR,AR,0.011073039,0.00053660775,-95.1999969482422,↓,0.1,NS,9/9,3,3,0.536734693877551
Blood,MEFV,B,NL→IT,NL,IT,0.0,0.001656243,99999.0,↑,0.423711,NS,5/25,5,5,0.7097833949044586
Blood,MEFV,B,NL→IA,NL,IA,0.0,0.0005906611,99999.0,↑,0.371093,NS,5/20,5,4,0.7537470416666666
Blood,MEFV,B,NL→AR,NL,AR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,MEFV,B,NL→CR,NL,CR,0.0,0.005009842,99999.0,↑,0.016805,*,15/15,5,3,0.24121820512820516
Blood,MEFV,B,IT→IA,IT,IA,0.001656243,0.0005906611,-64.30000305175781,↓,1.0,NS,4/20,5,4,1.0
Blood,MEFV,B,IA→AR,IA,AR,0.0005906611,0.0,-100.0,↓,0.563703,NS,3/12,4,3,1.0
Blood,MEFV,B,CR→AR,CR,AR,0.005009842,0.0,-100.0,↓,0.063603,†,9/9,3,3,0.5057692307692309
Blood,MEFV,PlasmaB,NL→IT,NL,IT,0.0,0.0,0.0,↑,1.0,NS,0/25,5,5,1.0
Blood,MEFV,PlasmaB,NL→IA,NL,IA,0.0,0.013017849,99999.0,↑,0.371093,NS,5/20,5,4,0.6506497266666667
Blood,MEFV,PlasmaB,NL→AR,NL,AR,0.0,0.0031567838,99999.0,↑,0.078983,†,10/15,5,3,0.5066470487804878
Blood,MEFV,PlasmaB,NL→CR,NL,CR,0.0,0.030087352,99999.0,↑,0.3017,NS,5/15,5,3,0.5361290540540541
Blood,MEFV,PlasmaB,IT→IA,IT,IA,0.0,0.013017849,99999.0,↑,0.371093,NS,5/20,5,4,1.0
Blood,MEFV,PlasmaB,IA→AR,IA,AR,0.013017849,0.0031567838,-75.80000305175781,↓,0.696466,NS,3/12,4,3,1.0
Blood,MEFV,PlasmaB,CR→AR,CR,AR,0.030087352,0.0031567838,-89.5,↓,1.0,NS,3/9,3,3,1.0
Blood,MKI67,Myeloid,NL→IT,NL,IT,0.012946303,0.0024998216,-80.69999694824219,↓,0.655836,NS,7/25,5,5,0.7985410555555555
Blood,MKI67,Myeloid,NL→IA,NL,IA,0.012946303,0.002726728,-78.9000015258789,↓,0.442771,NS,5/20,5,4,0.6161310740740741
Blood,MKI67,Myeloid,NL→AR,NL,AR,0.012946303,0.0041685184,-67.80000305175781,↓,0.2217,NS,3/15,5,3,0.4297385620915033
Blood,MKI67,Myeloid,NL→CR,NL,CR,0.012946303,0.0021524269,-83.4000015258789,↓,0.541193,NS,5/15,5,3,0.7366952303921569
Blood,MKI67,Myeloid,IT→IA,IT,IA,0.0024998216,0.002726728,9.100000381469728,↑,0.900865,NS,10/20,5,4,1.0
Blood,MKI67,Myeloid,IA→AR,IA,AR,0.002726728,0.0041685184,52.900001525878906,↑,0.4,NS,9/12,4,3,1.0
Blood,MKI67,Myeloid,CR→AR,CR,AR,0.0021524269,0.0041685184,93.6999969482422,↑,0.2,NS,8/9,3,3,0.5977272727272728
Blood,MKI67,CD4_T,NL→IT,NL,IT,0.08110235,0.014298072,-82.4000015258789,↓,0.222222,NS,19/25,5,5,0.77925848
Blood,MKI67,CD4_T,NL→IA,NL,IA,0.08110235,0.010124761,-87.5,↓,0.285714,NS,15/20,5,4,0.7514278200000001
Blood,MKI67,CD4_T,NL→AR,NL,AR,0.08110235,0.0058984845,-92.6999969482422,↓,0.25,NS,12/15,5,3,0.6778350515463918
Blood,MKI67,CD4_T,NL→CR,NL,CR,0.08110235,0.006425457,-92.0999984741211,↓,0.25,NS,12/15,5,3,0.5572033898305084
Blood,MKI67,CD4_T,IT→IA,IT,IA,0.014298072,0.010124761,-29.200000762939453,↓,0.412698,NS,14/20,5,4,1.0
Blood,MKI67,CD4_T,IA→AR,IA,AR,0.010124761,0.0058984845,-41.70000076293945,↓,0.857143,NS,5/12,4,3,1.0
Blood,MKI67,CD4_T,CR→AR,CR,AR,0.006425457,0.0058984845,-8.199999809265137,↓,1.0,NS,5/9,3,3,1.0
Blood,MKI67,CD8_T,NL→IT,NL,IT,0.052668788,0.023097824,-56.09999847412109,↓,0.84127,NS,14/25,5,5,1.0
Blood,MKI67,CD8_T,NL→IA,NL,IA,0.052668788,0.011359547,-78.4000015258789,↓,0.555556,NS,13/20,5,4,0.9131951750000001
Blood,MKI67,CD8_T,NL→AR,NL,AR,0.052668788,0.013496809,-74.4000015258789,↓,0.571429,NS,10/15,5,3,0.93928641875
Blood,MKI67,CD8_T,NL→CR,NL,CR,0.052668788,0.006418016,-87.80000305175781,↓,0.392857,NS,11/15,5,3,0.7768525639097744
Blood,MKI67,CD8_T,IT→IA,IT,IA,0.023097824,0.011359547,-50.79999923706055,↓,0.555556,NS,13/20,5,4,0.9740748533333334
Blood,MKI67,CD8_T,IA→AR,IA,AR,0.011359547,0.013496809,18.799999237060547,↑,1.0,NS,6/12,4,3,1.0
Blood,MKI67,CD8_T,CR→AR,CR,AR,0.006418016,0.013496809,110.3000030517578,↑,1.0,NS,5/9,3,3,1.0
Blood,MKI67,NK,NL→IT,NL,IT,0.030893499,0.011612818,-62.400001525878906,↓,0.309524,NS,18/25,5,5,0.6310450542635659
Blood,MKI67,NK,NL→IA,NL,IA,0.030893499,0.021140717,-31.600000381469727,↓,0.555556,NS,13/20,5,4,0.7649802513089006
Blood,MKI67,NK,NL→AR,NL,AR,0.030893499,0.0064471406,-79.0999984741211,↓,0.142857,NS,13/15,5,3,0.41745990000000005
Blood,MKI67,NK,NL→CR,NL,CR,0.030893499,0.023339795,-24.5,↓,0.785714,NS,9/15,5,3,0.9392853727272727
Blood,MKI67,NK,IT→IA,IT,IA,0.011612818,0.021140717,82.0,↑,0.111111,NS,17/20,5,4,0.9276886666666667
Blood,MKI67,NK,IA→AR,IA,AR,0.021140717,0.0064471406,-69.5,↓,0.057143,†,12/12,4,3,0.9924528301886792
Blood,MKI67,NK,CR→AR,CR,AR,0.023339795,0.0064471406,-72.4000015258789,↓,0.7,NS,6/9,3,3,0.9113861386138613
Blood,MKI67,B,NL→IT,NL,IT,0.016009625,0.0009454408,-94.0999984741211,↓,1.0,NS,5/25,5,5,1.0
Blood,MKI67,B,NL→IA,NL,IA,0.016009625,0.0024867768,-84.5,↓,0.347654,NS,4/20,5,4,0.7537470416666666
Blood,MKI67,B,NL→AR,NL,AR,0.016009625,0.002699429,-83.0999984741211,↓,0.203872,NS,3/15,5,3,0.581858407079646
Blood,MKI67,B,NL→CR,NL,CR,0.016009625,0.0,-100.0,↓,0.605577,NS,3/15,5,3,0.9522708847926268
Blood,MKI67,B,IT→IA,IT,IA,0.0009454408,0.0024867768,163.0,↑,0.347654,NS,12/20,5,4,1.0
Blood,MKI67,B,IA→AR,IA,AR,0.0024867768,0.002699429,8.600000381469727,↑,1.0,NS,6/12,4,3,1.0
Blood,MKI67,B,CR→AR,CR,AR,0.0,0.002699429,99999.0,↑,0.063603,†,9/9,3,3,0.5057692307692309
Blood,MKI67,PlasmaB,NL→IT,NL,IT,0.10156771,0.11340735,11.699999809265137,↑,1.0,NS,12/25,5,5,1.0
Blood,MKI67,PlasmaB,NL→IA,NL,IA,0.10156771,0.10888554,7.199999809265137,↑,0.708624,NS,7/20,5,4,0.9188125215311005
Blood,MKI67,PlasmaB,NL→AR,NL,AR,0.10156771,0.1652617,62.70000076293945,↑,0.571429,NS,10/15,5,3,0.9108231939393938
Blood,MKI67,PlasmaB,NL→CR,NL,CR,0.10156771,0.07263747,-28.5,↓,0.785714,NS,9/15,5,3,0.9934749134615385
Blood,MKI67,PlasmaB,IT→IA,IT,IA,0.11340735,0.10888554,-4.0,↓,0.389284,NS,14/20,5,4,1.0
Blood,MKI67,PlasmaB,IA→AR,IA,AR,0.10888554,0.1652617,51.79999923706055,↑,0.372456,NS,9/12,4,3,1.0
Blood,MKI67,PlasmaB,CR→AR,CR,AR,0.07263747,0.1652617,127.5,↑,0.1,NS,9/9,3,3,0.3207317073170732
Blood,MMP2,Myeloid,NL→IT,NL,IT,0.00043235635,0.0,-100.0,↓,0.423711,NS,5/25,5,5,0.5744123350515464
Blood,MMP2,Myeloid,NL→IA,NL,IA,0.00043235635,0.0045708823,957.2000122070312,↑,0.866815,NS,5/20,5,4,0.9832744049586777
Blood,MMP2,Myeloid,NL→AR,NL,AR,0.00043235635,0.0,-100.0,↓,0.605577,NS,3/15,5,3,0.7884492623762377
Blood,MMP2,Myeloid,NL→CR,NL,CR,0.00043235635,0.0,-100.0,↓,0.605577,NS,3/15,5,3,0.7620418708133971
Blood,MMP2,Myeloid,IT→IA,IT,IA,0.0,0.0045708823,99999.0,↑,0.371093,NS,5/20,5,4,1.0
Blood,MMP2,Myeloid,IA→AR,IA,AR,0.0045708823,0.0,-100.0,↓,0.563703,NS,3/12,4,3,1.0
Blood,MMP2,Myeloid,CR→AR,CR,AR,0.0,0.0,0.0,↑,1.0,NS,0/9,3,3,1.0
Blood,MMP2,CD4_T,NL→IT,NL,IT,0.0,0.0,0.0,↑,1.0,NS,0/25,5,5,1.0
Blood,MMP2,CD4_T,NL→IA,NL,IA,0.0,0.0,0.0,↑,1.0,NS,0/20,5,4,1.0
Blood,MMP2,CD4_T,NL→AR,NL,AR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,MMP2,CD4_T,NL→CR,NL,CR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,MMP2,CD4_T,IT→IA,IT,IA,0.0,0.0,0.0,↑,1.0,NS,0/20,5,4,1.0
Blood,MMP2,CD4_T,IA→AR,IA,AR,0.0,0.0,0.0,↑,1.0,NS,0/12,4,3,1.0
Blood,MMP2,CD4_T,CR→AR,CR,AR,0.0,0.0,0.0,↑,1.0,NS,0/9,3,3,1.0
Blood,MMP2,CD8_T,NL→IT,NL,IT,0.0,0.0,0.0,↑,1.0,NS,0/25,5,5,1.0
Blood,MMP2,CD8_T,NL→IA,NL,IA,0.0,0.0,0.0,↑,1.0,NS,0/20,5,4,1.0
Blood,MMP2,CD8_T,NL→AR,NL,AR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,MMP2,CD8_T,NL→CR,NL,CR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,MMP2,CD8_T,IT→IA,IT,IA,0.0,0.0,0.0,↑,1.0,NS,0/20,5,4,1.0
