tissue,gene,lineage,comparison,stage1,stage2,mean_s1,mean_s2,pct_change,direction,p_value,sig,consistency,n_s1,n_s2,q_value
Blood,KDM6A,B,IA→AR,IA,AR,0.11310072,0.17082377,51.0,↑,0.628571,NS,8/12,4,3,1.0
Blood,KDM6A,B,CR→AR,CR,AR,0.19304748,0.17082377,-11.5,↓,0.7,NS,6/9,3,3,0.9333333333333332
Blood,KDM6A,PlasmaB,NL→IT,NL,IT,0.06930991,0.18679959,169.5,↑,0.093693,†,21/25,5,5,0.427128
Blood,KDM6A,PlasmaB,NL→IA,NL,IA,0.06930991,0.09670052,39.5,↑,0.533389,NS,12/20,5,4,0.7684325981308411
Blood,KDM6A,PlasmaB,NL→AR,NL,AR,0.06930991,0.071458064,3.0999999046325684,↑,0.764228,NS,9/15,5,3,1.0
Blood,KDM6A,PlasmaB,NL→CR,NL,CR,0.06930991,0.22264113,221.1999969482422,↑,0.03577,*,15/15,5,3,0.24063454545454546
Blood,KDM6A,PlasmaB,IT→IA,IT,IA,0.18679959,0.09670052,-48.20000076293945,↓,0.285714,NS,15/20,5,4,1.0
Blood,KDM6A,PlasmaB,IA→AR,IA,AR,0.09670052,0.071458064,-26.100000381469727,↓,1.0,NS,6/12,4,3,1.0
Blood,KDM6A,PlasmaB,CR→AR,CR,AR,0.22264113,0.071458064,-67.9000015258789,↓,0.1,NS,9/9,3,3,0.3288888888888889
Blood,KDR,Myeloid,NL→IT,NL,IT,0.0,0.0,0.0,↑,1.0,NS,0/25,5,5,1.0
Blood,KDR,Myeloid,NL→IA,NL,IA,0.0,0.0,0.0,↑,1.0,NS,0/20,5,4,1.0
Blood,KDR,Myeloid,NL→AR,NL,AR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,KDR,Myeloid,NL→CR,NL,CR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,KDR,Myeloid,IT→IA,IT,IA,0.0,0.0,0.0,↑,1.0,NS,0/20,5,4,1.0
Blood,KDR,Myeloid,IA→AR,IA,AR,0.0,0.0,0.0,↑,1.0,NS,0/12,4,3,1.0
Blood,KDR,Myeloid,CR→AR,CR,AR,0.0,0.0,0.0,↑,1.0,NS,0/9,3,3,1.0
Blood,KDR,CD4_T,NL→IT,NL,IT,0.0,0.0,0.0,↑,1.0,NS,0/25,5,5,1.0
Blood,KDR,CD4_T,NL→IA,NL,IA,0.0,0.0,0.0,↑,1.0,NS,0/20,5,4,1.0
Blood,KDR,CD4_T,NL→AR,NL,AR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,KDR,CD4_T,NL→CR,NL,CR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,KDR,CD4_T,IT→IA,IT,IA,0.0,0.0,0.0,↑,1.0,NS,0/20,5,4,1.0
Blood,KDR,CD4_T,IA→AR,IA,AR,0.0,0.0,0.0,↑,1.0,NS,0/12,4,3,1.0
Blood,KDR,CD4_T,CR→AR,CR,AR,0.0,0.0,0.0,↑,1.0,NS,0/9,3,3,1.0
Blood,KDR,CD8_T,NL→IT,NL,IT,0.0,0.0,0.0,↑,1.0,NS,0/25,5,5,1.0
Blood,KDR,CD8_T,NL→IA,NL,IA,0.0,0.0,0.0,↑,1.0,NS,0/20,5,4,1.0
Blood,KDR,CD8_T,NL→AR,NL,AR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,KDR,CD8_T,NL→CR,NL,CR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,KDR,CD8_T,IT→IA,IT,IA,0.0,0.0,0.0,↑,1.0,NS,0/20,5,4,1.0
Blood,KDR,CD8_T,IA→AR,IA,AR,0.0,0.0,0.0,↑,1.0,NS,0/12,4,3,1.0
Blood,KDR,CD8_T,CR→AR,CR,AR,0.0,0.0,0.0,↑,1.0,NS,0/9,3,3,1.0
Blood,KDR,NK,NL→IT,NL,IT,0.0,0.0,0.0,↑,1.0,NS,0/25,5,5,1.0
Blood,KDR,NK,NL→IA,NL,IA,0.0,0.00022569674,99999.0,↑,0.371093,NS,5/20,5,4,0.6296835463917526
Blood,KDR,NK,NL→AR,NL,AR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,KDR,NK,NL→CR,NL,CR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,KDR,NK,IT→IA,IT,IA,0.0,0.00022569674,99999.0,↑,0.371093,NS,5/20,5,4,0.836702794520548
Blood,KDR,NK,IA→AR,IA,AR,0.00022569674,0.0,-100.0,↓,0.563703,NS,3/12,4,3,1.0
Blood,KDR,NK,CR→AR,CR,AR,0.0,0.0,0.0,↑,1.0,NS,0/9,3,3,1.0
Blood,KDR,B,NL→IT,NL,IT,0.0,0.0,0.0,↑,1.0,NS,0/25,5,5,1.0
Blood,KDR,B,NL→IA,NL,IA,0.0,0.0,0.0,↑,1.0,NS,0/20,5,4,1.0
Blood,KDR,B,NL→AR,NL,AR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,KDR,B,NL→CR,NL,CR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,KDR,B,IT→IA,IT,IA,0.0,0.0,0.0,↑,1.0,NS,0/20,5,4,1.0
Blood,KDR,B,IA→AR,IA,AR,0.0,0.0,0.0,↑,1.0,NS,0/12,4,3,1.0
Blood,KDR,B,CR→AR,CR,AR,0.0,0.0,0.0,↑,1.0,NS,0/9,3,3,1.0
Blood,KDR,PlasmaB,NL→IT,NL,IT,0.0,0.0,0.0,↑,1.0,NS,0/25,5,5,1.0
Blood,KDR,PlasmaB,NL→IA,NL,IA,0.0,0.0,0.0,↑,1.0,NS,0/20,5,4,1.0
Blood,KDR,PlasmaB,NL→AR,NL,AR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,KDR,PlasmaB,NL→CR,NL,CR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,KDR,PlasmaB,IT→IA,IT,IA,0.0,0.0,0.0,↑,1.0,NS,0/20,5,4,1.0
Blood,KDR,PlasmaB,IA→AR,IA,AR,0.0,0.0,0.0,↑,1.0,NS,0/12,4,3,1.0
Blood,KDR,PlasmaB,CR→AR,CR,AR,0.0,0.0,0.0,↑,1.0,NS,0/9,3,3,1.0
Blood,KLRD1,Myeloid,NL→IT,NL,IT,0.0043175993,0.006503968,50.59999847412109,↑,0.503812,NS,13/25,5,5,0.6968614579439253
Blood,KLRD1,Myeloid,NL→IA,NL,IA,0.0043175993,0.0073864805,71.0999984741211,↑,0.170609,NS,16/20,5,4,0.36141600000000007
Blood,KLRD1,Myeloid,NL→AR,NL,AR,0.0043175993,0.004876237,12.899999618530272,↑,0.633737,NS,8/15,5,3,0.8374381785714285
Blood,KLRD1,Myeloid,NL→CR,NL,CR,0.0043175993,0.0036427293,-15.600000381469728,↓,0.2217,NS,3/15,5,3,0.40659340659340654
Blood,KLRD1,Myeloid,IT→IA,IT,IA,0.006503968,0.0073864805,13.600000381469728,↑,0.268341,NS,15/20,5,4,1.0
Blood,KLRD1,Myeloid,IA→AR,IA,AR,0.0073864805,0.004876237,-34.0,↓,0.628571,NS,8/12,4,3,1.0
Blood,KLRD1,Myeloid,CR→AR,CR,AR,0.0036427293,0.004876237,33.900001525878906,↑,0.7,NS,3/9,3,3,0.856198347107438
Blood,KLRD1,CD4_T,NL→IT,NL,IT,0.06734031,0.079566635,18.200000762939453,↑,0.420635,NS,17/25,5,5,0.847422
Blood,KLRD1,CD4_T,NL→IA,NL,IA,0.06734031,0.13132304,95.0,↑,0.111111,NS,17/20,5,4,0.5304654193548387
Blood,KLRD1,CD4_T,NL→AR,NL,AR,0.06734031,0.0267852,-60.20000076293945,↓,0.785714,NS,9/15,5,3,0.961038611570248
Blood,KLRD1,CD4_T,NL→CR,NL,CR,0.06734031,0.056744277,-15.699999809265137,↓,1.0,NS,7/15,5,3,1.0
Blood,KLRD1,CD4_T,IT→IA,IT,IA,0.079566635,0.13132304,65.0,↑,0.730159,NS,12/20,5,4,1.0
Blood,KLRD1,CD4_T,IA→AR,IA,AR,0.13132304,0.0267852,-79.5999984741211,↓,0.057143,†,12/12,4,3,1.0
Blood,KLRD1,CD4_T,CR→AR,CR,AR,0.056744277,0.0267852,-52.79999923706055,↓,0.4,NS,7/9,3,3,0.6964705882352942
Blood,KLRD1,CD8_T,NL→IT,NL,IT,0.5268741,0.51996773,-1.2999999523162842,↓,0.84127,NS,11/25,5,5,1.0
Blood,KLRD1,CD8_T,NL→IA,NL,IA,0.5268741,0.58557737,11.100000381469728,↑,0.555556,NS,13/20,5,4,0.9673210352941177
Blood,KLRD1,CD8_T,NL→AR,NL,AR,0.5268741,0.6059801,15.0,↑,0.785714,NS,9/15,5,3,0.961038611570248
Blood,KLRD1,CD8_T,NL→CR,NL,CR,0.5268741,0.3427877,-34.900001525878906,↓,0.785714,NS,6/15,5,3,0.9377876774193549
Blood,KLRD1,CD8_T,IT→IA,IT,IA,0.51996773,0.58557737,12.600000381469728,↑,0.904762,NS,11/20,5,4,1.0
Blood,KLRD1,CD8_T,IA→AR,IA,AR,0.58557737,0.6059801,3.5,↑,0.857143,NS,7/12,4,3,1.0
Blood,KLRD1,CD8_T,CR→AR,CR,AR,0.3427877,0.6059801,76.80000305175781,↑,0.7,NS,6/9,3,3,0.8633333333333333
Blood,KLRD1,NK,NL→IT,NL,IT,2.2257059,2.2223773,-0.1000000014901161,↓,1.0,NS,12/25,5,5,1.0
Blood,KLRD1,NK,NL→IA,NL,IA,2.2257059,1.987375,-10.699999809265137,↓,0.190476,NS,16/20,5,4,0.4027206857142857
Blood,KLRD1,NK,NL→AR,NL,AR,2.2257059,1.9133157,-14.0,↓,0.142857,NS,13/15,5,3,0.39153400000000005
Blood,KLRD1,NK,NL→CR,NL,CR,2.2257059,1.900673,-14.600000381469728,↓,0.25,NS,12/15,5,3,0.5692307692307692
Blood,KLRD1,NK,IT→IA,IT,IA,2.2223773,1.987375,-10.600000381469728,↓,0.190476,NS,16/20,5,4,0.836702794520548
Blood,KLRD1,NK,IA→AR,IA,AR,1.987375,1.9133157,-3.700000047683716,↓,0.4,NS,9/12,4,3,0.9107692307692308
Blood,KLRD1,NK,CR→AR,CR,AR,1.900673,1.9133157,0.699999988079071,↑,1.0,NS,4/9,3,3,1.0
Blood,KLRD1,B,NL→IT,NL,IT,0.035612512,0.01508552,-57.59999847412109,↓,0.834035,NS,14/25,5,5,0.9881584126984126
Blood,KLRD1,B,NL→IA,NL,IA,0.035612512,0.0045699445,-87.19999694824219,↓,0.37055,NS,12/20,5,4,0.7892333150684931
Blood,KLRD1,B,NL→AR,NL,AR,0.035612512,0.005673908,-84.0999984741211,↓,0.541193,NS,9/15,5,3,0.9396832444444444
Blood,KLRD1,B,NL→CR,NL,CR,0.035612512,0.0069749416,-80.4000015258789,↓,0.764228,NS,9/15,5,3,0.9531612459016393
Blood,KLRD1,B,IT→IA,IT,IA,0.01508552,0.0045699445,-69.69999694824219,↓,0.538594,NS,13/20,5,4,1.0
Blood,KLRD1,B,IA→AR,IA,AR,0.0045699445,0.005673908,24.200000762939453,↑,0.854445,NS,6/12,4,3,1.0
Blood,KLRD1,B,CR→AR,CR,AR,0.0069749416,0.005673908,-18.700000762939453,↓,0.7,NS,6/9,3,3,0.9333333333333332
Blood,KLRD1,PlasmaB,NL→IT,NL,IT,0.002987341,0.010083492,237.5,↑,0.607236,NS,9/25,5,5,0.8810875294117647
Blood,KLRD1,PlasmaB,NL→IA,NL,IA,0.002987341,0.02471607,727.4000244140625,↑,0.139996,NS,14/20,5,4,0.5452475789473685
Blood,KLRD1,PlasmaB,NL→AR,NL,AR,0.002987341,0.0024361562,-18.5,↓,1.0,NS,3/15,5,3,1.0
Blood,KLRD1,PlasmaB,NL→CR,NL,CR,0.002987341,0.007893703,164.1999969482422,↑,0.494525,NS,8/15,5,3,0.7955402173913043
Blood,KLRD1,PlasmaB,IT→IA,IT,IA,0.010083492,0.02471607,145.10000610351562,↑,0.306136,NS,13/20,5,4,1.0
Blood,KLRD1,PlasmaB,IA→AR,IA,AR,0.02471607,0.0024361562,-90.0999984741211,↓,0.19909,NS,9/12,4,3,1.0
Blood,KLRD1,PlasmaB,CR→AR,CR,AR,0.007893703,0.0024361562,-69.0999984741211,↓,0.353679,NS,6/9,3,3,0.74
Blood,KLRK1,Myeloid,NL→IT,NL,IT,0.001457942,0.0003613309,-75.19999694824219,↓,0.724082,NS,10/25,5,5,0.8930344666666666
Blood,KLRK1,Myeloid,NL→IA,NL,IA,0.001457942,0.00016164771,-88.9000015258789,↓,0.560509,NS,8/20,5,4,0.6971036302521009
Blood,KLRK1,Myeloid,NL→AR,NL,AR,0.001457942,0.00027444572,-81.19999694824219,↓,0.732678,NS,6/15,5,3,0.9302853759999999
Blood,KLRK1,Myeloid,NL→CR,NL,CR,0.001457942,0.0022843701,56.70000076293945,↑,0.359397,NS,11/15,5,3,0.5483583092783506
Blood,KLRK1,Myeloid,IT→IA,IT,IA,0.0003613309,0.00016164771,-55.29999923706055,↓,0.560509,NS,8/20,5,4,1.0
Blood,KLRK1,Myeloid,IA→AR,IA,AR,0.00016164771,0.00027444572,69.80000305175781,↑,0.825498,NS,4/12,4,3,1.0
Blood,KLRK1,Myeloid,CR→AR,CR,AR,0.0022843701,0.00027444572,-88.0,↓,0.076523,†,9/9,3,3,0.5692307692307692
Blood,KLRK1,CD4_T,NL→IT,NL,IT,0.06294435,0.030386493,-51.70000076293945,↓,0.222222,NS,19/25,5,5,0.6851845
Blood,KLRK1,CD4_T,NL→IA,NL,IA,0.06294435,0.029880572,-52.5,↓,0.190476,NS,16/20,5,4,0.56380896
Blood,KLRK1,CD4_T,NL→AR,NL,AR,0.06294435,0.010804721,-82.80000305175781,↓,0.071429,†,14/15,5,3,0.44959553846153844
Blood,KLRK1,CD4_T,NL→CR,NL,CR,0.06294435,0.0076653133,-87.80000305175781,↓,0.035714,*,15/15,5,3,0.18226455172413794
Blood,KLRK1,CD4_T,IT→IA,IT,IA,0.030386493,0.029880572,-1.7000000476837158,↓,0.730159,NS,12/20,5,4,1.0
Blood,KLRK1,CD4_T,IA→AR,IA,AR,0.029880572,0.010804721,-63.79999923706055,↓,1.0,NS,6/12,4,3,1.0
Blood,KLRK1,CD4_T,CR→AR,CR,AR,0.0076653133,0.010804721,41.0,↑,0.4,NS,7/9,3,3,0.6964705882352942
Blood,KLRK1,CD8_T,NL→IT,NL,IT,0.38346463,0.36076808,-5.900000095367432,↓,1.0,NS,12/25,5,5,1.0
Blood,KLRK1,CD8_T,NL→IA,NL,IA,0.38346463,0.12839057,-66.5,↓,0.031746,*,19/20,5,4,0.361416
Blood,KLRK1,CD8_T,NL→AR,NL,AR,0.38346463,0.2760469,-28.0,↓,0.571429,NS,10/15,5,3,0.919255347826087
Blood,KLRK1,CD8_T,NL→CR,NL,CR,0.38346463,0.118276775,-69.19999694824219,↓,0.035714,*,15/15,5,3,0.2117584
Blood,KLRK1,CD8_T,IT→IA,IT,IA,0.36076808,0.12839057,-64.4000015258789,↓,0.063492,†,18/20,5,4,0.8982250588235294
Blood,KLRK1,CD8_T,IA→AR,IA,AR,0.12839057,0.2760469,115.0,↑,0.628571,NS,8/12,4,3,1.0
Blood,KLRK1,CD8_T,CR→AR,CR,AR,0.118276775,0.2760469,133.39999389648438,↑,0.4,NS,7/9,3,3,0.6804597701149426
Blood,KLRK1,NK,NL→IT,NL,IT,0.44230732,0.36877856,-16.600000381469727,↓,0.84127,NS,14/25,5,5,1.0
Blood,KLRK1,NK,NL→IA,NL,IA,0.44230732,0.16346508,-63.0,↓,0.031746,*,19/20,5,4,0.195767
Blood,KLRK1,NK,NL→AR,NL,AR,0.44230732,0.28440726,-35.70000076293945,↓,0.571429,NS,10/15,5,3,0.7903877757009344
Blood,KLRK1,NK,NL→CR,NL,CR,0.44230732,0.11811771,-73.30000305175781,↓,0.035714,*,15/15,5,3,0.18255034482758623
Blood,KLRK1,NK,IT→IA,IT,IA,0.36877856,0.16346508,-55.70000076293945,↓,0.063492,†,18/20,5,4,0.836702794520548
Blood,KLRK1,NK,IA→AR,IA,AR,0.16346508,0.28440726,74.0,↑,0.628571,NS,8/12,4,3,1.0
Blood,KLRK1,NK,CR→AR,CR,AR,0.11811771,0.28440726,140.8000030517578,↑,1.0,NS,5/9,3,3,1.0
Blood,KLRK1,B,NL→IT,NL,IT,0.010366917,0.004830531,-53.400001525878906,↓,0.66643,NS,13/25,5,5,0.8886125913043479
Blood,KLRK1,B,NL→IA,NL,IA,0.010366917,0.004885484,-52.900001525878906,↓,0.708624,NS,11/20,5,4,0.9735453333333334
Blood,KLRK1,B,NL→AR,NL,AR,0.010366917,0.009433726,-9.0,↓,0.764228,NS,6/15,5,3,0.9690472666666666
Blood,KLRK1,B,NL→CR,NL,CR,0.010366917,0.004147634,-60.0,↓,0.764228,NS,9/15,5,3,0.9531612459016393
Blood,KLRK1,B,IT→IA,IT,IA,0.004830531,0.004885484,1.100000023841858,↑,0.900865,NS,10/20,5,4,1.0
Blood,KLRK1,B,IA→AR,IA,AR,0.004885484,0.009433726,93.0999984741211,↑,1.0,NS,6/12,4,3,1.0
Blood,KLRK1,B,CR→AR,CR,AR,0.004147634,0.009433726,127.4000015258789,↑,0.7,NS,3/9,3,3,0.9333333333333332
Blood,KLRK1,PlasmaB,NL→IT,NL,IT,0.0,0.0,0.0,↑,1.0,NS,0/25,5,5,1.0
Blood,KLRK1,PlasmaB,NL→IA,NL,IA,0.0,0.0,0.0,↑,1.0,NS,0/20,5,4,1.0
Blood,KLRK1,PlasmaB,NL→AR,NL,AR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,KLRK1,PlasmaB,NL→CR,NL,CR,0.0,0.0072528985,99999.0,↑,0.3017,NS,5/15,5,3,0.5651879499999999
Blood,KLRK1,PlasmaB,IT→IA,IT,IA,0.0,0.0,0.0,↑,1.0,NS,0/20,5,4,1.0
Blood,KLRK1,PlasmaB,IA→AR,IA,AR,0.0,0.0,0.0,↑,1.0,NS,0/12,4,3,1.0
Blood,KLRK1,PlasmaB,CR→AR,CR,AR,0.0072528985,0.0,-100.0,↓,0.504985,NS,3/9,3,3,0.8238476923076922
Blood,LAG3,Myeloid,NL→IT,NL,IT,0.0017271513,0.00090507243,-47.59999847412109,↓,0.79717,NS,5/25,5,5,0.9504424427480916
Blood,LAG3,Myeloid,NL→IA,NL,IA,0.0017271513,0.0020133194,16.600000381469727,↑,0.347654,NS,12/20,5,4,0.5592694782608696
Blood,LAG3,Myeloid,NL→AR,NL,AR,0.0017271513,0.00087654823,-49.20000076293945,↓,0.494525,NS,3/15,5,3,0.724650495049505
Blood,LAG3,Myeloid,NL→CR,NL,CR,0.0017271513,0.0010055177,-41.79999923706055,↓,0.203872,NS,3/15,5,3,0.40659340659340654
Blood,LAG3,Myeloid,IT→IA,IT,IA,0.00090507243,0.0020133194,122.4000015258789,↑,0.608874,NS,11/20,5,4,1.0
Blood,LAG3,Myeloid,IA→AR,IA,AR,0.0020133194,0.00087654823,-56.5,↓,1.0,NS,6/12,4,3,1.0
Blood,LAG3,Myeloid,CR→AR,CR,AR,0.0010055177,0.00087654823,-12.800000190734863,↓,0.7,NS,6/9,3,3,0.856198347107438
Blood,LAG3,CD4_T,NL→IT,NL,IT,0.17870222,0.08146901,-54.400001525878906,↓,0.84127,NS,14/25,5,5,1.0
Blood,LAG3,CD4_T,NL→IA,NL,IA,0.17870222,0.17108649,-4.300000190734863,↓,1.0,NS,10/20,5,4,1.0
Blood,LAG3,CD4_T,NL→AR,NL,AR,0.17870222,0.05823565,-67.4000015258789,↓,0.785714,NS,9/15,5,3,0.961038611570248
Blood,LAG3,CD4_T,NL→CR,NL,CR,0.17870222,0.058559652,-67.19999694824219,↓,0.785714,NS,9/15,5,3,0.9084818124999999
Blood,LAG3,CD4_T,IT→IA,IT,IA,0.08146901,0.17108649,110.0,↑,0.904762,NS,9/20,5,4,1.0
Blood,LAG3,CD4_T,IA→AR,IA,AR,0.17108649,0.05823565,-66.0,↓,0.4,NS,9/12,4,3,1.0
Blood,LAG3,CD4_T,CR→AR,CR,AR,0.058559652,0.05823565,-0.6000000238418579,↓,0.7,NS,3/9,3,3,0.8705882352941176
Blood,LAG3,CD8_T,NL→IT,NL,IT,0.35271013,0.19458315,-44.79999923706055,↓,0.222222,NS,19/25,5,5,0.6448795294117647
Blood,LAG3,CD8_T,NL→IA,NL,IA,0.35271013,0.43728137,24.0,↑,0.904762,NS,9/20,5,4,1.0
Blood,LAG3,CD8_T,NL→AR,NL,AR,0.35271013,0.25831163,-26.799999237060547,↓,1.0,NS,7/15,5,3,1.0
Blood,LAG3,CD8_T,NL→CR,NL,CR,0.35271013,0.15723425,-55.400001525878906,↓,0.25,NS,12/15,5,3,0.536231884057971
Blood,LAG3,CD8_T,IT→IA,IT,IA,0.19458315,0.43728137,124.6999969482422,↑,0.730159,NS,12/20,5,4,1.0
Blood,LAG3,CD8_T,IA→AR,IA,AR,0.43728137,0.25831163,-40.900001525878906,↓,0.857143,NS,5/12,4,3,1.0
Blood,LAG3,CD8_T,CR→AR,CR,AR,0.15723425,0.25831163,64.30000305175781,↑,0.7,NS,6/9,3,3,0.8633333333333333
Blood,LAG3,NK,NL→IT,NL,IT,0.35351855,0.28058332,-20.600000381469727,↓,1.0,NS,13/25,5,5,1.0
Blood,LAG3,NK,NL→IA,NL,IA,0.35351855,0.26557332,-24.89999961853028,↓,1.0,NS,10/20,5,4,1.0
Blood,LAG3,NK,NL→AR,NL,AR,0.35351855,0.23384617,-33.900001525878906,↓,1.0,NS,8/15,5,3,1.0
Blood,LAG3,NK,NL→CR,NL,CR,0.35351855,0.20459051,-42.09999847412109,↓,0.785714,NS,9/15,5,3,0.9084818124999999
Blood,LAG3,NK,IT→IA,IT,IA,0.28058332,0.26557332,-5.300000190734863,↓,1.0,NS,10/20,5,4,1.0
Blood,LAG3,NK,IA→AR,IA,AR,0.26557332,0.23384617,-11.899999618530272,↓,1.0,NS,6/12,4,3,1.0
Blood,LAG3,NK,CR→AR,CR,AR,0.20459051,0.23384617,14.300000190734863,↑,0.7,NS,3/9,3,3,0.9168141592920354
Blood,LAG3,B,NL→IT,NL,IT,0.0015464793,0.00094726554,-38.70000076293945,↓,0.79717,NS,5/25,5,5,0.9881584126984126
Blood,LAG3,B,NL→IA,NL,IA,0.0015464793,0.0037834998,144.6999969482422,↑,0.466854,NS,9/20,5,4,0.8225522857142857
Blood,LAG3,B,NL→AR,NL,AR,0.0015464793,0.00038692832,-75.0,↓,1.0,NS,3/15,5,3,1.0
Blood,LAG3,B,NL→CR,NL,CR,0.0015464793,0.0010170256,-34.20000076293945,↓,0.494525,NS,3/15,5,3,0.8902262315789473
Blood,LAG3,B,IT→IA,IT,IA,0.00094726554,0.0037834998,299.3999938964844,↑,0.502335,NS,10/20,5,4,1.0
Blood,LAG3,B,IA→AR,IA,AR,0.0037834998,0.00038692832,-89.80000305175781,↓,0.558452,NS,6/12,4,3,1.0
Blood,LAG3,B,CR→AR,CR,AR,0.0010170256,0.00038692832,-62.0,↓,0.642835,NS,5/9,3,3,0.9333333333333332
Blood,LAG3,PlasmaB,NL→IT,NL,IT,0.029767847,0.020161372,-32.29999923706055,↓,0.480177,NS,5/25,5,5,0.7809472087912087
Blood,LAG3,PlasmaB,NL→IA,NL,IA,0.029767847,0.020723872,-30.39999961853028,↓,0.347654,NS,4/20,5,4,0.6461384
Blood,LAG3,PlasmaB,NL→AR,NL,AR,0.029767847,0.0,-100.0,↓,0.605577,NS,3/15,5,3,0.9848944615384615
Blood,LAG3,PlasmaB,NL→CR,NL,CR,0.029767847,0.0,-100.0,↓,0.605577,NS,3/15,5,3,0.89625396
Blood,LAG3,PlasmaB,IT→IA,IT,IA,0.020161372,0.020723872,2.799999952316284,↑,0.708624,NS,11/20,5,4,1.0
Blood,LAG3,PlasmaB,IA→AR,IA,AR,0.020723872,0.0,-100.0,↓,0.11867,NS,9/12,4,3,1.0
Blood,LAG3,PlasmaB,CR→AR,CR,AR,0.0,0.0,0.0,↑,1.0,NS,0/9,3,3,1.0
Blood,LAYN,Myeloid,NL→IT,NL,IT,0.0,0.0017457635,99999.0,↑,0.02537,*,20/25,5,5,0.1501904
Blood,LAYN,Myeloid,NL→IA,NL,IA,0.0,0.0019790349,99999.0,↑,0.04162,*,15/20,5,4,0.18665939393939393
Blood,LAYN,Myeloid,NL→AR,NL,AR,0.0,0.0043391082,99999.0,↑,0.016805,*,15/15,5,3,0.18907000000000002
Blood,LAYN,Myeloid,NL→CR,NL,CR,0.0,0.006406261,99999.0,↑,0.016805,*,15/15,5,3,0.12031727272727273
Blood,LAYN,Myeloid,IT→IA,IT,IA,0.0017457635,0.0019790349,13.399999618530272,↑,0.805701,NS,11/20,5,4,1.0
Blood,LAYN,Myeloid,IA→AR,IA,AR,0.0019790349,0.0043391082,119.3000030517578,↑,0.857143,NS,7/12,4,3,1.0
Blood,LAYN,Myeloid,CR→AR,CR,AR,0.006406261,0.0043391082,-32.29999923706055,↓,0.7,NS,6/9,3,3,0.856198347107438
Blood,LAYN,CD4_T,NL→IT,NL,IT,0.009453646,0.004453427,-52.900001525878906,↓,0.401965,NS,8/25,5,5,0.847422
Blood,LAYN,CD4_T,NL→IA,NL,IA,0.009453646,0.029038215,207.1999969482422,↑,0.109855,NS,17/20,5,4,0.5304654193548387
Blood,LAYN,CD4_T,NL→AR,NL,AR,0.009453646,0.005854948,-38.09999847412109,↓,0.230243,NS,3/15,5,3,0.578125
Blood,LAYN,CD4_T,NL→CR,NL,CR,0.009453646,0.00503484,-46.70000076293945,↓,0.230243,NS,3/15,5,3,0.4805194805194805
Blood,LAYN,CD4_T,IT→IA,IT,IA,0.004453427,0.029038215,552.0,↑,0.190476,NS,16/20,5,4,1.0
Blood,LAYN,CD4_T,IA→AR,IA,AR,0.029038215,0.005854948,-79.80000305175781,↓,0.857143,NS,7/12,4,3,1.0
Blood,LAYN,CD4_T,CR→AR,CR,AR,0.00503484,0.005854948,16.299999237060547,↑,0.4,NS,7/9,3,3,0.6964705882352942
Blood,LAYN,CD8_T,NL→IT,NL,IT,0.004467685,0.0043944875,-1.600000023841858,↓,0.450644,NS,7/25,5,5,0.8336914
Blood,LAYN,CD8_T,NL→IA,NL,IA,0.004467685,0.050804377,1037.199951171875,↑,0.262239,NS,15/20,5,4,0.7688304000000001
Blood,LAYN,CD8_T,NL→AR,NL,AR,0.004467685,0.006157112,37.79999923706055,↑,0.2217,NS,12/15,5,3,0.6981132075471698
Blood,LAYN,CD8_T,NL→CR,NL,CR,0.004467685,0.011679995,161.39999389648438,↑,0.2217,NS,12/15,5,3,0.536231884057971
Blood,LAYN,CD8_T,IT→IA,IT,IA,0.0043944875,0.050804377,1056.0999755859375,↑,0.730159,NS,12/20,5,4,1.0
Blood,LAYN,CD8_T,IA→AR,IA,AR,0.050804377,0.006157112,-87.9000015258789,↓,1.0,NS,6/12,4,3,1.0
Blood,LAYN,CD8_T,CR→AR,CR,AR,0.011679995,0.006157112,-47.29999923706055,↓,0.1,NS,9/9,3,3,0.3609756097560976
Blood,LAYN,NK,NL→IT,NL,IT,0.0063397735,0.0039057,-38.400001525878906,↓,0.832519,NS,13/25,5,5,1.0
Blood,LAYN,NK,NL→IA,NL,IA,0.0063397735,0.010325484,62.900001525878906,↑,0.902117,NS,11/20,5,4,1.0
Blood,LAYN,NK,NL→AR,NL,AR,0.0063397735,0.00019989871,-96.8000030517578,↓,0.340617,NS,9/15,5,3,0.6389322637362637
