tissue,gene,lineage,comparison,stage1,stage2,mean_s1,mean_s2,pct_change,direction,p_value,sig,consistency,n_s1,n_s2,q_value
Liver,NCAM1,CD8_T,CR→AR,CR,AR,0.043543477,0.033338558,-23.39999961853028,↓,0.2,NS,8/9,3,3,1.0
Liver,NCAM1,NK,NL→IT,NL,IT,0.24151589,0.36985874,53.09999847412109,↑,0.093074,†,29/36,6,6,0.8992825333333333
Liver,NCAM1,NK,NL→IA,NL,IA,0.24151589,0.28558326,18.200000762939453,↑,0.329004,NS,21/30,6,5,0.936396
Liver,NCAM1,NK,NL→AR,NL,AR,0.24151589,0.3096724,28.200000762939453,↑,0.047619,*,17/18,6,3,0.639138
Liver,NCAM1,NK,NL→CR,NL,CR,0.24151589,0.41215646,70.69999694824219,↑,0.02381,*,18/18,6,3,0.39154222222222224
Liver,NCAM1,NK,IT→IA,IT,IA,0.36985874,0.28558326,-22.799999237060547,↓,0.536797,NS,19/30,6,5,1.0
Liver,NCAM1,NK,IA→AR,IA,AR,0.28558326,0.3096724,8.399999618530273,↑,1.0,NS,7/15,5,3,1.0
Liver,NCAM1,NK,CR→AR,CR,AR,0.41215646,0.3096724,-24.89999961853028,↓,0.2,NS,8/9,3,3,0.9773584905660376
Liver,NCAM1,B,NL→IT,NL,IT,0.0,0.016721599,99999.0,↑,0.13638,NS,12/30,6,5,0.9729026666666667
Liver,NCAM1,B,NL→IA,NL,IA,0.0,0.0,0.0,↑,1.0,NS,0/30,6,5,1.0
Liver,NCAM1,B,NL→AR,NL,AR,0.0,0.0,0.0,↑,1.0,NS,0/18,6,3,1.0
Liver,NCAM1,B,NL→CR,NL,CR,0.0,0.0,0.0,↑,1.0,NS,0/18,6,3,1.0
Liver,NCAM1,B,IT→IA,IT,IA,0.016721599,0.0,-100.0,↓,0.179712,NS,10/25,5,5,1.0
Liver,NCAM1,B,IA→AR,IA,AR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Liver,NCAM1,B,CR→AR,CR,AR,0.0,0.0,0.0,↑,1.0,NS,0/9,3,3,1.0
Liver,NCAM1,PlasmaB,NL→IT,NL,IT,0.00064039906,0.003901916,509.2999877929688,↑,0.892295,NS,6/30,6,5,1.0
Liver,NCAM1,PlasmaB,NL→IA,NL,IA,0.00064039906,0.009247299,1344.0,↑,0.892295,NS,6/30,6,5,1.0
Liver,NCAM1,PlasmaB,NL→AR,NL,AR,0.00064039906,0.0,-100.0,↓,0.637352,NS,3/18,6,3,1.0
Liver,NCAM1,PlasmaB,NL→CR,NL,CR,0.00064039906,0.0,-100.0,↓,0.637352,NS,3/18,6,3,0.9528090505050505
Liver,NCAM1,PlasmaB,IT→IA,IT,IA,0.003901916,0.009247299,137.0,↑,1.0,NS,5/25,5,5,1.0
Liver,NCAM1,PlasmaB,IA→AR,IA,AR,0.009247299,0.0,-100.0,↓,0.605577,NS,3/15,5,3,1.0
Liver,NCAM1,PlasmaB,CR→AR,CR,AR,0.0,0.0,0.0,↑,1.0,NS,0/9,3,3,1.0
Liver,NCR1,Myeloid,NL→IT,NL,IT,0.0,0.006007777,99999.0,↑,0.028441,*,24/36,6,6,0.4209268
Liver,NCR1,Myeloid,NL→IA,NL,IA,0.0,0.00023287589,99999.0,↑,0.36131,NS,6/30,6,5,0.9219634482758622
Liver,NCR1,Myeloid,NL→AR,NL,AR,0.0,0.005324956,99999.0,↑,0.238593,NS,6/18,6,3,0.9229033333333334
Liver,NCR1,Myeloid,NL→CR,NL,CR,0.0,0.007007266,99999.0,↑,0.05183,†,12/18,6,3,0.4794275
Liver,NCR1,Myeloid,IT→IA,IT,IA,0.006007777,0.00023287589,-96.0999984741211,↓,0.090584,†,20/30,6,5,0.942557923076923
Liver,NCR1,Myeloid,IA→AR,IA,AR,0.00023287589,0.005324956,2186.60009765625,↑,0.69627,NS,5/15,5,3,1.0
Liver,NCR1,Myeloid,CR→AR,CR,AR,0.007007266,0.005324956,-24.0,↓,1.0,NS,4/9,3,3,1.0
Liver,NCR1,CD4_T,NL→IT,NL,IT,0.023593163,0.06727283,185.1000061035156,↑,0.818182,NS,20/36,6,6,0.968727488
Liver,NCR1,CD4_T,NL→IA,NL,IA,0.023593163,0.020804236,-11.800000190734863,↓,0.792208,NS,17/30,6,5,0.9379742719999999
Liver,NCR1,CD4_T,NL→AR,NL,AR,0.023593163,0.033059243,40.09999847412109,↑,0.547619,NS,12/18,6,3,0.9424140930232558
Liver,NCR1,CD4_T,NL→CR,NL,CR,0.023593163,0.054756835,132.10000610351562,↑,0.047619,*,17/18,6,3,0.5034008571428571
Liver,NCR1,CD4_T,IT→IA,IT,IA,0.06727283,0.020804236,-69.0999984741211,↓,0.662338,NS,18/30,6,5,1.0
Liver,NCR1,CD4_T,IA→AR,IA,AR,0.020804236,0.033059243,58.900001525878906,↑,0.571429,NS,10/15,5,3,1.0
Liver,NCR1,CD4_T,CR→AR,CR,AR,0.054756835,0.033059243,-39.59999847412109,↓,0.1,NS,9/9,3,3,1.0
Liver,NCR1,CD8_T,NL→IT,NL,IT,0.03099992,0.04232608,36.5,↑,0.588745,NS,22/36,6,6,0.8891251020408163
Liver,NCR1,CD8_T,NL→IA,NL,IA,0.03099992,0.07990772,157.8000030517578,↑,0.177489,NS,23/30,6,5,0.5710515652173913
Liver,NCR1,CD8_T,NL→AR,NL,AR,0.03099992,0.08499845,174.1999969482422,↑,0.095238,†,16/18,6,3,0.44047575
Liver,NCR1,CD8_T,NL→CR,NL,CR,0.03099992,0.045350645,46.29999923706055,↑,0.166667,NS,15/18,6,3,0.6851865555555555
Liver,NCR1,CD8_T,IT→IA,IT,IA,0.04232608,0.07990772,88.80000305175781,↑,0.143215,NS,23/30,6,5,0.9705546930693069
Liver,NCR1,CD8_T,IA→AR,IA,AR,0.07990772,0.08499845,6.400000095367432,↑,1.0,NS,7/15,5,3,1.0
Liver,NCR1,CD8_T,CR→AR,CR,AR,0.045350645,0.08499845,87.4000015258789,↑,0.2,NS,8/9,3,3,1.0
Liver,NCR1,NK,NL→IT,NL,IT,0.35673332,0.39435968,10.5,↑,0.393939,NS,24/36,6,6,0.9659554193548386
Liver,NCR1,NK,NL→IA,NL,IA,0.35673332,0.4320181,21.100000381469727,↑,0.662338,NS,18/30,6,5,0.9517089708737864
Liver,NCR1,NK,NL→AR,NL,AR,0.35673332,0.4137237,16.0,↑,0.547619,NS,12/18,6,3,0.9424140930232558
Liver,NCR1,NK,NL→CR,NL,CR,0.35673332,0.57273835,60.59999847412109,↑,0.02381,*,18/18,6,3,0.39154222222222224
Liver,NCR1,NK,IT→IA,IT,IA,0.39435968,0.4320181,9.5,↑,1.0,NS,15/30,6,5,1.0
Liver,NCR1,NK,IA→AR,IA,AR,0.4320181,0.4137237,-4.199999809265137,↓,1.0,NS,8/15,5,3,1.0
Liver,NCR1,NK,CR→AR,CR,AR,0.57273835,0.4137237,-27.799999237060547,↓,0.1,NS,9/9,3,3,0.9773584905660376
Liver,NCR1,B,NL→IT,NL,IT,0.0017481172,0.0020621868,18.0,↑,1.0,NS,5/30,6,5,1.0
Liver,NCR1,B,NL→IA,NL,IA,0.0017481172,0.0051529454,194.8000030517578,↑,0.244817,NS,16/30,6,5,0.73038888
Liver,NCR1,B,NL→AR,NL,AR,0.0017481172,0.0,-100.0,↓,0.637352,NS,3/18,6,3,1.0
Liver,NCR1,B,NL→CR,NL,CR,0.0017481172,0.00204213,16.799999237060547,↑,0.859684,NS,5/18,6,3,1.0
Liver,NCR1,B,IT→IA,IT,IA,0.0020621868,0.0051529454,149.89999389648438,↑,0.346522,NS,13/25,5,5,1.0
Liver,NCR1,B,IA→AR,IA,AR,0.0051529454,0.0,-100.0,↓,0.171857,NS,9/15,5,3,1.0
Liver,NCR1,B,CR→AR,CR,AR,0.00204213,0.0,-100.0,↓,0.504985,NS,3/9,3,3,1.0
Liver,NCR1,PlasmaB,NL→IT,NL,IT,0.002735649,0.0,-100.0,↓,0.222994,NS,10/30,6,5,0.5690191724137931
Liver,NCR1,PlasmaB,NL→IA,NL,IA,0.002735649,0.0,-100.0,↓,0.222994,NS,10/30,6,5,0.6735328979591837
Liver,NCR1,PlasmaB,NL→AR,NL,AR,0.002735649,0.0,-100.0,↓,0.376759,NS,6/18,6,3,0.8291308235294117
Liver,NCR1,PlasmaB,NL→CR,NL,CR,0.002735649,0.0,-100.0,↓,0.376759,NS,6/18,6,3,0.7418538947368422
Liver,NCR1,PlasmaB,IT→IA,IT,IA,0.0,0.0,0.0,↑,1.0,NS,0/25,5,5,1.0
Liver,NCR1,PlasmaB,IA→AR,IA,AR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Liver,NCR1,PlasmaB,CR→AR,CR,AR,0.0,0.0,0.0,↑,1.0,NS,0/9,3,3,1.0
Liver,NCR3,Myeloid,NL→IT,NL,IT,0.004048454,0.018507758,357.20001220703125,↑,0.087399,†,26/36,6,6,0.4919625714285714
Liver,NCR3,Myeloid,NL→IA,NL,IA,0.004048454,0.0018302118,-54.79999923706055,↓,0.642347,NS,5/30,6,5,0.9901618585858585
Liver,NCR3,Myeloid,NL→AR,NL,AR,0.004048454,0.0029317867,-27.600000381469727,↓,0.859684,NS,3/18,6,3,1.0
Liver,NCR3,Myeloid,NL→CR,NL,CR,0.004048454,0.006407442,58.29999923706055,↑,0.859684,NS,5/18,6,3,1.0
Liver,NCR3,Myeloid,IT→IA,IT,IA,0.018507758,0.0018302118,-90.0999984741211,↓,0.092601,†,23/30,6,5,0.942557923076923
Liver,NCR3,Myeloid,IA→AR,IA,AR,0.0018302118,0.0029317867,60.20000076293945,↑,1.0,NS,5/15,5,3,1.0
Liver,NCR3,Myeloid,CR→AR,CR,AR,0.006407442,0.0029317867,-54.20000076293945,↓,1.0,NS,3/9,3,3,1.0
Liver,NCR3,CD4_T,NL→IT,NL,IT,0.5378199,0.2677185,-50.20000076293945,↓,0.002165,**,36/36,6,6,0.10680666666666665
Liver,NCR3,CD4_T,NL→IA,NL,IA,0.5378199,0.23126689,-57.0,↓,0.017316,*,28/30,6,5,0.160173
Liver,NCR3,CD4_T,NL→AR,NL,AR,0.5378199,0.33897606,-37.0,↓,0.095238,†,16/18,6,3,0.6016272195121951
Liver,NCR3,CD4_T,NL→CR,NL,CR,0.5378199,0.3289995,-38.79999923706055,↓,0.166667,NS,15/18,6,3,0.6166679
Liver,NCR3,CD4_T,IT→IA,IT,IA,0.2677185,0.23126689,-13.600000381469728,↓,0.536797,NS,19/30,6,5,1.0
Liver,NCR3,CD4_T,IA→AR,IA,AR,0.23126689,0.33897606,46.59999847412109,↑,0.25,NS,12/15,5,3,1.0
Liver,NCR3,CD4_T,CR→AR,CR,AR,0.3289995,0.33897606,3.0,↑,0.7,NS,6/9,3,3,1.0
Liver,NCR3,CD8_T,NL→IT,NL,IT,0.73199576,0.46769443,-36.09999847412109,↓,0.132035,NS,28/36,6,6,0.5142415789473685
Liver,NCR3,CD8_T,NL→IA,NL,IA,0.73199576,0.2701541,-63.09999847412109,↓,0.017316,*,28/30,6,5,0.284752
Liver,NCR3,CD8_T,NL→AR,NL,AR,0.73199576,0.37131432,-49.29999923706055,↓,0.166667,NS,15/18,6,3,0.5138899166666666
Liver,NCR3,CD8_T,NL→CR,NL,CR,0.73199576,0.4411278,-39.70000076293945,↓,0.380952,NS,13/18,6,3,0.8673984
Liver,NCR3,CD8_T,IT→IA,IT,IA,0.46769443,0.2701541,-42.20000076293945,↓,0.125541,NS,24/30,6,5,0.9705546930693069
Liver,NCR3,CD8_T,IA→AR,IA,AR,0.2701541,0.37131432,37.400001525878906,↑,0.392857,NS,11/15,5,3,1.0
Liver,NCR3,CD8_T,CR→AR,CR,AR,0.4411278,0.37131432,-15.800000190734863,↓,0.7,NS,6/9,3,3,1.0
Liver,NCR3,NK,NL→IT,NL,IT,0.51179975,0.47450534,-7.300000190734863,↓,0.937229,NS,19/36,6,6,1.0
Liver,NCR3,NK,NL→IA,NL,IA,0.51179975,0.43039495,-15.899999618530272,↓,0.792208,NS,17/30,6,5,0.9852670924369749
Liver,NCR3,NK,NL→AR,NL,AR,0.51179975,0.61041254,19.299999237060547,↑,0.380952,NS,13/18,6,3,0.8415059104477612
Liver,NCR3,NK,NL→CR,NL,CR,0.51179975,0.55820554,9.100000381469728,↑,1.0,NS,9/18,6,3,1.0
Liver,NCR3,NK,IT→IA,IT,IA,0.47450534,0.43039495,-9.300000190734863,↓,0.930736,NS,16/30,6,5,1.0
Liver,NCR3,NK,IA→AR,IA,AR,0.43039495,0.61041254,41.79999923706055,↑,0.071429,†,14/15,5,3,1.0
Liver,NCR3,NK,CR→AR,CR,AR,0.55820554,0.61041254,9.399999618530272,↑,0.7,NS,6/9,3,3,0.9773584905660376
Liver,NCR3,B,NL→IT,NL,IT,0.29199076,0.26666826,-8.699999809265137,↓,1.0,NS,15/30,6,5,1.0
Liver,NCR3,B,NL→IA,NL,IA,0.29199076,0.28044572,-4.0,↓,0.662338,NS,12/30,6,5,0.8993213211009173
Liver,NCR3,B,NL→AR,NL,AR,0.29199076,0.51261574,75.5999984741211,↑,0.095238,†,16/18,6,3,0.7047612
Liver,NCR3,B,NL→CR,NL,CR,0.29199076,0.25369737,-13.100000381469728,↓,1.0,NS,9/18,6,3,1.0
Liver,NCR3,B,IT→IA,IT,IA,0.26666826,0.28044572,5.199999809265137,↑,1.0,NS,13/25,5,5,1.0
Liver,NCR3,B,IA→AR,IA,AR,0.28044572,0.51261574,82.80000305175781,↑,0.035714,*,15/15,5,3,1.0
Liver,NCR3,B,CR→AR,CR,AR,0.25369737,0.51261574,102.0999984741211,↑,0.1,NS,9/9,3,3,0.9548387096774195
Liver,NCR3,PlasmaB,NL→IT,NL,IT,0.006965339,0.0,-100.0,↓,0.222994,NS,10/30,6,5,0.5690191724137931
Liver,NCR3,PlasmaB,NL→IA,NL,IA,0.006965339,0.022674594,225.5,↑,0.19562,NS,18/30,6,5,0.6293860869565218
Liver,NCR3,PlasmaB,NL→AR,NL,AR,0.006965339,0.0,-100.0,↓,0.376759,NS,6/18,6,3,0.8291308235294117
Liver,NCR3,PlasmaB,NL→CR,NL,CR,0.006965339,0.0,-100.0,↓,0.376759,NS,6/18,6,3,0.7418538947368422
Liver,NCR3,PlasmaB,IT→IA,IT,IA,0.0,0.022674594,99999.0,↑,0.072006,†,15/25,5,5,1.0
Liver,NCR3,PlasmaB,IA→AR,IA,AR,0.022674594,0.0,-100.0,↓,0.171857,NS,9/15,5,3,1.0
Liver,NCR3,PlasmaB,CR→AR,CR,AR,0.0,0.0,0.0,↑,1.0,NS,0/9,3,3,1.0
Liver,NDUFA1,Myeloid,NL→IT,NL,IT,1.2734767,1.3261968,4.099999904632568,↑,0.588745,NS,22/36,6,6,0.7921296363636363
Liver,NDUFA1,Myeloid,NL→IA,NL,IA,1.2734767,1.1646984,-8.5,↓,0.792208,NS,17/30,6,5,1.0
Liver,NDUFA1,Myeloid,NL→AR,NL,AR,1.2734767,1.4210142,11.600000381469728,↑,0.380952,NS,13/18,6,3,0.9556084067796611
Liver,NDUFA1,Myeloid,NL→CR,NL,CR,1.2734767,1.463085,14.899999618530272,↑,0.380952,NS,13/18,6,3,0.7940971267605634
Liver,NDUFA1,Myeloid,IT→IA,IT,IA,1.3261968,1.1646984,-12.199999809265137,↓,0.930736,NS,16/30,6,5,1.0
Liver,NDUFA1,Myeloid,IA→AR,IA,AR,1.1646984,1.4210142,22.0,↑,1.0,NS,8/15,5,3,1.0
Liver,NDUFA1,Myeloid,CR→AR,CR,AR,1.463085,1.4210142,-2.900000095367432,↓,0.7,NS,6/9,3,3,1.0
Liver,NDUFA1,CD4_T,NL→IT,NL,IT,1.0595206,1.1837851,11.699999809265137,↑,0.24026,NS,26/36,6,6,0.6130772413793104
Liver,NDUFA1,CD4_T,NL→IA,NL,IA,1.0595206,1.0534503,-0.6000000238418579,↓,0.792208,NS,13/30,6,5,0.9379742719999999
Liver,NDUFA1,CD4_T,NL→AR,NL,AR,1.0595206,1.240726,17.100000381469727,↑,0.095238,†,16/18,6,3,0.6016272195121951
Liver,NDUFA1,CD4_T,NL→CR,NL,CR,1.0595206,1.3508121,27.5,↑,0.047619,*,17/18,6,3,0.5034008571428571
Liver,NDUFA1,CD4_T,IT→IA,IT,IA,1.1837851,1.0534503,-11.0,↓,0.536797,NS,19/30,6,5,1.0
Liver,NDUFA1,CD4_T,IA→AR,IA,AR,1.0534503,1.240726,17.799999237060547,↑,0.571429,NS,10/15,5,3,1.0
Liver,NDUFA1,CD4_T,CR→AR,CR,AR,1.3508121,1.240726,-8.100000381469727,↓,0.2,NS,8/9,3,3,1.0
Liver,NDUFA1,CD8_T,NL→IT,NL,IT,1.1194102,1.3143686,17.399999618530273,↑,0.132035,NS,28/36,6,6,0.5142415789473685
Liver,NDUFA1,CD8_T,NL→IA,NL,IA,1.1194102,1.118294,-0.1000000014901161,↓,0.930736,NS,16/30,6,5,1.0
Liver,NDUFA1,CD8_T,NL→AR,NL,AR,1.1194102,1.2056414,7.699999809265137,↑,0.547619,NS,12/18,6,3,0.8024516039603959
Liver,NDUFA1,CD8_T,NL→CR,NL,CR,1.1194102,1.3444933,20.100000381469727,↑,0.02381,*,18/18,6,3,0.2936566666666667
Liver,NDUFA1,CD8_T,IT→IA,IT,IA,1.3143686,1.118294,-14.899999618530272,↓,0.428571,NS,20/30,6,5,0.9705546930693069
Liver,NDUFA1,CD8_T,IA→AR,IA,AR,1.118294,1.2056414,7.800000190734863,↑,0.785714,NS,9/15,5,3,1.0
Liver,NDUFA1,CD8_T,CR→AR,CR,AR,1.3444933,1.2056414,-10.300000190734863,↓,0.1,NS,9/9,3,3,1.0
Liver,NDUFA1,NK,NL→IT,NL,IT,1.0407916,1.0893203,4.699999809265137,↑,0.309524,NS,25/36,6,6,0.9348888163265306
Liver,NDUFA1,NK,NL→IA,NL,IA,1.0407916,1.0277563,-1.2999999523162842,↓,0.930736,NS,14/30,6,5,1.0
Liver,NDUFA1,NK,NL→AR,NL,AR,1.0407916,1.1619931,11.600000381469728,↑,0.261905,NS,14/18,6,3,0.8415059104477612
Liver,NDUFA1,NK,NL→CR,NL,CR,1.0407916,1.244154,19.5,↑,0.02381,*,18/18,6,3,0.39154222222222224
Liver,NDUFA1,NK,IT→IA,IT,IA,1.0893203,1.0277563,-5.699999809265137,↓,0.792208,NS,17/30,6,5,1.0
Liver,NDUFA1,NK,IA→AR,IA,AR,1.0277563,1.1619931,13.100000381469728,↑,0.571429,NS,10/15,5,3,1.0
Liver,NDUFA1,NK,CR→AR,CR,AR,1.244154,1.1619931,-6.599999904632568,↓,0.4,NS,7/9,3,3,0.9773584905660376
Liver,NDUFA1,B,NL→IT,NL,IT,0.7853753,1.0453905,33.099998474121094,↑,0.030303,*,27/30,6,5,0.6406919999999999
Liver,NDUFA1,B,NL→IA,NL,IA,0.7853753,0.8561028,9.0,↑,0.662338,NS,18/30,6,5,0.8993213211009173
Liver,NDUFA1,B,NL→AR,NL,AR,0.7853753,1.0823966,37.79999923706055,↑,0.047619,*,17/18,6,3,0.7047612
Liver,NDUFA1,B,NL→CR,NL,CR,0.7853753,1.1293312,43.79999923706055,↑,0.047619,*,17/18,6,3,0.8075404166666666
Liver,NDUFA1,B,IT→IA,IT,IA,1.0453905,0.8561028,-18.100000381469727,↓,0.420635,NS,17/25,5,5,1.0
Liver,NDUFA1,B,IA→AR,IA,AR,0.8561028,1.0823966,26.39999961853028,↑,0.25,NS,12/15,5,3,1.0
Liver,NDUFA1,B,CR→AR,CR,AR,1.1293312,1.0823966,-4.199999809265137,↓,1.0,NS,5/9,3,3,1.0
Liver,NDUFA1,PlasmaB,NL→IT,NL,IT,1.0029175,1.2831,27.89999961853028,↑,0.051948,†,26/30,6,5,0.28902814285714284
Liver,NDUFA1,PlasmaB,NL→IA,NL,IA,1.0029175,1.342893,33.900001525878906,↑,0.082251,†,25/30,6,5,0.4508573333333334
Liver,NDUFA1,PlasmaB,NL→AR,NL,AR,1.0029175,1.5029951,49.900001525878906,↑,0.02381,*,18/18,6,3,0.2202425
Liver,NDUFA1,PlasmaB,NL→CR,NL,CR,1.0029175,1.4017428,39.79999923706055,↑,0.02381,*,18/18,6,3,0.2710676923076923
Liver,NDUFA1,PlasmaB,IT→IA,IT,IA,1.2831,1.342893,4.699999809265137,↑,1.0,NS,13/25,5,5,1.0
Liver,NDUFA1,PlasmaB,IA→AR,IA,AR,1.342893,1.5029951,11.899999618530272,↑,1.0,NS,8/15,5,3,1.0
Liver,NDUFA1,PlasmaB,CR→AR,CR,AR,1.4017428,1.5029951,7.199999809265137,↑,0.7,NS,6/9,3,3,1.0
Liver,NDUFB1,Myeloid,NL→IT,NL,IT,1.1612062,1.1592289,-0.2000000029802322,↓,1.0,NS,18/36,6,6,1.0
Liver,NDUFB1,Myeloid,NL→IA,NL,IA,1.1612062,0.8061371,-30.600000381469727,↓,0.177489,NS,23/30,6,5,0.7960112727272728
Liver,NDUFB1,Myeloid,NL→AR,NL,AR,1.1612062,0.8458255,-27.200000762939453,↓,0.095238,†,16/18,6,3,0.9229033333333334
Liver,NDUFB1,Myeloid,NL→CR,NL,CR,1.1612062,1.0330023,-11.0,↓,0.166667,NS,15/18,6,3,0.7752388
Liver,NDUFB1,Myeloid,IT→IA,IT,IA,1.1592289,0.8061371,-30.5,↓,0.329004,NS,21/30,6,5,0.942557923076923
Liver,NDUFB1,Myeloid,IA→AR,IA,AR,0.8061371,0.8458255,4.900000095367432,↑,1.0,NS,7/15,5,3,1.0
Liver,NDUFB1,Myeloid,CR→AR,CR,AR,1.0330023,0.8458255,-18.100000381469727,↓,1.0,NS,5/9,3,3,1.0
Liver,NDUFB1,CD4_T,NL→IT,NL,IT,0.70552796,0.6659103,-5.599999904632568,↓,0.484848,NS,23/36,6,6,0.8062640898876405
Liver,NDUFB1,CD4_T,NL→IA,NL,IA,0.70552796,0.5793625,-17.899999618530273,↓,0.428571,NS,20/30,6,5,0.7462177411764706
Liver,NDUFB1,CD4_T,NL→AR,NL,AR,0.70552796,0.6570613,-6.900000095367432,↓,1.0,NS,9/18,6,3,1.0
Liver,NDUFB1,CD4_T,NL→CR,NL,CR,0.70552796,0.74430543,5.5,↑,0.904762,NS,10/18,6,3,1.0
Liver,NDUFB1,CD4_T,IT→IA,IT,IA,0.6659103,0.5793625,-13.0,↓,0.662338,NS,18/30,6,5,1.0
Liver,NDUFB1,CD4_T,IA→AR,IA,AR,0.5793625,0.6570613,13.399999618530272,↑,0.785714,NS,9/15,5,3,1.0
Liver,NDUFB1,CD4_T,CR→AR,CR,AR,0.74430543,0.6570613,-11.699999809265137,↓,0.7,NS,6/9,3,3,1.0
Liver,NDUFB1,CD8_T,NL→IT,NL,IT,0.67790437,0.73185325,8.0,↑,0.937229,NS,17/36,6,6,1.0
Liver,NDUFB1,CD8_T,NL→IA,NL,IA,0.67790437,0.54145986,-20.100000381469727,↓,0.329004,NS,21/30,6,5,0.6894403043478261
Liver,NDUFB1,CD8_T,NL→AR,NL,AR,0.67790437,0.6102065,-10.0,↓,0.547619,NS,12/18,6,3,0.8024516039603959
Liver,NDUFB1,CD8_T,NL→CR,NL,CR,0.67790437,0.7195163,6.099999904632568,↑,0.714286,NS,11/18,6,3,0.9523813333333333
Liver,NDUFB1,CD8_T,IT→IA,IT,IA,0.73185325,0.54145986,-26.0,↓,0.246753,NS,22/30,6,5,0.9705546930693069
Liver,NDUFB1,CD8_T,IA→AR,IA,AR,0.54145986,0.6102065,12.699999809265137,↑,0.785714,NS,9/15,5,3,1.0
Liver,NDUFB1,CD8_T,CR→AR,CR,AR,0.7195163,0.6102065,-15.199999809265137,↓,0.4,NS,7/9,3,3,1.0
Liver,NDUFB1,NK,NL→IT,NL,IT,0.6799829,0.7008843,3.0999999046325684,↑,0.937229,NS,19/36,6,6,1.0
Liver,NDUFB1,NK,NL→IA,NL,IA,0.6799829,0.5288626,-22.200000762939453,↓,0.329004,NS,21/30,6,5,0.936396
Liver,NDUFB1,NK,NL→AR,NL,AR,0.6799829,0.5634048,-17.100000381469727,↓,0.380952,NS,13/18,6,3,0.8415059104477612
Liver,NDUFB1,NK,NL→CR,NL,CR,0.6799829,0.7185595,5.699999809265137,↑,0.904762,NS,10/18,6,3,1.0
Liver,NDUFB1,NK,IT→IA,IT,IA,0.7008843,0.5288626,-24.5,↓,0.329004,NS,21/30,6,5,1.0
Liver,NDUFB1,NK,IA→AR,IA,AR,0.5288626,0.5634048,6.5,↑,0.785714,NS,9/15,5,3,1.0
Liver,NDUFB1,NK,CR→AR,CR,AR,0.7185595,0.5634048,-21.600000381469727,↓,0.4,NS,7/9,3,3,0.9773584905660376
Liver,NDUFB1,B,NL→IT,NL,IT,0.6084802,0.5820981,-4.300000190734863,↓,1.0,NS,15/30,6,5,1.0
Liver,NDUFB1,B,NL→IA,NL,IA,0.6084802,0.50016963,-17.799999237060547,↓,0.536797,NS,19/30,6,5,0.8730324835164834
Liver,NDUFB1,B,NL→AR,NL,AR,0.6084802,0.629523,3.5,↑,1.0,NS,9/18,6,3,1.0
Liver,NDUFB1,B,NL→CR,NL,CR,0.6084802,0.6078672,-0.1000000014901161,↓,0.714286,NS,11/18,6,3,1.0
Liver,NDUFB1,B,IT→IA,IT,IA,0.5820981,0.50016963,-14.100000381469728,↓,0.690476,NS,15/25,5,5,1.0
Liver,NDUFB1,B,IA→AR,IA,AR,0.50016963,0.629523,25.89999961853028,↑,0.571429,NS,10/15,5,3,1.0
Liver,NDUFB1,B,CR→AR,CR,AR,0.6078672,0.629523,3.5999999046325684,↑,1.0,NS,4/9,3,3,1.0
Liver,NDUFB1,PlasmaB,NL→IT,NL,IT,0.7248256,0.85937816,18.600000381469727,↑,0.662338,NS,18/30,6,5,0.8993213211009173
Liver,NDUFB1,PlasmaB,NL→IA,NL,IA,0.7248256,0.58997583,-18.600000381469727,↓,0.792208,NS,17/30,6,5,1.0
Liver,NDUFB1,PlasmaB,NL→AR,NL,AR,0.7248256,0.6133392,-15.399999618530272,↓,0.904762,NS,10/18,6,3,1.0
Liver,NDUFB1,PlasmaB,NL→CR,NL,CR,0.7248256,0.7299797,0.699999988079071,↑,0.904762,NS,10/18,6,3,1.0
Liver,NDUFB1,PlasmaB,IT→IA,IT,IA,0.85937816,0.58997583,-31.299999237060547,↓,0.420635,NS,17/25,5,5,1.0
Liver,NDUFB1,PlasmaB,IA→AR,IA,AR,0.58997583,0.6133392,4.0,↑,0.785714,NS,9/15,5,3,1.0
Liver,NDUFB1,PlasmaB,CR→AR,CR,AR,0.7299797,0.6133392,-16.0,↓,0.4,NS,7/9,3,3,1.0
Liver,NKG7,Myeloid,NL→IT,NL,IT,0.27912697,0.16375382,-41.29999923706055,↓,0.393939,NS,24/36,6,6,0.6883820229885057
Liver,NKG7,Myeloid,NL→IA,NL,IA,0.27912697,0.15600117,-44.09999847412109,↓,0.329004,NS,21/30,6,5,0.9219634482758622
Liver,NKG7,Myeloid,NL→AR,NL,AR,0.27912697,0.10611411,-62.0,↓,0.166667,NS,15/18,6,3,0.9229033333333334
Liver,NKG7,Myeloid,NL→CR,NL,CR,0.27912697,0.11631725,-58.29999923706055,↓,0.261905,NS,14/18,6,3,0.7752388
Liver,NKG7,Myeloid,IT→IA,IT,IA,0.16375382,0.15600117,-4.699999809265137,↓,0.792208,NS,17/30,6,5,1.0
Liver,NKG7,Myeloid,IA→AR,IA,AR,0.15600117,0.10611411,-32.0,↓,0.571429,NS,10/15,5,3,1.0
Liver,NKG7,Myeloid,CR→AR,CR,AR,0.11631725,0.10611411,-8.800000190734863,↓,1.0,NS,4/9,3,3,1.0
