tissue,lineage,pathway,comparison,stage1,stage2,mean_s1,mean_s2,pct_change,direction,p_value,sig,consistency,n_s1,n_s2
Liver,CD8_T,checkpoint,NL→CR,NL,CR,0.090449,0.09826,8.6,↑,0.166667,NS,15/18,6,3
Liver,CD8_T,checkpoint,IT→IA,IT,IA,0.128643,0.152823,18.8,↑,0.428571,NS,20/30,6,5
Liver,CD8_T,checkpoint,IA→AR,IA,AR,0.152823,0.140984,-7.7,↓,0.571429,NS,10/15,5,3
Liver,CD8_T,checkpoint,CR→AR,CR,AR,0.09826,0.140984,43.5,↑,0.1,NS,9/9,3,3
Liver,NK,checkpoint,NL→IT,NL,IT,0.083344,0.093001,11.6,↑,0.329004,NS,21/30,6,5
Liver,NK,checkpoint,NL→IA,NL,IA,0.083344,0.08577,2.9,↑,0.662338,NS,18/30,6,5
Liver,NK,checkpoint,NL→AR,NL,AR,0.083344,0.079243,-4.9,↓,0.714286,NS,7/18,6,3
Liver,NK,checkpoint,NL→CR,NL,CR,0.083344,0.092997,11.6,↑,0.714286,NS,11/18,6,3
Liver,NK,checkpoint,IT→IA,IT,IA,0.093001,0.08577,-7.8,↓,0.690476,NS,15/25,5,5
Liver,NK,checkpoint,IA→AR,IA,AR,0.08577,0.079243,-7.6,↓,0.785714,NS,9/15,5,3
Liver,NK,checkpoint,CR→AR,CR,AR,0.092997,0.079243,-14.8,↓,0.7,NS,6/9,3,3
Liver,B,checkpoint,NL→IT,NL,IT,0.018499,0.014728,-20.4,↓,1.0,NS,14/30,6,5
Liver,B,checkpoint,NL→IA,NL,IA,0.018499,0.028108,51.9,↑,0.329004,NS,21/30,6,5
Liver,B,checkpoint,NL→AR,NL,AR,0.018499,0.014319,-22.6,↓,1.0,NS,9/18,6,3
Liver,B,checkpoint,NL→CR,NL,CR,0.018499,0.011935,-35.5,↓,1.0,NS,9/18,6,3
Liver,B,checkpoint,IT→IA,IT,IA,0.014728,0.028108,90.8,↑,0.150794,NS,20/25,5,5
Liver,B,checkpoint,IA→AR,IA,AR,0.028108,0.014319,-49.1,↓,0.142857,NS,13/15,5,3
Liver,B,checkpoint,CR→AR,CR,AR,0.011935,0.014319,20.0,↑,1.0,NS,5/9,3,3
Liver,PlasmaB,checkpoint,NL→IT,NL,IT,0.02048,0.004838,-76.4,↓,0.583025,NS,18/30,6,5
Liver,PlasmaB,checkpoint,NL→IA,NL,IA,0.02048,0.007766,-62.1,↓,0.350122,NS,19/30,6,5
Liver,PlasmaB,checkpoint,NL→AR,NL,AR,0.02048,0.004245,-79.3,↓,0.737372,NS,7/12,6,2
Liver,PlasmaB,checkpoint,NL→CR,NL,CR,0.02048,0.003808,-81.4,↓,0.35802,NS,12/18,6,3
Liver,PlasmaB,checkpoint,IT→IA,IT,IA,0.004838,0.007766,60.5,↑,0.746476,NS,9/25,5,5
Liver,PlasmaB,checkpoint,IA→AR,IA,AR,0.007766,0.004245,-45.3,↓,1.0,NS,4/10,5,2
Liver,PlasmaB,checkpoint,CR→AR,CR,AR,0.003808,0.004245,11.5,↑,1.0,NS,2/6,3,2
Liver,Myeloid,cytotoxicity,NL→IT,NL,IT,0.010512,0.002347,-77.7,↓,0.388861,NS,17/30,6,5
Liver,Myeloid,cytotoxicity,NL→IA,NL,IA,0.010512,0.009526,-9.4,↓,0.779243,NS,15/30,6,5
Liver,Myeloid,cytotoxicity,NL→AR,NL,AR,0.010512,0.006631,-36.9,↓,0.895533,NS,9/18,6,3
Liver,Myeloid,cytotoxicity,NL→CR,NL,CR,0.010512,0.006475,-38.4,↓,0.895533,NS,9/18,6,3
Liver,Myeloid,cytotoxicity,IT→IA,IT,IA,0.002347,0.009526,305.8,↑,0.503812,NS,13/25,5,5
Liver,Myeloid,cytotoxicity,IA→AR,IA,AR,0.009526,0.006631,-30.4,↓,1.0,NS,6/15,5,3
Liver,Myeloid,cytotoxicity,CR→AR,CR,AR,0.006475,0.006631,2.4,↑,0.824778,NS,5/9,3,3
Liver,CD4_T,cytotoxicity,NL→IT,NL,IT,0.229987,0.263637,14.6,↑,0.24026,NS,26/36,6,6
Liver,CD4_T,cytotoxicity,NL→IA,NL,IA,0.229987,0.177543,-22.8,↓,0.329004,NS,21/30,6,5
Liver,CD4_T,cytotoxicity,NL→AR,NL,AR,0.229987,0.248821,8.2,↑,0.380952,NS,13/18,6,3
Liver,CD4_T,cytotoxicity,NL→CR,NL,CR,0.229987,0.267011,16.1,↑,0.380952,NS,13/18,6,3
Liver,CD4_T,cytotoxicity,IT→IA,IT,IA,0.263637,0.177543,-32.7,↓,0.017316,*,28/30,6,5
Liver,CD4_T,cytotoxicity,IA→AR,IA,AR,0.177543,0.248821,40.1,↑,0.25,NS,12/15,5,3
Liver,CD4_T,cytotoxicity,CR→AR,CR,AR,0.267011,0.248821,-6.8,↓,1.0,NS,4/9,3,3
Liver,CD8_T,cytotoxicity,NL→IT,NL,IT,0.34585,0.377396,9.1,↑,0.588745,NS,22/36,6,6
Liver,CD8_T,cytotoxicity,NL→IA,NL,IA,0.34585,0.328831,-4.9,↓,0.792208,NS,17/30,6,5
Liver,CD8_T,cytotoxicity,NL→AR,NL,AR,0.34585,0.424672,22.8,↑,0.166667,NS,15/18,6,3
Liver,CD8_T,cytotoxicity,NL→CR,NL,CR,0.34585,0.417344,20.7,↑,0.261905,NS,14/18,6,3
Liver,CD8_T,cytotoxicity,IT→IA,IT,IA,0.377396,0.328831,-12.9,↓,0.246753,NS,22/30,6,5
Liver,CD8_T,cytotoxicity,IA→AR,IA,AR,0.328831,0.424672,29.1,↑,0.035714,*,15/15,5,3
Liver,CD8_T,cytotoxicity,CR→AR,CR,AR,0.417344,0.424672,1.8,↑,0.7,NS,6/9,3,3
Liver,NK,cytotoxicity,NL→IT,NL,IT,0.534867,0.5787,8.2,↑,0.536797,NS,19/30,6,5
Liver,NK,cytotoxicity,NL→IA,NL,IA,0.534867,0.543889,1.7,↑,0.930736,NS,16/30,6,5
Liver,NK,cytotoxicity,NL→AR,NL,AR,0.534867,0.578539,8.2,↑,0.547619,NS,12/18,6,3
Liver,NK,cytotoxicity,NL→CR,NL,CR,0.534867,0.548363,2.5,↑,0.714286,NS,11/18,6,3
Liver,NK,cytotoxicity,IT→IA,IT,IA,0.5787,0.543889,-6.0,↓,0.420635,NS,17/25,5,5
Liver,NK,cytotoxicity,IA→AR,IA,AR,0.543889,0.578539,6.4,↑,0.785714,NS,9/15,5,3
Liver,NK,cytotoxicity,CR→AR,CR,AR,0.548363,0.578539,5.5,↑,0.4,NS,7/9,3,3
Liver,B,cytotoxicity,NL→IT,NL,IT,0.010021,0.017906,78.7,↑,0.927099,NS,14/30,6,5
Liver,B,cytotoxicity,NL→IA,NL,IA,0.010021,0.00856,-14.6,↓,0.662338,NS,12/30,6,5
Liver,B,cytotoxicity,NL→AR,NL,AR,0.010021,0.006561,-34.5,↓,0.904762,NS,8/18,6,3
Liver,B,cytotoxicity,NL→CR,NL,CR,0.010021,0.00205,-79.5,↓,0.380952,NS,13/18,6,3
Liver,B,cytotoxicity,IT→IA,IT,IA,0.017906,0.00856,-52.2,↓,0.401965,NS,8/25,5,5
Liver,B,cytotoxicity,IA→AR,IA,AR,0.00856,0.006561,-23.4,↓,0.571429,NS,10/15,5,3
Liver,B,cytotoxicity,CR→AR,CR,AR,0.00205,0.006561,220.1,↑,0.7,NS,6/9,3,3
Liver,PlasmaB,cytotoxicity,NL→IT,NL,IT,0.018857,0.074394,294.5,↑,0.035344,*,27/30,6,5
Liver,PlasmaB,cytotoxicity,NL→IA,NL,IA,0.018857,0.076,303.0,↑,0.035344,*,27/30,6,5
Liver,PlasmaB,cytotoxicity,NL→AR,NL,AR,0.018857,0.117241,521.7,↑,0.065133,†,12/12,6,2
Liver,PlasmaB,cytotoxicity,NL→CR,NL,CR,0.018857,0.065273,246.1,↑,0.153854,NS,15/18,6,3
Liver,PlasmaB,cytotoxicity,IT→IA,IT,IA,0.074394,0.076,2.2,↑,0.84127,NS,11/25,5,5
Liver,PlasmaB,cytotoxicity,IA→AR,IA,AR,0.076,0.117241,54.3,↑,0.380952,NS,8/10,5,2
Liver,PlasmaB,cytotoxicity,CR→AR,CR,AR,0.065273,0.117241,79.6,↑,0.2,NS,6/6,3,2
Liver,Myeloid,epigenetics,NL→IT,NL,IT,0.035431,0.03333,-5.9,↓,0.662338,NS,18/30,6,5
Liver,Myeloid,epigenetics,NL→IA,NL,IA,0.035431,0.02418,-31.8,↓,0.246753,NS,22/30,6,5
Liver,Myeloid,epigenetics,NL→AR,NL,AR,0.035431,0.06682,88.6,↑,0.714286,NS,11/18,6,3
Liver,Myeloid,epigenetics,NL→CR,NL,CR,0.035431,0.041447,17.0,↑,0.714286,NS,11/18,6,3
Liver,Myeloid,epigenetics,IT→IA,IT,IA,0.03333,0.02418,-27.5,↓,0.222222,NS,19/25,5,5
Liver,Myeloid,epigenetics,IA→AR,IA,AR,0.02418,0.06682,176.3,↑,0.142857,NS,13/15,5,3
Liver,Myeloid,epigenetics,CR→AR,CR,AR,0.041447,0.06682,61.2,↑,0.7,NS,3/9,3,3
Liver,CD4_T,epigenetics,NL→IT,NL,IT,0.032726,0.038074,16.3,↑,0.24026,NS,26/36,6,6
Liver,CD4_T,epigenetics,NL→IA,NL,IA,0.032726,0.041264,26.1,↑,0.125541,NS,24/30,6,5
Liver,CD4_T,epigenetics,NL→AR,NL,AR,0.032726,0.044821,37.0,↑,0.02381,*,18/18,6,3
Liver,CD4_T,epigenetics,NL→CR,NL,CR,0.032726,0.038565,17.8,↑,0.166667,NS,15/18,6,3
Liver,CD4_T,epigenetics,IT→IA,IT,IA,0.038074,0.041264,8.4,↑,0.662338,NS,18/30,6,5
Liver,CD4_T,epigenetics,IA→AR,IA,AR,0.041264,0.044821,8.6,↑,0.25,NS,12/15,5,3
Liver,CD4_T,epigenetics,CR→AR,CR,AR,0.038565,0.044821,16.2,↑,0.1,NS,9/9,3,3
Liver,CD8_T,epigenetics,NL→IT,NL,IT,0.032169,0.045366,41.0,↑,0.015152,*,33/36,6,6
Liver,CD8_T,epigenetics,NL→IA,NL,IA,0.032169,0.045266,40.7,↑,0.008658,**,29/30,6,5
Liver,CD8_T,epigenetics,NL→AR,NL,AR,0.032169,0.048731,51.5,↑,0.02381,*,18/18,6,3
Liver,CD8_T,epigenetics,NL→CR,NL,CR,0.032169,0.042921,33.4,↑,0.166667,NS,15/18,6,3
Liver,CD8_T,epigenetics,IT→IA,IT,IA,0.045366,0.045266,-0.2,↓,0.792208,NS,13/30,6,5
Liver,CD8_T,epigenetics,IA→AR,IA,AR,0.045266,0.048731,7.7,↑,0.392857,NS,11/15,5,3
Liver,CD8_T,epigenetics,CR→AR,CR,AR,0.042921,0.048731,13.5,↑,0.4,NS,7/9,3,3
Liver,NK,epigenetics,NL→IT,NL,IT,0.040525,0.043427,7.2,↑,0.662338,NS,18/30,6,5
Liver,NK,epigenetics,NL→IA,NL,IA,0.040525,0.04238,4.6,↑,1.0,NS,15/30,6,5
Liver,NK,epigenetics,NL→AR,NL,AR,0.040525,0.043318,6.9,↑,1.0,NS,9/18,6,3
Liver,NK,epigenetics,NL→CR,NL,CR,0.040525,0.046714,15.3,↑,0.547619,NS,12/18,6,3
Liver,NK,epigenetics,IT→IA,IT,IA,0.043427,0.04238,-2.4,↓,0.690476,NS,15/25,5,5
Liver,NK,epigenetics,IA→AR,IA,AR,0.04238,0.043318,2.2,↑,0.571429,NS,10/15,5,3
Liver,NK,epigenetics,CR→AR,CR,AR,0.046714,0.043318,-7.3,↓,0.4,NS,7/9,3,3
Liver,B,epigenetics,NL→IT,NL,IT,0.033987,0.043524,28.1,↑,0.662338,NS,18/30,6,5
Liver,B,epigenetics,NL→IA,NL,IA,0.033987,0.04772,40.4,↑,0.246753,NS,22/30,6,5
Liver,B,epigenetics,NL→AR,NL,AR,0.033987,0.054134,59.3,↑,0.166667,NS,15/18,6,3
Liver,B,epigenetics,NL→CR,NL,CR,0.033987,0.03699,8.8,↑,0.714286,NS,11/18,6,3
Liver,B,epigenetics,IT→IA,IT,IA,0.043524,0.04772,9.6,↑,0.547619,NS,16/25,5,5
Liver,B,epigenetics,IA→AR,IA,AR,0.04772,0.054134,13.4,↑,0.571429,NS,10/15,5,3
Liver,B,epigenetics,CR→AR,CR,AR,0.03699,0.054134,46.3,↑,0.2,NS,8/9,3,3
Liver,PlasmaB,epigenetics,NL→IT,NL,IT,0.027737,0.019155,-30.9,↓,0.536797,NS,19/30,6,5
Liver,PlasmaB,epigenetics,NL→IA,NL,IA,0.027737,0.016762,-39.6,↓,0.407016,NS,19/30,6,5
Liver,PlasmaB,epigenetics,NL→AR,NL,AR,0.027737,0.024039,-13.3,↓,0.642857,NS,8/12,6,2
Liver,PlasmaB,epigenetics,NL→CR,NL,CR,0.027737,0.023524,-15.2,↓,0.714286,NS,11/18,6,3
Liver,PlasmaB,epigenetics,IT→IA,IT,IA,0.019155,0.016762,-12.5,↓,1.0,NS,13/25,5,5
Liver,PlasmaB,epigenetics,IA→AR,IA,AR,0.016762,0.024039,43.4,↑,0.557738,NS,7/10,5,2
Liver,PlasmaB,epigenetics,CR→AR,CR,AR,0.023524,0.024039,2.2,↑,1.0,NS,3/6,3,2
Liver,Myeloid,exhaustion,NL→IT,NL,IT,0.023714,0.027285,15.1,↑,0.662338,NS,18/30,6,5
Liver,Myeloid,exhaustion,NL→IA,NL,IA,0.023714,0.027299,15.1,↑,0.662338,NS,18/30,6,5
Liver,Myeloid,exhaustion,NL→AR,NL,AR,0.023714,0.035408,49.3,↑,0.380952,NS,13/18,6,3
Liver,Myeloid,exhaustion,NL→CR,NL,CR,0.023714,0.029631,24.9,↑,0.547619,NS,12/18,6,3
Liver,Myeloid,exhaustion,IT→IA,IT,IA,0.027285,0.027299,0.1,↑,1.0,NS,13/25,5,5
Liver,Myeloid,exhaustion,IA→AR,IA,AR,0.027299,0.035408,29.7,↑,0.785714,NS,9/15,5,3
Liver,Myeloid,exhaustion,CR→AR,CR,AR,0.029631,0.035408,19.5,↑,1.0,NS,5/9,3,3
Liver,CD4_T,exhaustion,NL→IT,NL,IT,0.077572,0.08601,10.9,↑,0.588745,NS,22/36,6,6
Liver,CD4_T,exhaustion,NL→IA,NL,IA,0.077572,0.087323,12.6,↑,0.536797,NS,19/30,6,5
Liver,CD4_T,exhaustion,NL→AR,NL,AR,0.077572,0.084909,9.5,↑,0.714286,NS,11/18,6,3
Liver,CD4_T,exhaustion,NL→CR,NL,CR,0.077572,0.065002,-16.2,↓,1.0,NS,9/18,6,3
Liver,CD4_T,exhaustion,IT→IA,IT,IA,0.08601,0.087323,1.5,↑,0.792208,NS,17/30,6,5
Liver,CD4_T,exhaustion,IA→AR,IA,AR,0.087323,0.084909,-2.8,↓,1.0,NS,8/15,5,3
Liver,CD4_T,exhaustion,CR→AR,CR,AR,0.065002,0.084909,30.6,↑,0.2,NS,8/9,3,3
Liver,CD8_T,exhaustion,NL→IT,NL,IT,0.09007,0.126369,40.3,↑,0.041126,*,31/36,6,6
Liver,CD8_T,exhaustion,NL→IA,NL,IA,0.09007,0.149143,65.6,↑,0.177489,NS,23/30,6,5
Liver,CD8_T,exhaustion,NL→AR,NL,AR,0.09007,0.137905,53.1,↑,0.095238,†,16/18,6,3
Liver,CD8_T,exhaustion,NL→CR,NL,CR,0.09007,0.097976,8.8,↑,0.166667,NS,15/18,6,3
Liver,CD8_T,exhaustion,IT→IA,IT,IA,0.126369,0.149143,18.0,↑,0.329004,NS,21/30,6,5
Liver,CD8_T,exhaustion,IA→AR,IA,AR,0.149143,0.137905,-7.5,↓,0.571429,NS,10/15,5,3
Liver,CD8_T,exhaustion,CR→AR,CR,AR,0.097976,0.137905,40.8,↑,0.1,NS,9/9,3,3
Liver,NK,exhaustion,NL→IT,NL,IT,0.085421,0.096478,12.9,↑,0.329004,NS,21/30,6,5
Liver,NK,exhaustion,NL→IA,NL,IA,0.085421,0.089524,4.8,↑,0.662338,NS,18/30,6,5
Liver,NK,exhaustion,NL→AR,NL,AR,0.085421,0.081205,-4.9,↓,1.0,NS,9/18,6,3
Liver,NK,exhaustion,NL→CR,NL,CR,0.085421,0.096528,13.0,↑,0.714286,NS,11/18,6,3
Liver,NK,exhaustion,IT→IA,IT,IA,0.096478,0.089524,-7.2,↓,0.690476,NS,15/25,5,5
Liver,NK,exhaustion,IA→AR,IA,AR,0.089524,0.081205,-9.3,↓,0.571429,NS,10/15,5,3
Liver,NK,exhaustion,CR→AR,CR,AR,0.096528,0.081205,-15.9,↓,0.7,NS,6/9,3,3
Liver,B,exhaustion,NL→IT,NL,IT,0.02113,0.016866,-20.2,↓,0.714379,NS,17/30,6,5
Liver,B,exhaustion,NL→IA,NL,IA,0.02113,0.032312,52.9,↑,0.329004,NS,21/30,6,5
Liver,B,exhaustion,NL→AR,NL,AR,0.02113,0.018866,-10.7,↓,0.904762,NS,8/18,6,3
Liver,B,exhaustion,NL→CR,NL,CR,0.02113,0.017212,-18.5,↓,1.0,NS,9/18,6,3
Liver,B,exhaustion,IT→IA,IT,IA,0.016866,0.032312,91.6,↑,0.150794,NS,20/25,5,5
Liver,B,exhaustion,IA→AR,IA,AR,0.032312,0.018866,-41.6,↓,0.392857,NS,11/15,5,3
Liver,B,exhaustion,CR→AR,CR,AR,0.017212,0.018866,9.6,↑,1.0,NS,5/9,3,3
Liver,PlasmaB,exhaustion,NL→IT,NL,IT,0.049371,0.007683,-84.4,↓,0.017316,*,28/30,6,5
Liver,PlasmaB,exhaustion,NL→IA,NL,IA,0.049371,0.018743,-62.0,↓,0.177489,NS,23/30,6,5
Liver,PlasmaB,exhaustion,NL→AR,NL,AR,0.049371,0.004245,-91.4,↓,0.071429,†,12/12,6,2
Liver,PlasmaB,exhaustion,NL→CR,NL,CR,0.049371,0.009836,-80.1,↓,0.047619,*,17/18,6,3
Liver,PlasmaB,exhaustion,IT→IA,IT,IA,0.007683,0.018743,143.9,↑,0.249153,NS,18/25,5,5
Liver,PlasmaB,exhaustion,IA→AR,IA,AR,0.018743,0.004245,-77.4,↓,0.241032,NS,8/10,5,2
Liver,PlasmaB,exhaustion,CR→AR,CR,AR,0.009836,0.004245,-56.8,↓,0.553617,NS,4/6,3,2
Liver,Myeloid,fibrosis,NL→IT,NL,IT,0.098494,0.093509,-5.1,↓,0.662338,NS,18/30,6,5
Liver,Myeloid,fibrosis,NL→IA,NL,IA,0.098494,0.078826,-20.0,↓,0.246753,NS,22/30,6,5
Liver,Myeloid,fibrosis,NL→AR,NL,AR,0.098494,0.092698,-5.9,↓,0.547619,NS,12/18,6,3
Liver,Myeloid,fibrosis,NL→CR,NL,CR,0.098494,0.0918,-6.8,↓,0.547619,NS,12/18,6,3
Liver,Myeloid,fibrosis,IT→IA,IT,IA,0.093509,0.078826,-15.7,↓,0.420635,NS,17/25,5,5
Liver,Myeloid,fibrosis,IA→AR,IA,AR,0.078826,0.092698,17.6,↑,0.25,NS,12/15,5,3
Liver,Myeloid,fibrosis,CR→AR,CR,AR,0.0918,0.092698,1.0,↑,0.7,NS,3/9,3,3
Liver,CD4_T,fibrosis,NL→IT,NL,IT,0.050465,0.047635,-5.6,↓,0.699134,NS,21/36,6,6
Liver,CD4_T,fibrosis,NL→IA,NL,IA,0.050465,0.053617,6.2,↑,0.792208,NS,17/30,6,5
Liver,CD4_T,fibrosis,NL→AR,NL,AR,0.050465,0.045129,-10.6,↓,0.904762,NS,10/18,6,3
Liver,CD4_T,fibrosis,NL→CR,NL,CR,0.050465,0.033874,-32.9,↓,0.166667,NS,15/18,6,3
Liver,CD4_T,fibrosis,IT→IA,IT,IA,0.047635,0.053617,12.6,↑,0.662338,NS,18/30,6,5
Liver,CD4_T,fibrosis,IA→AR,IA,AR,0.053617,0.045129,-15.8,↓,0.785714,NS,9/15,5,3
Liver,CD4_T,fibrosis,CR→AR,CR,AR,0.033874,0.045129,33.2,↑,0.7,NS,6/9,3,3
Liver,CD8_T,fibrosis,NL→IT,NL,IT,0.056079,0.05006,-10.7,↓,0.393939,NS,24/36,6,6
Liver,CD8_T,fibrosis,NL→IA,NL,IA,0.056079,0.052638,-6.1,↓,1.0,NS,15/30,6,5
Liver,CD8_T,fibrosis,NL→AR,NL,AR,0.056079,0.042775,-23.7,↓,0.261905,NS,14/18,6,3
Liver,CD8_T,fibrosis,NL→CR,NL,CR,0.056079,0.032778,-41.5,↓,0.095238,†,16/18,6,3
Liver,CD8_T,fibrosis,IT→IA,IT,IA,0.05006,0.052638,5.2,↑,0.792208,NS,17/30,6,5
Liver,CD8_T,fibrosis,IA→AR,IA,AR,0.052638,0.042775,-18.7,↓,0.571429,NS,10/15,5,3
Liver,CD8_T,fibrosis,CR→AR,CR,AR,0.032778,0.042775,30.5,↑,0.7,NS,6/9,3,3
Liver,NK,fibrosis,NL→IT,NL,IT,0.056719,0.059092,4.2,↑,0.662338,NS,18/30,6,5
Liver,NK,fibrosis,NL→IA,NL,IA,0.056719,0.066465,17.2,↑,0.428571,NS,20/30,6,5
Liver,NK,fibrosis,NL→AR,NL,AR,0.056719,0.0544,-4.1,↓,1.0,NS,9/18,6,3
Liver,NK,fibrosis,NL→CR,NL,CR,0.056719,0.040429,-28.7,↓,0.166667,NS,15/18,6,3
Liver,NK,fibrosis,IT→IA,IT,IA,0.059092,0.066465,12.5,↑,0.222222,NS,19/25,5,5
Liver,NK,fibrosis,IA→AR,IA,AR,0.066465,0.0544,-18.2,↓,0.392857,NS,11/15,5,3
Liver,NK,fibrosis,CR→AR,CR,AR,0.040429,0.0544,34.6,↑,0.4,NS,7/9,3,3
Liver,B,fibrosis,NL→IT,NL,IT,0.020776,0.0342,64.6,↑,0.930736,NS,14/30,6,5
Liver,B,fibrosis,NL→IA,NL,IA,0.020776,0.031741,52.8,↑,0.329004,NS,21/30,6,5
Liver,B,fibrosis,NL→AR,NL,AR,0.020776,0.014043,-32.4,↓,0.380952,NS,13/18,6,3
Liver,B,fibrosis,NL→CR,NL,CR,0.020776,0.008516,-59.0,↓,0.166667,NS,15/18,6,3
Liver,B,fibrosis,IT→IA,IT,IA,0.0342,0.031741,-7.2,↓,0.547619,NS,9/25,5,5
Liver,B,fibrosis,IA→AR,IA,AR,0.031741,0.014043,-55.8,↓,0.071429,†,14/15,5,3
Liver,B,fibrosis,CR→AR,CR,AR,0.008516,0.014043,64.9,↑,0.4,NS,7/9,3,3
Liver,PlasmaB,fibrosis,NL→IT,NL,IT,0.032975,0.038461,16.6,↑,0.662338,NS,18/30,6,5
Liver,PlasmaB,fibrosis,NL→IA,NL,IA,0.032975,0.034417,4.4,↑,0.536797,NS,19/30,6,5
Liver,PlasmaB,fibrosis,NL→AR,NL,AR,0.032975,0.030278,-8.2,↓,0.642857,NS,4/12,6,2
Liver,PlasmaB,fibrosis,NL→CR,NL,CR,0.032975,0.02436,-26.1,↓,0.380952,NS,13/18,6,3
Liver,PlasmaB,fibrosis,IT→IA,IT,IA,0.038461,0.034417,-10.5,↓,1.0,NS,12/25,5,5
Liver,PlasmaB,fibrosis,IA→AR,IA,AR,0.034417,0.030278,-12.0,↓,0.857143,NS,6/10,5,2
Liver,PlasmaB,fibrosis,CR→AR,CR,AR,0.02436,0.030278,24.3,↑,0.8,NS,4/6,3,2
Liver,Myeloid,glycolysis,NL→IT,NL,IT,0.343845,0.326363,-5.1,↓,0.536797,NS,19/30,6,5
Liver,Myeloid,glycolysis,NL→IA,NL,IA,0.343845,0.311116,-9.5,↓,0.329004,NS,21/30,6,5
Liver,Myeloid,glycolysis,NL→AR,NL,AR,0.343845,0.313591,-8.8,↓,0.261905,NS,14/18,6,3
Liver,Myeloid,glycolysis,NL→CR,NL,CR,0.343845,0.323093,-6.0,↓,0.261905,NS,14/18,6,3
Liver,Myeloid,glycolysis,IT→IA,IT,IA,0.326363,0.311116,-4.7,↓,0.84127,NS,14/25,5,5
Liver,Myeloid,glycolysis,IA→AR,IA,AR,0.311116,0.313591,0.8,↑,1.0,NS,8/15,5,3
Liver,Myeloid,glycolysis,CR→AR,CR,AR,0.323093,0.313591,-2.9,↓,1.0,NS,5/9,3,3
Liver,CD4_T,glycolysis,NL→IT,NL,IT,0.289557,0.28208,-2.6,↓,0.937229,NS,17/36,6,6
Liver,CD4_T,glycolysis,NL→IA,NL,IA,0.289557,0.281576,-2.8,↓,0.930736,NS,16/30,6,5
Liver,CD4_T,glycolysis,NL→AR,NL,AR,0.289557,0.271317,-6.3,↓,0.547619,NS,12/18,6,3
Liver,CD4_T,glycolysis,NL→CR,NL,CR,0.289557,0.274839,-5.1,↓,0.714286,NS,11/18,6,3
Liver,CD4_T,glycolysis,IT→IA,IT,IA,0.28208,0.281576,-0.2,↓,0.792208,NS,17/30,6,5
Liver,CD4_T,glycolysis,IA→AR,IA,AR,0.281576,0.271317,-3.6,↓,0.785714,NS,9/15,5,3
Liver,CD4_T,glycolysis,CR→AR,CR,AR,0.274839,0.271317,-1.3,↓,1.0,NS,5/9,3,3
Liver,CD8_T,glycolysis,NL→IT,NL,IT,0.285603,0.298538,4.5,↑,0.393939,NS,24/36,6,6
Liver,CD8_T,glycolysis,NL→IA,NL,IA,0.285603,0.288057,0.9,↑,1.0,NS,15/30,6,5
Liver,CD8_T,glycolysis,NL→AR,NL,AR,0.285603,0.269732,-5.6,↓,0.714286,NS,11/18,6,3
Liver,CD8_T,glycolysis,NL→CR,NL,CR,0.285603,0.265928,-6.9,↓,0.904762,NS,10/18,6,3
Liver,CD8_T,glycolysis,IT→IA,IT,IA,0.298538,0.288057,-3.5,↓,0.662338,NS,18/30,6,5
Liver,CD8_T,glycolysis,IA→AR,IA,AR,0.288057,0.269732,-6.4,↓,0.571429,NS,10/15,5,3
Liver,CD8_T,glycolysis,CR→AR,CR,AR,0.265928,0.269732,1.4,↑,0.7,NS,3/9,3,3
Liver,NK,glycolysis,NL→IT,NL,IT,0.255793,0.279742,9.4,↑,0.662338,NS,18/30,6,5
Liver,NK,glycolysis,NL→IA,NL,IA,0.255793,0.260382,1.8,↑,0.792208,NS,17/30,6,5
Liver,NK,glycolysis,NL→AR,NL,AR,0.255793,0.246507,-3.6,↓,0.547619,NS,12/18,6,3
Liver,NK,glycolysis,NL→CR,NL,CR,0.255793,0.258991,1.3,↑,0.904762,NS,10/18,6,3
Liver,NK,glycolysis,IT→IA,IT,IA,0.279742,0.260382,-6.9,↓,0.547619,NS,16/25,5,5
Liver,NK,glycolysis,IA→AR,IA,AR,0.260382,0.246507,-5.3,↓,0.392857,NS,11/15,5,3
Liver,NK,glycolysis,CR→AR,CR,AR,0.258991,0.246507,-4.8,↓,0.7,NS,6/9,3,3
Liver,B,glycolysis,NL→IT,NL,IT,0.187234,0.184689,-1.4,↓,0.662338,NS,12/30,6,5
Liver,B,glycolysis,NL→IA,NL,IA,0.187234,0.192708,2.9,↑,0.329004,NS,21/30,6,5
Liver,B,glycolysis,NL→AR,NL,AR,0.187234,0.202125,8.0,↑,0.714286,NS,11/18,6,3
Liver,B,glycolysis,NL→CR,NL,CR,0.187234,0.190335,1.7,↑,0.904762,NS,10/18,6,3
Liver,B,glycolysis,IT→IA,IT,IA,0.184689,0.192708,4.3,↑,1.0,NS,13/25,5,5
Liver,B,glycolysis,IA→AR,IA,AR,0.192708,0.202125,4.9,↑,0.571429,NS,10/15,5,3
Liver,B,glycolysis,CR→AR,CR,AR,0.190335,0.202125,6.2,↑,1.0,NS,4/9,3,3
Liver,PlasmaB,glycolysis,NL→IT,NL,IT,0.237328,0.238767,0.6,↑,1.0,NS,15/30,6,5
Liver,PlasmaB,glycolysis,NL→IA,NL,IA,0.237328,0.267266,12.6,↑,0.792208,NS,13/30,6,5
