tissue,lineage,pathway,comparison,stage1,stage2,mean_s1,mean_s2,pct_change,direction,p_value,sig,consistency,n_s1,n_s2
Blood,Myeloid,mito_dysfunction,NL→IA,NL,IA,0.894277,0.938545,5.0,↑,0.114286,NS,14/16,4,4
Blood,Myeloid,mito_dysfunction,NL→AR,NL,AR,0.894277,0.949292,6.2,↑,0.057143,†,12/12,4,3
Blood,Myeloid,mito_dysfunction,NL→CR,NL,CR,0.894277,0.932039,4.2,↑,0.057143,†,12/12,4,3
Blood,Myeloid,mito_dysfunction,IT→IA,IT,IA,0.950765,0.938545,-1.3,↓,0.730159,NS,12/20,5,4
Blood,Myeloid,mito_dysfunction,IA→AR,IA,AR,0.938545,0.949292,1.1,↑,0.628571,NS,8/12,4,3
Blood,Myeloid,mito_dysfunction,CR→AR,CR,AR,0.932039,0.949292,1.9,↑,0.7,NS,6/9,3,3
Blood,CD4_T,mito_dysfunction,NL→IT,NL,IT,0.851633,0.939682,10.3,↑,0.015873,*,24/25,5,5
Blood,CD4_T,mito_dysfunction,NL→IA,NL,IA,0.851633,0.920564,8.1,↑,0.063492,†,18/20,5,4
Blood,CD4_T,mito_dysfunction,NL→AR,NL,AR,0.851633,0.950066,11.6,↑,0.035714,*,15/15,5,3
Blood,CD4_T,mito_dysfunction,NL→CR,NL,CR,0.851633,0.928006,9.0,↑,0.035714,*,15/15,5,3
Blood,CD4_T,mito_dysfunction,IT→IA,IT,IA,0.939682,0.920564,-2.0,↓,0.285714,NS,15/20,5,4
Blood,CD4_T,mito_dysfunction,IA→AR,IA,AR,0.920564,0.950066,3.2,↑,0.228571,NS,10/12,4,3
Blood,CD4_T,mito_dysfunction,CR→AR,CR,AR,0.928006,0.950066,2.4,↑,0.1,NS,9/9,3,3
Blood,CD8_T,mito_dysfunction,NL→IT,NL,IT,0.873234,0.955922,9.5,↑,0.031746,*,23/25,5,5
Blood,CD8_T,mito_dysfunction,NL→IA,NL,IA,0.873234,0.927747,6.2,↑,0.190476,NS,16/20,5,4
Blood,CD8_T,mito_dysfunction,NL→AR,NL,AR,0.873234,0.955267,9.4,↑,0.071429,†,14/15,5,3
Blood,CD8_T,mito_dysfunction,NL→CR,NL,CR,0.873234,0.927466,6.2,↑,0.392857,NS,11/15,5,3
Blood,CD8_T,mito_dysfunction,IT→IA,IT,IA,0.955922,0.927747,-2.9,↓,0.190476,NS,16/20,5,4
Blood,CD8_T,mito_dysfunction,IA→AR,IA,AR,0.927747,0.955267,3.0,↑,0.4,NS,9/12,4,3
Blood,CD8_T,mito_dysfunction,CR→AR,CR,AR,0.927466,0.955267,3.0,↑,0.2,NS,8/9,3,3
Blood,NK,mito_dysfunction,NL→IT,NL,IT,0.833999,0.938252,12.5,↑,0.007937,**,25/25,5,5
Blood,NK,mito_dysfunction,NL→IA,NL,IA,0.833999,0.904851,8.5,↑,0.015873,*,20/20,5,4
Blood,NK,mito_dysfunction,NL→AR,NL,AR,0.833999,0.941506,12.9,↑,0.035714,*,15/15,5,3
Blood,NK,mito_dysfunction,NL→CR,NL,CR,0.833999,0.912135,9.4,↑,0.071429,†,14/15,5,3
Blood,NK,mito_dysfunction,IT→IA,IT,IA,0.938252,0.904851,-3.6,↓,0.111111,NS,17/20,5,4
Blood,NK,mito_dysfunction,IA→AR,IA,AR,0.904851,0.941506,4.1,↑,0.228571,NS,10/12,4,3
Blood,NK,mito_dysfunction,CR→AR,CR,AR,0.912135,0.941506,3.2,↑,0.4,NS,7/9,3,3
Blood,B,mito_dysfunction,NL→IT,NL,IT,0.893597,0.957856,7.2,↑,0.007937,**,25/25,5,5
Blood,B,mito_dysfunction,NL→IA,NL,IA,0.893597,0.945783,5.8,↑,0.111111,NS,17/20,5,4
Blood,B,mito_dysfunction,NL→AR,NL,AR,0.893597,0.965365,8.0,↑,0.035714,*,15/15,5,3
Blood,B,mito_dysfunction,NL→CR,NL,CR,0.893597,0.938546,5.0,↑,0.035714,*,15/15,5,3
Blood,B,mito_dysfunction,IT→IA,IT,IA,0.957856,0.945783,-1.3,↓,0.412698,NS,14/20,5,4
Blood,B,mito_dysfunction,IA→AR,IA,AR,0.945783,0.965365,2.1,↑,0.228571,NS,10/12,4,3
Blood,B,mito_dysfunction,CR→AR,CR,AR,0.938546,0.965365,2.9,↑,0.1,NS,9/9,3,3
Blood,PlasmaB,mito_dysfunction,NL→IT,NL,IT,0.893018,0.923588,3.4,↑,0.690476,NS,15/25,5,5
Blood,PlasmaB,mito_dysfunction,NL→IA,NL,IA,0.893018,0.927312,3.8,↑,0.904762,NS,11/20,5,4
Blood,PlasmaB,mito_dysfunction,NL→AR,NL,AR,0.893018,0.957021,7.2,↑,0.571429,NS,10/15,5,3
Blood,PlasmaB,mito_dysfunction,NL→CR,NL,CR,0.893018,0.924765,3.6,↑,0.785714,NS,9/15,5,3
Blood,PlasmaB,mito_dysfunction,IT→IA,IT,IA,0.923588,0.927312,0.4,↑,1.0,NS,10/20,5,4
Blood,PlasmaB,mito_dysfunction,IA→AR,IA,AR,0.927312,0.957021,3.2,↑,0.228571,NS,10/12,4,3
Blood,PlasmaB,mito_dysfunction,CR→AR,CR,AR,0.924765,0.957021,3.5,↑,0.4,NS,7/9,3,3
Blood,Myeloid,naive_t,NL→IT,NL,IT,0.056723,0.058793,3.7,↑,1.0,NS,10/20,4,5
Blood,Myeloid,naive_t,NL→IA,NL,IA,0.056723,0.046154,-18.6,↓,0.685714,NS,10/16,4,4
Blood,Myeloid,naive_t,NL→AR,NL,AR,0.056723,0.044611,-21.4,↓,0.628571,NS,8/12,4,3
Blood,Myeloid,naive_t,NL→CR,NL,CR,0.056723,0.066826,17.8,↑,0.4,NS,9/12,4,3
Blood,Myeloid,naive_t,IT→IA,IT,IA,0.058793,0.046154,-21.5,↓,0.555556,NS,13/20,5,4
Blood,Myeloid,naive_t,IA→AR,IA,AR,0.046154,0.044611,-3.3,↓,1.0,NS,6/12,4,3
Blood,Myeloid,naive_t,CR→AR,CR,AR,0.066826,0.044611,-33.2,↓,0.1,NS,9/9,3,3
Blood,CD4_T,naive_t,NL→IT,NL,IT,0.31844,0.497129,56.1,↑,0.150794,NS,20/25,5,5
Blood,CD4_T,naive_t,NL→IA,NL,IA,0.31844,0.45898,44.1,↑,0.555556,NS,13/20,5,4
Blood,CD4_T,naive_t,NL→AR,NL,AR,0.31844,0.534378,67.8,↑,0.25,NS,12/15,5,3
Blood,CD4_T,naive_t,NL→CR,NL,CR,0.31844,0.453592,42.4,↑,0.25,NS,12/15,5,3
Blood,CD4_T,naive_t,IT→IA,IT,IA,0.497129,0.45898,-7.7,↓,1.0,NS,10/20,5,4
Blood,CD4_T,naive_t,IA→AR,IA,AR,0.45898,0.534378,16.4,↑,0.857143,NS,7/12,4,3
Blood,CD4_T,naive_t,CR→AR,CR,AR,0.453592,0.534378,17.8,↑,0.2,NS,8/9,3,3
Blood,CD8_T,naive_t,NL→IT,NL,IT,0.287085,0.436341,52.0,↑,0.150794,NS,20/25,5,5
Blood,CD8_T,naive_t,NL→IA,NL,IA,0.287085,0.342521,19.3,↑,0.904762,NS,11/20,5,4
Blood,CD8_T,naive_t,NL→AR,NL,AR,0.287085,0.344097,19.9,↑,0.25,NS,12/15,5,3
Blood,CD8_T,naive_t,NL→CR,NL,CR,0.287085,0.397046,38.3,↑,0.25,NS,12/15,5,3
Blood,CD8_T,naive_t,IT→IA,IT,IA,0.436341,0.342521,-21.5,↓,0.730159,NS,12/20,5,4
Blood,CD8_T,naive_t,IA→AR,IA,AR,0.342521,0.344097,0.5,↑,1.0,NS,6/12,4,3
Blood,CD8_T,naive_t,CR→AR,CR,AR,0.397046,0.344097,-13.3,↓,0.4,NS,7/9,3,3
Blood,NK,naive_t,NL→IT,NL,IT,0.040466,0.068114,68.3,↑,0.095238,†,21/25,5,5
Blood,NK,naive_t,NL→IA,NL,IA,0.040466,0.105035,159.6,↑,0.015873,*,20/20,5,4
Blood,NK,naive_t,NL→AR,NL,AR,0.040466,0.076191,88.3,↑,0.035714,*,15/15,5,3
Blood,NK,naive_t,NL→CR,NL,CR,0.040466,0.089011,120.0,↑,0.035714,*,15/15,5,3
Blood,NK,naive_t,IT→IA,IT,IA,0.068114,0.105035,54.2,↑,0.111111,NS,17/20,5,4
Blood,NK,naive_t,IA→AR,IA,AR,0.105035,0.076191,-27.5,↓,0.4,NS,9/12,4,3
Blood,NK,naive_t,CR→AR,CR,AR,0.089011,0.076191,-14.4,↓,0.7,NS,6/9,3,3
Blood,B,naive_t,NL→IT,NL,IT,0.083563,0.139766,67.3,↑,0.150794,NS,20/25,5,5
Blood,B,naive_t,NL→IA,NL,IA,0.083563,0.161558,93.3,↑,0.015873,*,20/20,5,4
Blood,B,naive_t,NL→AR,NL,AR,0.083563,0.145237,73.8,↑,0.142857,NS,13/15,5,3
Blood,B,naive_t,NL→CR,NL,CR,0.083563,0.139825,67.3,↑,0.25,NS,12/15,5,3
Blood,B,naive_t,IT→IA,IT,IA,0.139766,0.161558,15.6,↑,0.111111,NS,17/20,5,4
Blood,B,naive_t,IA→AR,IA,AR,0.161558,0.145237,-10.1,↓,0.057143,†,12/12,4,3
Blood,B,naive_t,CR→AR,CR,AR,0.139825,0.145237,3.9,↑,0.7,NS,6/9,3,3
Blood,PlasmaB,naive_t,NL→IT,NL,IT,0.034274,0.099135,189.2,↑,0.093693,†,21/25,5,5
Blood,PlasmaB,naive_t,NL→IA,NL,IA,0.034274,0.088968,159.6,↑,0.109855,NS,17/20,5,4
Blood,PlasmaB,naive_t,NL→AR,NL,AR,0.034274,0.021871,-36.2,↓,0.759982,NS,8/15,5,3
Blood,PlasmaB,naive_t,NL→CR,NL,CR,0.034274,0.103603,202.3,↑,0.133701,NS,13/15,5,3
Blood,PlasmaB,naive_t,IT→IA,IT,IA,0.099135,0.088968,-10.3,↓,0.730159,NS,12/20,5,4
Blood,PlasmaB,naive_t,IA→AR,IA,AR,0.088968,0.021871,-75.4,↓,0.114286,NS,11/12,4,3
Blood,PlasmaB,naive_t,CR→AR,CR,AR,0.103603,0.021871,-78.9,↓,0.1,NS,9/9,3,3
Blood,Myeloid,nk_function,NL→IT,NL,IT,0.000802,0.000464,-42.1,↓,0.805701,NS,11/20,4,5
Blood,Myeloid,nk_function,NL→IA,NL,IA,0.000802,0.000403,-49.8,↓,0.771503,NS,9/16,4,4
Blood,Myeloid,nk_function,NL→AR,NL,AR,0.000802,0.000584,-27.2,↓,1.0,NS,6/12,4,3
Blood,Myeloid,nk_function,NL→CR,NL,CR,0.000802,0.000426,-46.9,↓,0.857143,NS,7/12,4,3
Blood,Myeloid,nk_function,IT→IA,IT,IA,0.000464,0.000403,-13.2,↓,1.0,NS,10/20,5,4
Blood,Myeloid,nk_function,IA→AR,IA,AR,0.000403,0.000584,44.9,↑,1.0,NS,6/12,4,3
Blood,Myeloid,nk_function,CR→AR,CR,AR,0.000426,0.000584,37.0,↑,1.0,NS,4/9,3,3
Blood,CD4_T,nk_function,NL→IT,NL,IT,0.012823,0.008005,-37.6,↓,0.690476,NS,15/25,5,5
Blood,CD4_T,nk_function,NL→IA,NL,IA,0.012823,0.018406,43.5,↑,0.555556,NS,13/20,5,4
Blood,CD4_T,nk_function,NL→AR,NL,AR,0.012823,0.005489,-57.2,↓,0.392857,NS,11/15,5,3
Blood,CD4_T,nk_function,NL→CR,NL,CR,0.012823,0.006063,-52.7,↓,0.392857,NS,11/15,5,3
Blood,CD4_T,nk_function,IT→IA,IT,IA,0.008005,0.018406,129.9,↑,0.190476,NS,16/20,5,4
Blood,CD4_T,nk_function,IA→AR,IA,AR,0.018406,0.005489,-70.2,↓,0.114286,NS,11/12,4,3
Blood,CD4_T,nk_function,CR→AR,CR,AR,0.006063,0.005489,-9.5,↓,1.0,NS,5/9,3,3
Blood,CD8_T,nk_function,NL→IT,NL,IT,0.056676,0.061511,8.5,↑,0.547619,NS,16/25,5,5
Blood,CD8_T,nk_function,NL→IA,NL,IA,0.056676,0.053681,-5.3,↓,0.904762,NS,9/20,5,4
Blood,CD8_T,nk_function,NL→AR,NL,AR,0.056676,0.059837,5.6,↑,0.785714,NS,9/15,5,3
Blood,CD8_T,nk_function,NL→CR,NL,CR,0.056676,0.030928,-45.4,↓,0.392857,NS,11/15,5,3
Blood,CD8_T,nk_function,IT→IA,IT,IA,0.061511,0.053681,-12.7,↓,0.904762,NS,11/20,5,4
Blood,CD8_T,nk_function,IA→AR,IA,AR,0.053681,0.059837,11.5,↑,1.0,NS,6/12,4,3
Blood,CD8_T,nk_function,CR→AR,CR,AR,0.030928,0.059837,93.5,↑,0.4,NS,7/9,3,3
Blood,NK,nk_function,NL→IT,NL,IT,0.207943,0.222584,7.0,↑,0.309524,NS,18/25,5,5
Blood,NK,nk_function,NL→IA,NL,IA,0.207943,0.196601,-5.5,↓,0.412698,NS,14/20,5,4
Blood,NK,nk_function,NL→AR,NL,AR,0.207943,0.186056,-10.5,↓,0.25,NS,12/15,5,3
Blood,NK,nk_function,NL→CR,NL,CR,0.207943,0.162181,-22.0,↓,0.071429,†,14/15,5,3
Blood,NK,nk_function,IT→IA,IT,IA,0.222584,0.196601,-11.7,↓,0.190476,NS,16/20,5,4
Blood,NK,nk_function,IA→AR,IA,AR,0.196601,0.186056,-5.4,↓,0.628571,NS,8/12,4,3
Blood,NK,nk_function,CR→AR,CR,AR,0.162181,0.186056,14.7,↑,0.4,NS,7/9,3,3
Blood,B,nk_function,NL→IT,NL,IT,0.021308,0.009432,-55.7,↓,0.420635,NS,17/25,5,5
Blood,B,nk_function,NL→IA,NL,IA,0.021308,0.008049,-62.2,↓,0.285714,NS,15/20,5,4
Blood,B,nk_function,NL→AR,NL,AR,0.021308,0.013085,-38.6,↓,0.785714,NS,9/15,5,3
Blood,B,nk_function,NL→CR,NL,CR,0.021308,0.006123,-71.3,↓,0.392857,NS,11/15,5,3
Blood,B,nk_function,IT→IA,IT,IA,0.009432,0.008049,-14.7,↓,0.190476,NS,16/20,5,4
Blood,B,nk_function,IA→AR,IA,AR,0.008049,0.013085,62.6,↑,0.057143,†,12/12,4,3
Blood,B,nk_function,CR→AR,CR,AR,0.006123,0.013085,113.7,↑,0.1,NS,9/9,3,3
Blood,PlasmaB,nk_function,NL→IT,NL,IT,0.0,4e-06,99999.0,↑,0.423711,NS,5/25,5,5
Blood,PlasmaB,nk_function,NL→IA,NL,IA,0.0,0.003565,99999.0,↑,0.13121,NS,10/20,5,4
Blood,PlasmaB,nk_function,NL→AR,NL,AR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3
Blood,PlasmaB,nk_function,NL→CR,NL,CR,0.0,0.006723,99999.0,↑,0.3017,NS,5/15,5,3
Blood,PlasmaB,nk_function,IT→IA,IT,IA,4e-06,0.003565,82748.5,↑,0.308369,NS,10/20,5,4
Blood,PlasmaB,nk_function,IA→AR,IA,AR,0.003565,0.0,-100.0,↓,0.270289,NS,6/12,4,3
Blood,PlasmaB,nk_function,CR→AR,CR,AR,0.006723,0.0,-100.0,↓,0.504985,NS,3/9,3,3
Blood,Myeloid,nk_il15_dual,NL→IT,NL,IT,0.033844,0.040284,19.0,↑,0.412698,NS,14/20,4,5
Blood,Myeloid,nk_il15_dual,NL→IA,NL,IA,0.033844,0.049422,46.0,↑,0.114286,NS,14/16,4,4
Blood,Myeloid,nk_il15_dual,NL→AR,NL,AR,0.033844,0.043208,27.7,↑,0.4,NS,9/12,4,3
Blood,Myeloid,nk_il15_dual,NL→CR,NL,CR,0.033844,0.051522,52.2,↑,0.114286,NS,11/12,4,3
Blood,Myeloid,nk_il15_dual,IT→IA,IT,IA,0.040284,0.049422,22.7,↑,0.190476,NS,16/20,5,4
Blood,Myeloid,nk_il15_dual,IA→AR,IA,AR,0.049422,0.043208,-12.6,↓,0.628571,NS,8/12,4,3
Blood,Myeloid,nk_il15_dual,CR→AR,CR,AR,0.051522,0.043208,-16.1,↓,0.4,NS,7/9,3,3
Blood,CD4_T,nk_il15_dual,NL→IT,NL,IT,0.091307,0.085334,-6.5,↓,0.420635,NS,17/25,5,5
Blood,CD4_T,nk_il15_dual,NL→IA,NL,IA,0.091307,0.096794,6.0,↑,0.730159,NS,12/20,5,4
Blood,CD4_T,nk_il15_dual,NL→AR,NL,AR,0.091307,0.091098,-0.2,↓,0.571429,NS,10/15,5,3
Blood,CD4_T,nk_il15_dual,NL→CR,NL,CR,0.091307,0.088813,-2.7,↓,0.785714,NS,9/15,5,3
Blood,CD4_T,nk_il15_dual,IT→IA,IT,IA,0.085334,0.096794,13.4,↑,0.412698,NS,14/20,5,4
Blood,CD4_T,nk_il15_dual,IA→AR,IA,AR,0.096794,0.091098,-5.9,↓,0.857143,NS,7/12,4,3
Blood,CD4_T,nk_il15_dual,CR→AR,CR,AR,0.088813,0.091098,2.6,↑,1.0,NS,5/9,3,3
Blood,CD8_T,nk_il15_dual,NL→IT,NL,IT,0.076954,0.087131,13.2,↑,1.0,NS,13/25,5,5
Blood,CD8_T,nk_il15_dual,NL→IA,NL,IA,0.076954,0.105456,37.0,↑,0.111111,NS,17/20,5,4
Blood,CD8_T,nk_il15_dual,NL→AR,NL,AR,0.076954,0.093678,21.7,↑,0.785714,NS,9/15,5,3
Blood,CD8_T,nk_il15_dual,NL→CR,NL,CR,0.076954,0.088242,14.7,↑,1.0,NS,8/15,5,3
Blood,CD8_T,nk_il15_dual,IT→IA,IT,IA,0.087131,0.105456,21.0,↑,0.111111,NS,17/20,5,4
Blood,CD8_T,nk_il15_dual,IA→AR,IA,AR,0.105456,0.093678,-11.2,↓,0.228571,NS,10/12,4,3
Blood,CD8_T,nk_il15_dual,CR→AR,CR,AR,0.088242,0.093678,6.2,↑,0.7,NS,6/9,3,3
Blood,NK,nk_il15_dual,NL→IT,NL,IT,0.102632,0.127906,24.6,↑,0.150794,NS,20/25,5,5
Blood,NK,nk_il15_dual,NL→IA,NL,IA,0.102632,0.149499,45.7,↑,0.031746,*,19/20,5,4
Blood,NK,nk_il15_dual,NL→AR,NL,AR,0.102632,0.122246,19.1,↑,0.25,NS,12/15,5,3
Blood,NK,nk_il15_dual,NL→CR,NL,CR,0.102632,0.137374,33.9,↑,0.142857,NS,13/15,5,3
Blood,NK,nk_il15_dual,IT→IA,IT,IA,0.127906,0.149499,16.9,↑,0.063492,†,18/20,5,4
Blood,NK,nk_il15_dual,IA→AR,IA,AR,0.149499,0.122246,-18.2,↓,0.057143,†,12/12,4,3
Blood,NK,nk_il15_dual,CR→AR,CR,AR,0.137374,0.122246,-11.0,↓,0.4,NS,7/9,3,3
Blood,B,nk_il15_dual,NL→IT,NL,IT,0.050125,0.062647,25.0,↑,0.309524,NS,18/25,5,5
Blood,B,nk_il15_dual,NL→IA,NL,IA,0.050125,0.06319,26.1,↑,0.190476,NS,16/20,5,4
Blood,B,nk_il15_dual,NL→AR,NL,AR,0.050125,0.067283,34.2,↑,0.071429,†,14/15,5,3
Blood,B,nk_il15_dual,NL→CR,NL,CR,0.050125,0.063222,26.1,↑,0.392857,NS,11/15,5,3
Blood,B,nk_il15_dual,IT→IA,IT,IA,0.062647,0.06319,0.9,↑,0.904762,NS,9/20,5,4
Blood,B,nk_il15_dual,IA→AR,IA,AR,0.06319,0.067283,6.5,↑,1.0,NS,6/12,4,3
Blood,B,nk_il15_dual,CR→AR,CR,AR,0.063222,0.067283,6.4,↑,0.4,NS,7/9,3,3
Blood,PlasmaB,nk_il15_dual,NL→IT,NL,IT,0.022592,0.057025,152.4,↑,0.095238,†,21/25,5,5
Blood,PlasmaB,nk_il15_dual,NL→IA,NL,IA,0.022592,0.041787,85.0,↑,0.190476,NS,16/20,5,4
Blood,PlasmaB,nk_il15_dual,NL→AR,NL,AR,0.022592,0.05154,128.1,↑,0.142857,NS,13/15,5,3
Blood,PlasmaB,nk_il15_dual,NL→CR,NL,CR,0.022592,0.063515,181.1,↑,0.071429,†,14/15,5,3
Blood,PlasmaB,nk_il15_dual,IT→IA,IT,IA,0.057025,0.041787,-26.7,↓,0.285714,NS,15/20,5,4
Blood,PlasmaB,nk_il15_dual,IA→AR,IA,AR,0.041787,0.05154,23.3,↑,0.628571,NS,8/12,4,3
Blood,PlasmaB,nk_il15_dual,CR→AR,CR,AR,0.063515,0.05154,-18.9,↓,0.7,NS,6/9,3,3
Blood,Myeloid,oxphos,NL→IT,NL,IT,0.30991,0.384824,24.2,↑,0.031746,*,19/20,4,5
Blood,Myeloid,oxphos,NL→IA,NL,IA,0.30991,0.369738,19.3,↑,0.057143,†,15/16,4,4
Blood,Myeloid,oxphos,NL→AR,NL,AR,0.30991,0.372049,20.1,↑,0.228571,NS,10/12,4,3
Blood,Myeloid,oxphos,NL→CR,NL,CR,0.30991,0.310802,0.3,↑,1.0,NS,6/12,4,3
Blood,Myeloid,oxphos,IT→IA,IT,IA,0.384824,0.369738,-3.9,↓,0.111111,NS,17/20,5,4
Blood,Myeloid,oxphos,IA→AR,IA,AR,0.369738,0.372049,0.6,↑,1.0,NS,6/12,4,3
Blood,Myeloid,oxphos,CR→AR,CR,AR,0.310802,0.372049,19.7,↑,0.4,NS,7/9,3,3
Blood,CD4_T,oxphos,NL→IT,NL,IT,0.305299,0.321824,5.4,↑,0.690476,NS,15/25,5,5
Blood,CD4_T,oxphos,NL→IA,NL,IA,0.305299,0.292094,-4.3,↓,0.730159,NS,12/20,5,4
Blood,CD4_T,oxphos,NL→AR,NL,AR,0.305299,0.300029,-1.7,↓,0.785714,NS,9/15,5,3
Blood,CD4_T,oxphos,NL→CR,NL,CR,0.305299,0.271311,-11.1,↓,0.392857,NS,11/15,5,3
Blood,CD4_T,oxphos,IT→IA,IT,IA,0.321824,0.292094,-9.2,↓,0.190476,NS,16/20,5,4
Blood,CD4_T,oxphos,IA→AR,IA,AR,0.292094,0.300029,2.7,↑,0.628571,NS,8/12,4,3
Blood,CD4_T,oxphos,CR→AR,CR,AR,0.271311,0.300029,10.6,↑,0.2,NS,8/9,3,3
Blood,CD8_T,oxphos,NL→IT,NL,IT,0.296206,0.322668,8.9,↑,1.0,NS,13/25,5,5
Blood,CD8_T,oxphos,NL→IA,NL,IA,0.296206,0.299378,1.1,↑,0.904762,NS,9/20,5,4
Blood,CD8_T,oxphos,NL→AR,NL,AR,0.296206,0.311318,5.1,↑,1.0,NS,8/15,5,3
Blood,CD8_T,oxphos,NL→CR,NL,CR,0.296206,0.277532,-6.3,↓,0.785714,NS,9/15,5,3
Blood,CD8_T,oxphos,IT→IA,IT,IA,0.322668,0.299378,-7.2,↓,0.111111,NS,17/20,5,4
Blood,CD8_T,oxphos,IA→AR,IA,AR,0.299378,0.311318,4.0,↑,0.628571,NS,8/12,4,3
Blood,CD8_T,oxphos,CR→AR,CR,AR,0.277532,0.311318,12.2,↑,0.2,NS,8/9,3,3
Blood,NK,oxphos,NL→IT,NL,IT,0.25703,0.278417,8.3,↑,0.547619,NS,16/25,5,5
Blood,NK,oxphos,NL→IA,NL,IA,0.25703,0.262435,2.1,↑,0.904762,NS,11/20,5,4
Blood,NK,oxphos,NL→AR,NL,AR,0.25703,0.281595,9.6,↑,0.571429,NS,10/15,5,3
Blood,NK,oxphos,NL→CR,NL,CR,0.25703,0.262689,2.2,↑,0.785714,NS,9/15,5,3
Blood,NK,oxphos,IT→IA,IT,IA,0.278417,0.262435,-5.7,↓,0.190476,NS,16/20,5,4
Blood,NK,oxphos,IA→AR,IA,AR,0.262435,0.281595,7.3,↑,0.628571,NS,8/12,4,3
Blood,NK,oxphos,CR→AR,CR,AR,0.262689,0.281595,7.2,↑,1.0,NS,5/9,3,3
Blood,B,oxphos,NL→IT,NL,IT,0.259347,0.274037,5.7,↑,0.690476,NS,15/25,5,5
Blood,B,oxphos,NL→IA,NL,IA,0.259347,0.264951,2.2,↑,0.904762,NS,11/20,5,4
Blood,B,oxphos,NL→AR,NL,AR,0.259347,0.287878,11.0,↑,0.25,NS,12/15,5,3
Blood,B,oxphos,NL→CR,NL,CR,0.259347,0.234176,-9.7,↓,0.392857,NS,11/15,5,3
Blood,B,oxphos,IT→IA,IT,IA,0.274037,0.264951,-3.3,↓,0.904762,NS,11/20,5,4
Blood,B,oxphos,IA→AR,IA,AR,0.264951,0.287878,8.7,↑,0.228571,NS,10/12,4,3
Blood,B,oxphos,CR→AR,CR,AR,0.234176,0.287878,22.9,↑,0.1,NS,9/9,3,3
Blood,PlasmaB,oxphos,NL→IT,NL,IT,0.524232,0.466669,-11.0,↓,0.547619,NS,16/25,5,5
Blood,PlasmaB,oxphos,NL→IA,NL,IA,0.524232,0.436008,-16.8,↓,0.190476,NS,16/20,5,4
Blood,PlasmaB,oxphos,NL→AR,NL,AR,0.524232,0.563599,7.5,↑,0.785714,NS,9/15,5,3
Blood,PlasmaB,oxphos,NL→CR,NL,CR,0.524232,0.369293,-29.6,↓,0.142857,NS,13/15,5,3
Blood,PlasmaB,oxphos,IT→IA,IT,IA,0.466669,0.436008,-6.6,↓,0.555556,NS,13/20,5,4
Blood,PlasmaB,oxphos,IA→AR,IA,AR,0.436008,0.563599,29.3,↑,0.057143,†,12/12,4,3
Blood,PlasmaB,oxphos,CR→AR,CR,AR,0.369293,0.563599,52.6,↑,0.1,NS,9/9,3,3
Blood,Myeloid,proliferation,NL→IT,NL,IT,0.002602,0.000682,-73.8,↓,0.325163,NS,14/20,4,5
Blood,Myeloid,proliferation,NL→IA,NL,IA,0.002602,0.001966,-24.5,↓,0.885714,NS,9/16,4,4
Blood,Myeloid,proliferation,NL→AR,NL,AR,0.002602,0.000746,-71.3,↓,0.721277,NS,7/12,4,3
Blood,Myeloid,proliferation,NL→CR,NL,CR,0.002602,0.000803,-69.1,↓,0.721277,NS,7/12,4,3
Blood,Myeloid,proliferation,IT→IA,IT,IA,0.000682,0.001966,188.2,↑,0.190476,NS,16/20,5,4
Blood,Myeloid,proliferation,IA→AR,IA,AR,0.001966,0.000746,-62.1,↓,0.628571,NS,8/12,4,3
Blood,Myeloid,proliferation,CR→AR,CR,AR,0.000803,0.000746,-7.2,↓,1.0,NS,4/9,3,3
Blood,CD4_T,proliferation,NL→IT,NL,IT,0.023913,0.006828,-71.4,↓,0.420635,NS,17/25,5,5
Blood,CD4_T,proliferation,NL→IA,NL,IA,0.023913,0.006848,-71.4,↓,0.555556,NS,13/20,5,4
Blood,CD4_T,proliferation,NL→AR,NL,AR,0.023913,0.004746,-80.2,↓,0.142857,NS,13/15,5,3
Blood,CD4_T,proliferation,NL→CR,NL,CR,0.023913,0.003242,-86.4,↓,0.071429,†,14/15,5,3
Blood,CD4_T,proliferation,IT→IA,IT,IA,0.006828,0.006848,0.3,↑,0.904762,NS,9/20,5,4
Blood,CD4_T,proliferation,IA→AR,IA,AR,0.006848,0.004746,-30.7,↓,0.4,NS,9/12,4,3
Blood,CD4_T,proliferation,CR→AR,CR,AR,0.003242,0.004746,46.4,↑,1.0,NS,5/9,3,3
Blood,CD8_T,proliferation,NL→IT,NL,IT,0.019471,0.006454,-66.9,↓,0.547619,NS,16/25,5,5
Blood,CD8_T,proliferation,NL→IA,NL,IA,0.019471,0.006544,-66.4,↓,0.555556,NS,13/20,5,4
Blood,CD8_T,proliferation,NL→AR,NL,AR,0.019471,0.004944,-74.6,↓,0.571429,NS,10/15,5,3
Blood,CD8_T,proliferation,NL→CR,NL,CR,0.019471,0.002685,-86.2,↓,0.25,NS,12/15,5,3
Blood,CD8_T,proliferation,IT→IA,IT,IA,0.006454,0.006544,1.4,↑,0.904762,NS,9/20,5,4
Blood,CD8_T,proliferation,IA→AR,IA,AR,0.006544,0.004944,-24.4,↓,1.0,NS,6/12,4,3
Blood,CD8_T,proliferation,CR→AR,CR,AR,0.002685,0.004944,84.2,↑,0.7,NS,6/9,3,3
