tissue,gene,lineage,comparison,stage1,stage2,mean_s1,mean_s2,pct_change,direction,p_value,sig,consistency,n_s1,n_s2
Blood,STAT6,Myeloid,NL→IA,NL,IA,0.6001388430595398,0.6045898795127869,0.699999988079071,↑,0.555556,NS,13/20,5,4
Blood,STAT6,Myeloid,NL→AR,NL,AR,0.6001388430595398,0.6964516043663025,16.0,↑,0.25,NS,12/15,5,3
Blood,STAT6,Myeloid,NL→CR,NL,CR,0.6001388430595398,0.552659809589386,-7.900000095367432,↓,0.571429,NS,5/15,5,3
Blood,STAT6,Myeloid,IT→IA,IT,IA,0.6809967756271362,0.6045898795127869,-11.199999809265137,↓,0.412698,NS,14/20,5,4
Blood,STAT6,Myeloid,IA→AR,IA,AR,0.6045898795127869,0.6964516043663025,15.199999809265137,↑,0.4,NS,9/12,4,3
Blood,STAT6,Myeloid,CR→AR,CR,AR,0.552659809589386,0.6964516043663025,26.0,↑,0.2,NS,8/9,3,3
Blood,STAT6,CD4_T,NL→IT,NL,IT,0.23569338023662567,0.2783012092113495,18.100000381469727,↑,0.690476,NS,15/25,5,5
Blood,STAT6,CD4_T,NL→IA,NL,IA,0.23569338023662567,0.2418176233768463,2.5999999046325684,↑,1.0,NS,10/20,5,4
Blood,STAT6,CD4_T,NL→AR,NL,AR,0.23569338023662567,0.2890007197856903,22.600000381469727,↑,0.571429,NS,10/15,5,3
Blood,STAT6,CD4_T,NL→CR,NL,CR,0.23569338023662567,0.24703854322433472,4.800000190734863,↑,1.0,NS,7/15,5,3
Blood,STAT6,CD4_T,IT→IA,IT,IA,0.2783012092113495,0.2418176233768463,-13.100000381469727,↓,0.730159,NS,12/20,5,4
Blood,STAT6,CD4_T,IA→AR,IA,AR,0.2418176233768463,0.2890007197856903,19.5,↑,0.4,NS,9/12,4,3
Blood,STAT6,CD4_T,CR→AR,CR,AR,0.24703854322433472,0.2890007197856903,17.0,↑,0.4,NS,7/9,3,3
Blood,STAT6,CD8_T,NL→IT,NL,IT,0.20397648215293884,0.2643505334854126,29.600000381469727,↑,0.309524,NS,18/25,5,5
Blood,STAT6,CD8_T,NL→IA,NL,IA,0.20397648215293884,0.22948910295963287,12.5,↑,0.412698,NS,14/20,5,4
Blood,STAT6,CD8_T,NL→AR,NL,AR,0.20397648215293884,0.2524676024913788,23.799999237060547,↑,0.142857,NS,13/15,5,3
Blood,STAT6,CD8_T,NL→CR,NL,CR,0.20397648215293884,0.24329090118408203,19.299999237060547,↑,1.0,NS,8/15,5,3
Blood,STAT6,CD8_T,IT→IA,IT,IA,0.2643505334854126,0.22948910295963287,-13.199999809265137,↓,0.730159,NS,12/20,5,4
Blood,STAT6,CD8_T,IA→AR,IA,AR,0.22948910295963287,0.2524676024913788,10.0,↑,0.857143,NS,7/12,4,3
Blood,STAT6,CD8_T,CR→AR,CR,AR,0.24329090118408203,0.2524676024913788,3.799999952316284,↑,0.7,NS,6/9,3,3
Blood,STAT6,NK,NL→IT,NL,IT,0.2115291804075241,0.2810274064540863,32.900001525878906,↑,0.222222,NS,19/25,5,5
Blood,STAT6,NK,NL→IA,NL,IA,0.2115291804075241,0.2910553812980652,37.599998474121094,↑,0.190476,NS,16/20,5,4
Blood,STAT6,NK,NL→AR,NL,AR,0.2115291804075241,0.2749805450439453,30.0,↑,0.25,NS,12/15,5,3
Blood,STAT6,NK,NL→CR,NL,CR,0.2115291804075241,0.294545441865921,39.20000076293945,↑,0.392857,NS,11/15,5,3
Blood,STAT6,NK,IT→IA,IT,IA,0.2810274064540863,0.2910553812980652,3.5999999046325684,↑,0.730159,NS,12/20,5,4
Blood,STAT6,NK,IA→AR,IA,AR,0.2910553812980652,0.2749805450439453,-5.5,↓,0.857143,NS,7/12,4,3
Blood,STAT6,NK,CR→AR,CR,AR,0.294545441865921,0.2749805450439453,-6.599999904632568,↓,1.0,NS,5/9,3,3
Blood,STAT6,B,NL→IT,NL,IT,0.4061758518218994,0.4079635739326477,0.4000000059604645,↑,1.0,NS,12/25,5,5
Blood,STAT6,B,NL→IA,NL,IA,0.4061758518218994,0.3859316110610962,-5.0,↓,0.904762,NS,9/20,5,4
Blood,STAT6,B,NL→AR,NL,AR,0.4061758518218994,0.4200526475906372,3.4000000953674316,↑,1.0,NS,8/15,5,3
Blood,STAT6,B,NL→CR,NL,CR,0.4061758518218994,0.4110013246536255,1.2000000476837158,↑,0.785714,NS,6/15,5,3
Blood,STAT6,B,IT→IA,IT,IA,0.4079635739326477,0.3859316110610962,-5.400000095367432,↓,0.904762,NS,11/20,5,4
Blood,STAT6,B,IA→AR,IA,AR,0.3859316110610962,0.4200526475906372,8.800000190734863,↑,0.857143,NS,7/12,4,3
Blood,STAT6,B,CR→AR,CR,AR,0.4110013246536255,0.4200526475906372,2.200000047683716,↑,1.0,NS,4/9,3,3
Blood,STAT6,PlasmaB,NL→IT,NL,IT,0.13683418929576874,0.22810888290405273,66.69999694824219,↑,0.401965,NS,17/25,5,5
Blood,STAT6,PlasmaB,NL→IA,NL,IA,0.13683418929576874,0.19523891806602478,42.70000076293945,↑,0.538594,NS,13/20,5,4
Blood,STAT6,PlasmaB,NL→AR,NL,AR,0.13683418929576874,0.11268582940101624,-17.600000381469727,↓,0.764228,NS,9/15,5,3
Blood,STAT6,PlasmaB,NL→CR,NL,CR,0.13683418929576874,0.1795855015516281,31.200000762939453,↑,0.764228,NS,9/15,5,3
Blood,STAT6,PlasmaB,IT→IA,IT,IA,0.22810888290405273,0.19523891806602478,-14.399999618530273,↓,0.730159,NS,12/20,5,4
Blood,STAT6,PlasmaB,IA→AR,IA,AR,0.19523891806602478,0.11268582940101624,-42.29999923706055,↓,0.228571,NS,10/12,4,3
Blood,STAT6,PlasmaB,CR→AR,CR,AR,0.1795855015516281,0.11268582940101624,-37.29999923706055,↓,0.1,NS,9/9,3,3
Blood,TAP1,Myeloid,NL→IT,NL,IT,0.12031777203083038,0.5007997751235962,316.20001220703125,↑,0.021177,*,24/25,5,5
Blood,TAP1,Myeloid,NL→IA,NL,IA,0.12031777203083038,0.4427493214607239,268.0,↑,0.019451,*,20/20,5,4
Blood,TAP1,Myeloid,NL→AR,NL,AR,0.12031777203083038,0.4607107639312744,282.8999938964844,↑,0.03577,*,15/15,5,3
Blood,TAP1,Myeloid,NL→CR,NL,CR,0.12031777203083038,0.37497076392173767,211.6999969482422,↑,0.133701,NS,13/15,5,3
Blood,TAP1,Myeloid,IT→IA,IT,IA,0.5007997751235962,0.4427493214607239,-11.600000381469727,↓,0.730159,NS,12/20,5,4
Blood,TAP1,Myeloid,IA→AR,IA,AR,0.4427493214607239,0.4607107639312744,4.099999904632568,↑,0.628571,NS,8/12,4,3
Blood,TAP1,Myeloid,CR→AR,CR,AR,0.37497076392173767,0.4607107639312744,22.899999618530273,↑,0.7,NS,6/9,3,3
Blood,TAP1,CD4_T,NL→IT,NL,IT,0.6238085031509399,0.5733716487884521,-8.100000381469727,↓,1.0,NS,13/25,5,5
Blood,TAP1,CD4_T,NL→IA,NL,IA,0.6238085031509399,0.6527966260910034,4.599999904632568,↑,0.904762,NS,9/20,5,4
Blood,TAP1,CD4_T,NL→AR,NL,AR,0.6238085031509399,0.6041349768638611,-3.200000047683716,↓,0.571429,NS,10/15,5,3
Blood,TAP1,CD4_T,NL→CR,NL,CR,0.6238085031509399,0.5105287432670593,-18.200000762939453,↓,0.785714,NS,9/15,5,3
Blood,TAP1,CD4_T,IT→IA,IT,IA,0.5733716487884521,0.6527966260910034,13.899999618530273,↑,0.904762,NS,11/20,5,4
Blood,TAP1,CD4_T,IA→AR,IA,AR,0.6527966260910034,0.6041349768638611,-7.5,↓,1.0,NS,6/12,4,3
Blood,TAP1,CD4_T,CR→AR,CR,AR,0.5105287432670593,0.6041349768638611,18.299999237060547,↑,0.7,NS,6/9,3,3
Blood,TAP1,CD8_T,NL→IT,NL,IT,0.6726336479187012,0.6208668947219849,-7.699999809265137,↓,1.0,NS,12/25,5,5
Blood,TAP1,CD8_T,NL→IA,NL,IA,0.6726336479187012,0.7670819759368896,14.0,↑,0.730159,NS,12/20,5,4
Blood,TAP1,CD8_T,NL→AR,NL,AR,0.6726336479187012,0.7816546559333801,16.200000762939453,↑,0.392857,NS,11/15,5,3
Blood,TAP1,CD8_T,NL→CR,NL,CR,0.6726336479187012,0.5857886672019958,-12.899999618530273,↓,0.785714,NS,9/15,5,3
Blood,TAP1,CD8_T,IT→IA,IT,IA,0.6208668947219849,0.7670819759368896,23.600000381469727,↑,0.412698,NS,14/20,5,4
Blood,TAP1,CD8_T,IA→AR,IA,AR,0.7670819759368896,0.7816546559333801,1.899999976158142,↑,0.857143,NS,7/12,4,3
Blood,TAP1,CD8_T,CR→AR,CR,AR,0.5857886672019958,0.7816546559333801,33.400001525878906,↑,0.2,NS,8/9,3,3
Blood,TAP1,NK,NL→IT,NL,IT,0.6952978372573853,0.757827877998352,9.0,↑,0.547619,NS,16/25,5,5
Blood,TAP1,NK,NL→IA,NL,IA,0.6952978372573853,0.8731819987297058,25.600000381469727,↑,0.285714,NS,15/20,5,4
Blood,TAP1,NK,NL→AR,NL,AR,0.6952978372573853,0.8579120635986328,23.399999618530273,↑,0.571429,NS,10/15,5,3
Blood,TAP1,NK,NL→CR,NL,CR,0.6952978372573853,0.7549613118171692,8.600000381469727,↑,0.785714,NS,9/15,5,3
Blood,TAP1,NK,IT→IA,IT,IA,0.757827877998352,0.8731819987297058,15.199999809265137,↑,0.730159,NS,12/20,5,4
Blood,TAP1,NK,IA→AR,IA,AR,0.8731819987297058,0.8579120635986328,-1.7000000476837158,↓,0.628571,NS,8/12,4,3
Blood,TAP1,NK,CR→AR,CR,AR,0.7549613118171692,0.8579120635986328,13.600000381469727,↑,0.7,NS,6/9,3,3
Blood,TAP1,B,NL→IT,NL,IT,0.4078156054019928,0.4357343316078186,6.800000190734863,↑,0.690476,NS,15/25,5,5
Blood,TAP1,B,NL→IA,NL,IA,0.4078156054019928,0.4592384994029999,12.600000381469727,↑,0.904762,NS,11/20,5,4
Blood,TAP1,B,NL→AR,NL,AR,0.4078156054019928,0.5856978893280029,43.599998474121094,↑,0.392857,NS,11/15,5,3
Blood,TAP1,B,NL→CR,NL,CR,0.4078156054019928,0.3979671001434326,-2.4000000953674316,↓,1.0,NS,7/15,5,3
Blood,TAP1,B,IT→IA,IT,IA,0.4357343316078186,0.4592384994029999,5.400000095367432,↑,1.0,NS,10/20,5,4
Blood,TAP1,B,IA→AR,IA,AR,0.4592384994029999,0.5856978893280029,27.5,↑,0.228571,NS,10/12,4,3
Blood,TAP1,B,CR→AR,CR,AR,0.3979671001434326,0.5856978893280029,47.20000076293945,↑,0.2,NS,8/9,3,3
Blood,TAP1,PlasmaB,NL→IT,NL,IT,0.6838234663009644,0.7646358013153076,11.800000190734863,↑,0.309524,NS,18/25,5,5
Blood,TAP1,PlasmaB,NL→IA,NL,IA,0.6838234663009644,0.6520434021949768,-4.599999904632568,↓,0.904762,NS,9/20,5,4
Blood,TAP1,PlasmaB,NL→AR,NL,AR,0.6838234663009644,0.8232513070106506,20.399999618530273,↑,0.25,NS,12/15,5,3
Blood,TAP1,PlasmaB,NL→CR,NL,CR,0.6838234663009644,0.7120826840400696,4.099999904632568,↑,0.571429,NS,10/15,5,3
Blood,TAP1,PlasmaB,IT→IA,IT,IA,0.7646358013153076,0.6520434021949768,-14.699999809265137,↓,0.555556,NS,13/20,5,4
Blood,TAP1,PlasmaB,IA→AR,IA,AR,0.6520434021949768,0.8232513070106506,26.299999237060547,↑,0.628571,NS,8/12,4,3
Blood,TAP1,PlasmaB,CR→AR,CR,AR,0.7120826840400696,0.8232513070106506,15.600000381469727,↑,0.4,NS,7/9,3,3
Blood,TAP2,Myeloid,NL→IT,NL,IT,0.06362584978342056,0.18745675683021545,194.60000610351562,↑,0.059327,†,22/25,5,5
Blood,TAP2,Myeloid,NL→IA,NL,IA,0.06362584978342056,0.11916869878768921,87.30000305175781,↑,0.268341,NS,15/20,5,4
Blood,TAP2,Myeloid,NL→AR,NL,AR,0.06362584978342056,0.13182567059993744,107.19999694824219,↑,0.230243,NS,12/15,5,3
Blood,TAP2,Myeloid,NL→CR,NL,CR,0.06362584978342056,0.1403590440750122,120.5999984741211,↑,0.230243,NS,12/15,5,3
Blood,TAP2,Myeloid,IT→IA,IT,IA,0.18745675683021545,0.11916869878768921,-36.400001525878906,↓,0.015873,*,20/20,5,4
Blood,TAP2,Myeloid,IA→AR,IA,AR,0.11916869878768921,0.13182567059993744,10.600000381469727,↑,0.857143,NS,7/12,4,3
Blood,TAP2,Myeloid,CR→AR,CR,AR,0.1403590440750122,0.13182567059993744,-6.099999904632568,↓,0.7,NS,6/9,3,3
Blood,TAP2,CD4_T,NL→IT,NL,IT,0.07445366680622101,0.05166738107800484,-30.600000381469727,↓,0.84127,NS,14/25,5,5
Blood,TAP2,CD4_T,NL→IA,NL,IA,0.07445366680622101,0.03166348114609718,-57.5,↓,0.412698,NS,14/20,5,4
Blood,TAP2,CD4_T,NL→AR,NL,AR,0.07445366680622101,0.04186943173408508,-43.79999923706055,↓,1.0,NS,8/15,5,3
Blood,TAP2,CD4_T,NL→CR,NL,CR,0.07445366680622101,0.04498322308063507,-39.599998474121094,↓,0.785714,NS,9/15,5,3
Blood,TAP2,CD4_T,IT→IA,IT,IA,0.05166738107800484,0.03166348114609718,-38.70000076293945,↓,0.111111,NS,17/20,5,4
Blood,TAP2,CD4_T,IA→AR,IA,AR,0.03166348114609718,0.04186943173408508,32.20000076293945,↑,0.628571,NS,8/12,4,3
Blood,TAP2,CD4_T,CR→AR,CR,AR,0.04498322308063507,0.04186943173408508,-6.900000095367432,↓,0.7,NS,6/9,3,3
Blood,TAP2,CD8_T,NL→IT,NL,IT,0.055026452988386154,0.06437615305185318,17.0,↑,0.690476,NS,15/25,5,5
Blood,TAP2,CD8_T,NL→IA,NL,IA,0.055026452988386154,0.03641355037689209,-33.79999923706055,↓,0.412698,NS,14/20,5,4
Blood,TAP2,CD8_T,NL→AR,NL,AR,0.055026452988386154,0.05466845631599426,-0.699999988079071,↓,1.0,NS,8/15,5,3
Blood,TAP2,CD8_T,NL→CR,NL,CR,0.055026452988386154,0.051450371742248535,-6.5,↓,1.0,NS,8/15,5,3
Blood,TAP2,CD8_T,IT→IA,IT,IA,0.06437615305185318,0.03641355037689209,-43.400001525878906,↓,0.063492,†,18/20,5,4
Blood,TAP2,CD8_T,IA→AR,IA,AR,0.03641355037689209,0.05466845631599426,50.099998474121094,↑,0.628571,NS,8/12,4,3
Blood,TAP2,CD8_T,CR→AR,CR,AR,0.051450371742248535,0.05466845631599426,6.300000190734863,↑,0.7,NS,3/9,3,3
Blood,TAP2,NK,NL→IT,NL,IT,0.0650472417473793,0.07650517672300339,17.600000381469727,↑,0.547619,NS,16/25,5,5
Blood,TAP2,NK,NL→IA,NL,IA,0.0650472417473793,0.056134674698114395,-13.699999809265137,↓,0.555556,NS,13/20,5,4
Blood,TAP2,NK,NL→AR,NL,AR,0.0650472417473793,0.06533938646316528,0.4000000059604645,↑,1.0,NS,8/15,5,3
Blood,TAP2,NK,NL→CR,NL,CR,0.0650472417473793,0.06172848120331764,-5.099999904632568,↓,1.0,NS,7/15,5,3
Blood,TAP2,NK,IT→IA,IT,IA,0.07650517672300339,0.056134674698114395,-26.600000381469727,↓,0.412698,NS,14/20,5,4
Blood,TAP2,NK,IA→AR,IA,AR,0.056134674698114395,0.06533938646316528,16.399999618530273,↑,0.628571,NS,8/12,4,3
Blood,TAP2,NK,CR→AR,CR,AR,0.06172848120331764,0.06533938646316528,5.800000190734863,↑,1.0,NS,5/9,3,3
Blood,TAP2,B,NL→IT,NL,IT,0.01671297661960125,0.06454016268253326,286.20001220703125,↑,0.034454,*,23/25,5,5
Blood,TAP2,B,NL→IA,NL,IA,0.01671297661960125,0.03283717483282089,96.5,↑,0.383221,NS,14/20,5,4
Blood,TAP2,B,NL→AR,NL,AR,0.01671297661960125,0.04943816736340523,195.8000030517578,↑,0.12663,NS,13/15,5,3
Blood,TAP2,B,NL→CR,NL,CR,0.01671297661960125,0.0498611219227314,198.3000030517578,↑,0.12663,NS,13/15,5,3
Blood,TAP2,B,IT→IA,IT,IA,0.06454016268253326,0.03283717483282089,-49.099998474121094,↓,0.063492,†,18/20,5,4
Blood,TAP2,B,IA→AR,IA,AR,0.03283717483282089,0.04943816736340523,50.599998474121094,↑,0.228571,NS,10/12,4,3
Blood,TAP2,B,CR→AR,CR,AR,0.0498611219227314,0.04943816736340523,-0.800000011920929,↓,0.7,NS,6/9,3,3
Blood,TAP2,PlasmaB,NL→IT,NL,IT,0.006811575498431921,0.09004183858633041,1221.9000244140625,↑,0.074639,†,19/25,5,5
Blood,TAP2,PlasmaB,NL→IA,NL,IA,0.006811575498431921,0.044371023774147034,551.4000244140625,↑,0.055009,†,18/20,5,4
Blood,TAP2,PlasmaB,NL→AR,NL,AR,0.006811575498431921,0.03346100449562073,391.20001220703125,↑,0.112231,NS,13/15,5,3
Blood,TAP2,PlasmaB,NL→CR,NL,CR,0.006811575498431921,0.06240815296769142,816.2000122070312,↑,0.026179,*,15/15,5,3
Blood,TAP2,PlasmaB,IT→IA,IT,IA,0.09004183858633041,0.044371023774147034,-50.70000076293945,↓,0.904762,NS,11/20,5,4
Blood,TAP2,PlasmaB,IA→AR,IA,AR,0.044371023774147034,0.03346100449562073,-24.600000381469727,↓,0.857143,NS,7/12,4,3
Blood,TAP2,PlasmaB,CR→AR,CR,AR,0.06240815296769142,0.03346100449562073,-46.400001525878906,↓,0.4,NS,7/9,3,3
Blood,TERT,Myeloid,NL→IT,NL,IT,0.0,0.0,0.0,↑,1.0,NS,0/25,5,5
Blood,TERT,Myeloid,NL→IA,NL,IA,0.0,0.0,0.0,↑,1.0,NS,0/20,5,4
Blood,TERT,Myeloid,NL→AR,NL,AR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3
Blood,TERT,Myeloid,NL→CR,NL,CR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3
Blood,TERT,Myeloid,IT→IA,IT,IA,0.0,0.0,0.0,↑,1.0,NS,0/20,5,4
Blood,TERT,Myeloid,IA→AR,IA,AR,0.0,0.0,0.0,↑,1.0,NS,0/12,4,3
Blood,TERT,Myeloid,CR→AR,CR,AR,0.0,0.0,0.0,↑,1.0,NS,0/9,3,3
Blood,TERT,CD4_T,NL→IT,NL,IT,0.001055180444382131,0.0005143192829564214,-51.29999923706055,↓,0.607236,NS,9/25,5,5
Blood,TERT,CD4_T,NL→IA,NL,IA,0.001055180444382131,0.0012491431552916765,18.399999618530273,↑,0.608874,NS,11/20,5,4
Blood,TERT,CD4_T,NL→AR,NL,AR,0.001055180444382131,0.000570975651498884,-45.900001525878906,↓,1.0,NS,6/15,5,3
Blood,TERT,CD4_T,NL→CR,NL,CR,0.001055180444382131,0.0,-100.0,↓,0.329114,NS,6/15,5,3
Blood,TERT,CD4_T,IT→IA,IT,IA,0.0005143192829564214,0.0012491431552916765,142.89999389648438,↑,0.227249,NS,13/20,5,4
Blood,TERT,CD4_T,IA→AR,IA,AR,0.0012491431552916765,0.000570975651498884,-54.29999923706055,↓,0.721277,NS,7/12,4,3
Blood,TERT,CD4_T,CR→AR,CR,AR,0.0,0.000570975651498884,99999.0,↑,0.196706,NS,6/9,3,3
Blood,TERT,CD8_T,NL→IT,NL,IT,0.00028610057779587805,0.0008823190582916141,208.39999389648438,↑,1.0,NS,5/25,5,5
Blood,TERT,CD8_T,NL→IA,NL,IA,0.00028610057779587805,0.0,-100.0,↓,0.502335,NS,4/20,5,4
Blood,TERT,CD8_T,NL→AR,NL,AR,0.00028610057779587805,0.0014645509654656053,411.8999938964844,↑,0.69627,NS,5/15,5,3
Blood,TERT,CD8_T,NL→CR,NL,CR,0.00028610057779587805,0.0004717525152955204,64.9000015258789,↑,1.0,NS,4/15,5,3
Blood,TERT,CD8_T,IT→IA,IT,IA,0.0008823190582916141,0.0,-100.0,↓,0.502335,NS,4/20,5,4
Blood,TERT,CD8_T,IA→AR,IA,AR,0.0,0.0014645509654656053,99999.0,↑,0.386476,NS,4/12,4,3
Blood,TERT,CD8_T,CR→AR,CR,AR,0.0004717525152955204,0.0014645509654656053,210.39999389648438,↑,1.0,NS,3/9,3,3
Blood,TERT,NK,NL→IT,NL,IT,0.0,0.0001629641919862479,99999.0,↑,0.423711,NS,5/25,5,5
Blood,TERT,NK,NL→IA,NL,IA,0.0,0.0,0.0,↑,1.0,NS,0/20,5,4
Blood,TERT,NK,NL→AR,NL,AR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3
Blood,TERT,NK,NL→CR,NL,CR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3
Blood,TERT,NK,IT→IA,IT,IA,0.0001629641919862479,0.0,-100.0,↓,0.502335,NS,4/20,5,4
Blood,TERT,NK,IA→AR,IA,AR,0.0,0.0,0.0,↑,1.0,NS,0/12,4,3
Blood,TERT,NK,CR→AR,CR,AR,0.0,0.0,0.0,↑,1.0,NS,0/9,3,3
Blood,TERT,B,NL→IT,NL,IT,0.0,0.0,0.0,↑,1.0,NS,0/25,5,5
Blood,TERT,B,NL→IA,NL,IA,0.0,0.0,0.0,↑,1.0,NS,0/20,5,4
Blood,TERT,B,NL→AR,NL,AR,0.0,0.00015615465235896409,99999.0,↑,0.3017,NS,5/15,5,3
Blood,TERT,B,NL→CR,NL,CR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3
Blood,TERT,B,IT→IA,IT,IA,0.0,0.0,0.0,↑,1.0,NS,0/20,5,4
Blood,TERT,B,IA→AR,IA,AR,0.0,0.00015615465235896409,99999.0,↑,0.386476,NS,4/12,4,3
Blood,TERT,B,CR→AR,CR,AR,0.0,0.00015615465235896409,99999.0,↑,0.504985,NS,3/9,3,3
Blood,TERT,PlasmaB,NL→IT,NL,IT,0.002987341023981571,0.002620512619614601,-12.300000190734863,↓,0.79717,NS,5/25,5,5
Blood,TERT,PlasmaB,NL→IA,NL,IA,0.002987341023981571,0.0015107487561181188,-49.400001525878906,↓,1.0,NS,4/20,5,4
Blood,TERT,PlasmaB,NL→AR,NL,AR,0.002987341023981571,0.004799097776412964,60.599998474121094,↑,1.0,NS,4/15,5,3
Blood,TERT,PlasmaB,NL→CR,NL,CR,0.002987341023981571,0.0,-100.0,↓,0.605577,NS,3/15,5,3
Blood,TERT,PlasmaB,IT→IA,IT,IA,0.002620512619614601,0.0015107487561181188,-42.29999923706055,↓,0.771019,NS,7/20,5,4
Blood,TERT,PlasmaB,IA→AR,IA,AR,0.0015107487561181188,0.004799097776412964,217.6999969482422,↑,0.825498,NS,4/12,4,3
Blood,TERT,PlasmaB,CR→AR,CR,AR,0.0,0.004799097776412964,99999.0,↑,0.504985,NS,3/9,3,3
Blood,TICAM1,Myeloid,NL→IT,NL,IT,0.022288184612989426,0.14444296061992645,548.0999755859375,↑,0.011925,*,25/25,5,5
Blood,TICAM1,Myeloid,NL→IA,NL,IA,0.022288184612989426,0.19073879718780518,755.7999877929688,↑,0.019451,*,20/20,5,4
Blood,TICAM1,Myeloid,NL→AR,NL,AR,0.022288184612989426,0.14530843496322632,552.0,↑,0.03577,*,15/15,5,3
Blood,TICAM1,Myeloid,NL→CR,NL,CR,0.022288184612989426,0.10618799924850464,376.3999938964844,↑,0.03577,*,15/15,5,3
Blood,TICAM1,Myeloid,IT→IA,IT,IA,0.14444296061992645,0.19073879718780518,32.099998474121094,↑,0.730159,NS,12/20,5,4
Blood,TICAM1,Myeloid,IA→AR,IA,AR,0.19073879718780518,0.14530843496322632,-23.799999237060547,↓,0.628571,NS,8/12,4,3
Blood,TICAM1,Myeloid,CR→AR,CR,AR,0.10618799924850464,0.14530843496322632,36.79999923706055,↑,1.0,NS,5/9,3,3
Blood,TICAM1,CD4_T,NL→IT,NL,IT,0.05153477191925049,0.07332219183444977,42.29999923706055,↑,0.420635,NS,17/25,5,5
Blood,TICAM1,CD4_T,NL→IA,NL,IA,0.05153477191925049,0.08443955332040787,63.79999923706055,↑,0.190476,NS,16/20,5,4
Blood,TICAM1,CD4_T,NL→AR,NL,AR,0.05153477191925049,0.08601164072751999,66.9000015258789,↑,0.392857,NS,11/15,5,3
Blood,TICAM1,CD4_T,NL→CR,NL,CR,0.05153477191925049,0.04285060241818428,-16.899999618530273,↓,1.0,NS,8/15,5,3
Blood,TICAM1,CD4_T,IT→IA,IT,IA,0.07332219183444977,0.08443955332040787,15.199999809265137,↑,0.730159,NS,12/20,5,4
Blood,TICAM1,CD4_T,IA→AR,IA,AR,0.08443955332040787,0.08601164072751999,1.899999976158142,↑,1.0,NS,6/12,4,3
Blood,TICAM1,CD4_T,CR→AR,CR,AR,0.04285060241818428,0.08601164072751999,100.69999694824219,↑,0.4,NS,7/9,3,3
Blood,TICAM1,CD8_T,NL→IT,NL,IT,0.09640128910541534,0.07295157015323639,-24.299999237060547,↓,0.309524,NS,18/25,5,5
Blood,TICAM1,CD8_T,NL→IA,NL,IA,0.09640128910541534,0.07663556188344955,-20.5,↓,0.412698,NS,14/20,5,4
Blood,TICAM1,CD8_T,NL→AR,NL,AR,0.09640128910541534,0.06923455744981766,-28.200000762939453,↓,0.571429,NS,10/15,5,3
Blood,TICAM1,CD8_T,NL→CR,NL,CR,0.09640128910541534,0.03710046038031578,-61.5,↓,0.142857,NS,13/15,5,3
Blood,TICAM1,CD8_T,IT→IA,IT,IA,0.07295157015323639,0.07663556188344955,5.0,↑,0.730159,NS,8/20,5,4
Blood,TICAM1,CD8_T,IA→AR,IA,AR,0.07663556188344955,0.06923455744981766,-9.699999809265137,↓,1.0,NS,6/12,4,3
Blood,TICAM1,CD8_T,CR→AR,CR,AR,0.03710046038031578,0.06923455744981766,86.5999984741211,↑,0.4,NS,7/9,3,3
Blood,TICAM1,NK,NL→IT,NL,IT,0.05250566452741623,0.07669675350189209,46.099998474121094,↑,0.222222,NS,19/25,5,5
Blood,TICAM1,NK,NL→IA,NL,IA,0.05250566452741623,0.09080102294683456,72.9000015258789,↑,0.111111,NS,17/20,5,4
Blood,TICAM1,NK,NL→AR,NL,AR,0.05250566452741623,0.09665027260780334,84.0999984741211,↑,0.392857,NS,11/15,5,3
Blood,TICAM1,NK,NL→CR,NL,CR,0.05250566452741623,0.05594499036669731,6.599999904632568,↑,1.0,NS,7/15,5,3
Blood,TICAM1,NK,IT→IA,IT,IA,0.07669675350189209,0.09080102294683456,18.399999618530273,↑,0.555556,NS,13/20,5,4
Blood,TICAM1,NK,IA→AR,IA,AR,0.09080102294683456,0.09665027260780334,6.400000095367432,↑,0.857143,NS,5/12,4,3
Blood,TICAM1,NK,CR→AR,CR,AR,0.05594499036669731,0.09665027260780334,72.80000305175781,↑,1.0,NS,5/9,3,3
Blood,TICAM1,B,NL→IT,NL,IT,0.06436555832624435,0.12067335844039917,87.5,↑,0.20869,NS,19/25,5,5
Blood,TICAM1,B,NL→IA,NL,IA,0.06436555832624435,0.15085574984550476,134.39999389648438,↑,0.109855,NS,17/20,5,4
Blood,TICAM1,B,NL→AR,NL,AR,0.06436555832624435,0.14103786647319794,119.0999984741211,↑,0.230243,NS,12/15,5,3
Blood,TICAM1,B,NL→CR,NL,CR,0.06436555832624435,0.07155334204435349,11.199999809265137,↑,0.764228,NS,9/15,5,3
Blood,TICAM1,B,IT→IA,IT,IA,0.12067335844039917,0.15085574984550476,25.0,↑,0.285714,NS,15/20,5,4
Blood,TICAM1,B,IA→AR,IA,AR,0.15085574984550476,0.14103786647319794,-6.5,↓,1.0,NS,6/12,4,3
Blood,TICAM1,B,CR→AR,CR,AR,0.07155334204435349,0.14103786647319794,97.0999984741211,↑,0.2,NS,8/9,3,3
